Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,outlier_features,uuid,algorithm
00347354,702686.0,5500007704.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y6,80.0,6759,84.4875,100,E13,2000,,5300527564.0,0.0,1,84,080100000,ST,,,e27d7a9678874ddfb05c5c25aeb0d324,XGBOD
00311266,702750.0,,0.0,0.0,0,0,F,,203,203.0,Z011,Y5,940.0,17586405,18708.941489361703,1,E15,3000,,5300432096.0,0.0,1,210,030203000,ST,,,7e377a5632e140ff9bc46793d939e7f4,XGBOD
00200226,700020.0,5500004801.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,7860.0,3602,0.4582697201017812,100,E20,2000,,5300189523.0,0.0,1,4,100202000,ST,,,4226516cc2f646789ca34eb09cabab2f,XGBOD
00402102UB,701317.0,4600012883.0,10.0,60.0,0,0,F,,211,211.0,Z010,Y5,0.0,0,0,1,E12,2100,,5300070474.0,0.0,1,70,010000000,ST,,,baf91d1fd5b446b39eceb6808470502d,RoSAS
01503225,700230.0,5500000037.0,30.0,14.0,14,84,F,,715,715.0,Z001,Y5,56020.0,117642,2.1,100,E14,2000,,5300030102.0,0.0,1,14,100202000,ST,,,89ba52ee518146529948310c5d9f32dd,XGBOD
00360029,701806.0,,0.0,0.0,0,0,F,,208,208.0,Z011,V4,1280.0,1783,1.39296875,100,E98,2800,,5300174058.0,0.0,2,4,140100000,ST,,,9808cda71f764caeba4e987f1618f0fb,XGBOD
34733902,2000.0,,0.0,0.0,0,0,F,40.0,266,998.0,Z004,EX,0.0,0,0,1,,2700,3000.0,5300283690.0,0.0,0,5,010102000,ST,,,51c13482101d4a73b49f4008322f9787,RoSAS
33645010,2100.0,,0.0,0.0,0,0,F,41.0,224,224.0,Z012,Z9,1680.0,222653,132.53154761904761,1,,3000,3000.0,5300199152.0,0.0,1,70,040100000,ST,,,cad826d2066f495ba8b342fefa1221db,XGBOD
34060806,710155.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z001,Z0,0.0,0,0,1,,2000,,5300460749.0,3.0,1,28,040100000,ST,,,1930d5a9b3e847cba9af0b43a9ba62c1,XGBOD
24034001,2000.0,,0.0,0.0,0,0,F,40.0,212,212.0,Z012,Z1,0.0,0,0,100,,3000,3000.0,5300241422.0,0.0,1,999,060100000,ST,,,af0cbe4425fa4240b1241996d4389a29,RoSAS
9001198,703564.0,,0.0,0.0,0,0,F,,203,203.0,Z002,Z2,0.0,0,0,1,,2000,,5300053372.0,0.0,20,84,090100000,ST,,,045e38580b12444080703f61649d56ec,RoSAS
23044005,702807.0,4600008007.0,20.0,70.0,0,0,F,,208,208.0,Z001,Y4,0.0,0,0,100,E11,2000,,5300094802.0,0.0,1,28,140200000,ST,,,0bb597d292154e68b4e639ef91670d76,"XGBOD, RoSAS"
35115401,701528.0,4600007529.0,10.0,12.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0,0,1,E15,2100,,5300085941.0,0.0,1,3,060100000,ST,,,f567a03e483640a4ac81562380ae9602,"XGBOD, RoSAS"
23010301,700985.0,5500009137.0,10.0,14.0,14,84,F,,203,203.0,Z005,Y2,149600.0,56151,0.3753409090909091,100,E13,2100,,5300090857.0,0.0,1,14,090300000,ST,,,acc2cfa0dcd04691aca5dd6617399237,"XGBOD, RoSAS"
25020053,3000.0,,0.0,0.0,0,0,F,42.0,233,233.0,Z001,Y4,0.0,0,0,1,E11,2000,2100.0,5300529231.0,0.0,1,1,060100000,ST,,,3bc6cda6a5cc4ac1a1a28fb4a08de9b9,RoSAS
01556105,702225.0,,0.0,0.0,0,0,F,20.0,221,221.0,Z001,Z6,200.0,24177,120.885,1,,2000,,5300032118.0,0.0,1,28,010502000,ST,,,a643ee407ce147cea042395fbb724a07,XGBOD
00360211,700020.0,5500007451.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,150.0,5687,37.913333333333334,1,E20,2100,,5300017670.0,0.0,1,56,140100000,ST,,,6efaff87b33a4352943097f2e116639a,"XGBOD, RoSAS"
27032221,2100.0,,0.0,0.0,0,0,F,41.0,211,211.0,,Z7,0.0,0,0,100,,2901,2901.0,5300548725.0,0.0,1,42,060100000,ST,,,517567dcf92b4f468529e805906a2183,XGBOD
00360312,701806.0,5500006843.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,640.0,2156,3.36875,100,E98,2000,,5300173952.0,0.0,2,13,140100000,ST,,,1a52d323ace548c6b6b26e3bcc0274ff,RoSAS
34063510,705427.0,,0.0,0.0,0,0,F,,203,203.0,Z010,Y5,15850.0,1510505,95.3,1,E13,2100,,5300073842.0,0.0,1,14,050100000,ST,,,2c7677312da64388a06b7990270834fd,XGBOD
96151082,2000.0,,0.0,0.0,0,0,F,40.0,999,999.0,Z012,EX,0.0,0,0,100,,3000,3000.0,5300529324.0,0.0,1,999,550100000,ST,,,012d5aa6081649c794f76fa36d5e2b7d,RoSAS
00393421,704232.0,4600004693.0,50.0,28.0,0,0,F,40.0,206,206.0,Z001,Z1,0.0,0,0,1,,2100,,5300063284.0,0.0,1,3,520300000,ST,,,bfffc7e4228b4b4c9007972d49e869a2,"XGBOD, RoSAS"
28010302,700348.0,,0.0,0.0,0,0,F,,999,999.0,Z001,Z1,0.0,0,0,1,,2100,,5300075591.0,0.0,1,42,060100000,ST,,,379f317c8f76435f8f92949f67a45f1a,RoSAS
00311349,2100.0,,0.0,0.0,0,0,F,41.0,202,202.0,Z003,Z9,0.0,0,0,1,,2800,2700.0,5300196984.0,0.0,1,63,030202000,ST,,,0ccaf8c1e4b44319bcd5123ae2bf17a4,XGBOD
00380678,708235.0,5500006092.0,10.0,14.0,14,42,F,,715,715.0,Z008,Y7,960.0,28676,29.870833333333334,100,E13,2000,,5300164412.0,0.0,1,42,080200000,ST,,,caafb322df404b26b9f4bbc6b98b6d3b,RoSAS
60113057,702686.0,5500007687.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y4,580.0,248571,428.57068965517243,1,E13,2100,,5300527948.0,0.0,1,84,080100000,ST,,,9dadaf7041be4e3fa5e663869c880af5,XGBOD
24621304,700020.0,5500004243.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,1180.0,28309,23.990677966101696,100,E20,2000,,5300087072.0,0.0,1,4,140400000,ST,,,aa074df0de3e4706bb5b3d764d8aa8e1,XGBOD
60049190,704239.0,,0.0,0.0,0,0,F,40.0,708,708.0,Z009,Y6,0.0,0,0,100,E13,2100,,5300470051.0,0.0,1,2,090200000,ST,,,9a5c3d9d4ffc41c6a1f8ea34127dfdeb,XGBOD
01242301,2000.0,,0.0,0.0,0,0,F,40.0,212,212.0,Z012,Y4,290.0,13139,45.30689655172414,100,E14,3000,3000.0,5300364584.0,0.0,1,999,100202000,ST,,,263c0602bcd346298ace0f1ec27b1e4d,RoSAS
00393417,704232.0,4600005965.0,10.0,28.0,0,0,F,,206,206.0,Z002,Z2,260.0,86703,333.4730769230769,1,,3000,,5300063280.0,0.0,1,28,520300000,ST,,,df1721bbb13f4ba886bb507a716b9cc2,"XGBOD, RoSAS"
24371300,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z003,Z9,80.0,33948,424.35,1,,2800,3000.0,5300245726.0,0.0,1,77,550100000,ST,,,e0c2c92bc168425aae06663527bf7fce,XGBOD
23885511,700020.0,5500001797.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,4530.0,8128,1.794260485651214,1,E20,2000,,5300075131.0,0.0,1,4,060200000,ST,,,6d318527541d44e5bdbaebd3e3e320df,XGBOD
60040143,3000.0,,0.0,0.0,0,0,F,42.0,231,231.0,Z012,Z1,50.0,84,1.68,100,,2000,,5300474974.0,0.0,1,56,100202000,ST,,,fa2dff36dcd14492a25548c1126fe872,RoSAS
35160751,700000.0,4600012274.0,20.0,42.0,0,0,F,,223,223.0,Z001,X2,730.0,134685,184.5,100,E20,2000,,5300156733.0,0.0,1,42,010502000,ST,,,d6e1a7c1f7104ec2aaa644d8be2403d5,"XGBOD, RoSAS"
60075452,701806.0,5500005911.0,10.0,49.0,49,70,F,,708,708.0,Z011,V4,69450.0,99249,1.4290712742980562,100,E98,2000,,5300455748.0,0.0,2,49,010500000,ST,,,2fa13bed7f7f4ecfb6df32b50dfc53f0,XGBOD
00370534,700020.0,5500001746.0,10.0,4.0,4,60,F,,708,708.0,Z011,X6,2130.0,17086,8.021596244131455,100,E20,2000,,5300004193.0,0.0,1,4,140100000,ST,,,a14e2a2a943144ed8311fb2ba4b4faa8,XGBOD
00200189,700020.0,5500005839.0,10.0,28.0,28,60,F,,708,708.0,Z011,X4,1180.0,5841,4.95,100,E20,2100,,5300173131.0,0.0,1,28,100400000,ST,,,b5c5b5485b7e4f13b067849a9c71ad5f,"XGBOD, RoSAS"
00230224,702565.0,5500000301.0,10.0,14.0,14,90,F,,206,206.0,Z003,Y2,86990.0,1096444,12.604253362455454,1,E15,2000,,5300005862.0,0.0,1,14,090400000,ST,,,90810909dc1848c9abbe6ffc8283c924,"XGBOD, RoSAS"
00360552,701806.0,5500002153.0,10.0,4.0,4,60,F,,708,708.0,Z008,V5,3170.0,2964,0.9350157728706625,100,E98,2000,,5300169859.0,0.0,2,4,140100000,ST,,,e15f2556af2f48b8bdb73d035b56f6a6,"XGBOD, RoSAS"
00347288,702686.0,5500007713.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y6,90.0,7231,80.34444444444445,100,E13,2000,,5300527549.0,0.0,1,84,080100000,ST,,,b85df0038d4b434e944d7e884395b4c4,XGBOD
04008055,706693.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Y2,0.0,0,0,100,E13,2000,,,,1,21,100202000,ST,,,9048a9d137f841f291a521589e9eb026,XGBOD
28182006UB,2100.0,,0.0,0.0,0,0,F,41.0,213,213.0,Z008,Z6,180.0,2213,12.294444444444444,1,,2000,2700.0,5300198884.0,0.0,1,3,010103000,ST,,,4a1fbdb611564b7cb1324bef5bd35843,XGBOD
00380869,708008.0,4600007746.0,10.0,14.0,0,0,F,,703,703.0,Z008,Y2,30.0,748,24.933333333333334,100,E11,2100,,5300126822.0,0.0,1,14,120000000,ST,,,ff6546c591a44c41bd998643ae8d1e27,XGBOD
34635600,715408.0,4600012925.0,10.0,56.0,0,0,F,,223,223.0,Z008,TB,0.0,0,0,1,,2800,,5300436317.0,0.0,1,56,010403000,ST,,,762d6c3dc70e4f358e6d7a16cb613679,"XGBOD, RoSAS"
00345229,708987.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z006,Z1,0.0,0,0,1,,2100,,5300151675.0,0.0,2,3,080100000,ST,,,d26c6b1ac4f74f38b93292bcf18ba297,XGBOD
35184100UB,704926.0,4600012419.0,10.0,42.0,0,0,F,30.0,223,223.0,Z001,Z1,0.0,0,0,1,,2100,,5300108980.0,3.0,1,42,010402000,ST,,,8d040728a00142279ac5eb1f3ec3e0c6,"XGBOD, RoSAS"
60010714,700020.0,5500004850.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,1320.0,33796,25.6030303030303,100,E20,3000,,5300360238.0,0.0,1,4,140400000,ST,,,9c5be92c67504baab11d94d39e4c8512,XGBOD
37211100,702225.0,5500006605.0,10.0,42.0,42,112,F,,213,213.0,Z008,Z1,860.0,18146,21.1,1,,2100,,5300190581.0,0.0,1,42,010401000,ST,,,85e8473a4d9d447385f178b720ff907d,"XGBOD, RoSAS"
00230098,702565.0,5500003019.0,10.0,14.0,14,90,F,,206,206.0,Z003,Y6,1680.0,24503,14.585119047619047,1,E15,3000,,5300005626.0,0.0,1,14,090400000,ST,,,40dd226eb4b94c45b34064f8d7b581b9,"XGBOD, RoSAS"
00230180,712009.0,5500003084.0,20.0,14.0,14,112,F,,715,715.0,Z008,Y9,600.0,15768,26.28,100,E13,3000,,5300194601.0,0.0,1,14,090400000,ST,,,9cb77e78e8304de38f3398aaef234d1e,XGBOD
60014916,701710.0,5500008498.0,10.0,14.0,14,50,F,,231,231.0,Z012,Z7,940.0,40983,43.59893617021277,100,,3000,,5300370287.0,0.0,1,42,100202000,ST,,,23d788013f5f40f1b3a2adce80ad2523,"XGBOD, RoSAS"
00370362,701806.0,,0.0,0.0,0,0,F,40.0,982,992.0,Z003,EX,0.0,0,0,100,,2100,,5300387762.0,0.0,1,2,140500000,ST,,,980ebfb380114edbafd7e3af69a037a8,"XGBOD, RoSAS"
00370443,700020.0,5500001730.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,163680.0,38874,0.2375,100,E20,2000,,5300003700.0,0.0,1,4,140100000,ST,,,5406dc7104ee46fe8eb447b7a6249dee,XGBOD
00360206,700020.0,5500002359.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,530.0,3909,7.375471698113207,1,E20,2100,,5300017639.0,0.0,1,4,140100000,ST,,,6bd4e043d4fa41b0a440416ebf405ceb,XGBOD
21316100,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z004,TB,90.0,528628,5873.644444444444,1,,2000,,5300175963.0,0.0,1,63,550100000,ST,,,cd046588682e4451bb197c3436f3e21e,XGBOD
60018010,700985.0,,0.0,0.0,0,0,F,,719,719.0,Z001,Y9,0.0,0,0,100,E13,2000,,5300370097.0,0.0,1,196,090100000,ST,,,7febadfb4c884874acfd9cf388557050,RoSAS
60062888,715408.0,4600011752.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0,1,,3000,,5300436734.0,3.0,1,56,010403000,ST,,,489b461f644f449196453456cddbfc0f,"XGBOD, RoSAS"
01565410,2000.0,,0.0,0.0,0,0,F,40.0,218,218.0,Z012,Z1,1320.0,292776,221.8,1,,3000,3000.0,5300223723.0,0.0,1,999,550100000,ST,,,436433bccd6347a0a56cf1e268053dbf,RoSAS
24041321,2000.0,,0.0,0.0,0,0,F,40.0,216,216.0,Z012,Z1,80.0,10657,133.2125,100,,3000,3000.0,5300241588.0,0.0,1,42,100202000,ST,,,6642e8ef8c0943b6a2ad080ebf06b7cf,RoSAS
00200179,700020.0,5500004799.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,17420.0,19193,1.1017795637198622,100,E20,2000,,5300189536.0,0.0,1,4,100202000,ST,,,82106cf07752433cb8d36f9daa82a563,XGBOD
04008334,701806.0,,0.0,0.0,0,0,F,,208,208.0,Z011,V4,400.0,3897,9.7425,100,E98,2000,,5300190554.0,0.0,2,21,071000000,ST,,,4a1a94dd8d5c4f79b3fe427bb3eae1af,XGBOD
32302200,719499.0,,0.0,0.0,0,0,F,,998,998.0,Z001,Z1,0.0,0,0,1,,2100,,5300548597.0,3.0,1,999,550100000,ST,,,dc0e7a79be454c39bcbb60bcac89ec04,RoSAS
00370083,701806.0,,0.0,0.0,0,0,F,40.0,208,208.0,Z011,V4,470.0,128,0.2723404255319149,100,E98,3000,,5300469095.0,0.0,2,30,140700000,ST,,,4b7654ec40a44eb4a0e0b8a90d4e225e,XGBOD
00100859,708551.0,5500007777.0,10.0,14.0,14,60,F,,708,708.0,Z010,Y6,660.0,7301,11.062121212121212,100,E14,3000,,5300142697.0,0.0,1,60,140000000,ST,,,c37638ed63294cfd9dc5285acb4e360d,XGBOD
60024590,702686.0,5500007621.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y6,990.0,59313,59.912121212121214,1,E13,2100,,5300407533.0,0.0,1,84,080600000,ST,,,8b2a8ce318f34a819eee16f0215ec2e3,XGBOD
00370233,700020.0,5500004171.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,3170.0,3741,1.1801261829652996,100,E20,2000,,5300002316.0,0.0,1,4,140700000,ST,,,8875358b9156424eac8fcafd6c1835af,XGBOD
586065,2000.0,,0.0,0.0,0,0,F,40.0,203,203.0,Z012,Z1,0.0,0,0,1,,3000,3000.0,5300294294.0,0.0,1,28,540300000,ST,,,67406781d4a54f8ea84a537c7f194e0e,RoSAS
00130401,704199.0,,0.0,0.0,0,0,F,40.0,998,998.0,Z003,Z5,0.0,0,0,1,,2100,,5300060592.0,0.0,1,3,070200000,ST,,,5fb2411a90d94ba494822b4a6e6cfd74,XGBOD
00360021,701806.0,5500000387.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,22810.0,17561,0.7698816308636562,100,E98,2000,,5300174076.0,0.0,2,4,140100000,ST,,,47a04ed7cdfd4807bc20838f7cc72cce,RoSAS
00401670,703555.0,,0.0,0.0,0,0,F,42.0,203,203.0,Z001,Z1,0.0,0,0,1,,2100,,5300020130.0,0.0,1,3,140700000,ST,,,76855d745e1d49598500f0b4f0388f78,RoSAS
00170122,2000.0,,0.0,0.0,0,0,F,40.0,206,206.0,Z003,Y4,940.0,36558,38.89148936170213,1,E12,2800,3000.0,5300180511.0,0.0,1,35,130403000,ST,,,7e4ccb64197f47f195c336c381717dac,XGBOD
00311369UB,701306.0,4600005180.0,10.0,42.0,0,0,F,41.0,202,202.0,Z001,Y3,0.0,0,0,1,E13,2000,,5300138666.0,0.0,1,46,030202000,ST,,,3b765170fc94419f9c6deeccb31dbe38,"XGBOD, RoSAS"
17310107,2000.0,,0.0,0.0,0,0,E,,999,999.0,Z004,EX,0.0,0,0,100,,3000,3000.0,5300329177.0,0.0,0,999,010201000,ST,,,74c4064c046f43888ab5649baba266a0,RoSAS
24774245,702225.0,,0.0,0.0,0,0,F,,216,216.0,Z001,Y6,2430.0,540517,222.4349794238683,100,E11,2000,,5300166053.0,3.0,1,56,010401000,ST,,,29cc1bc548ed482bb11b93e0a72f2ba5,RoSAS
00390466,2000.0,,0.0,0.0,0,0,F,40.0,206,206.0,Z003,Y4,0.0,0,0,100,E12,2800,2800.0,5300171060.0,0.0,1,35,530300000,ST,,,807bad359db8496fbf4a17eaec20ae72,XGBOD
00130380,717841.0,5500007968.0,10.0,14.0,14,60,F,,703,703.0,Z011,Y5,510.0,513058,1005.9960784313726,1,E11,2100,,5300503948.0,0.0,1,35,070200000,ST,,,45c2197511eb4e5eb1fcf50d40d0e93d,"XGBOD, RoSAS"
23073404,700020.0,5500004285.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,500.0,1559,3.118,1,E20,2100,,5300040765.0,0.0,1,4,140400000,ST,,,118939df50b24e6ab1f8636a33921198,XGBOD
00360371,700020.0,5500004824.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,3490.0,1276,0.3656160458452722,100,E20,3000,,5300019059.0,0.0,1,4,140100000,ST,,,c70aaba556a845fb8a5b91994e3ae3ee,XGBOD
60070815,3000.0,,0.0,0.0,0,0,F,42.0,203,203.0,Z012,Y9,230.0,2809,12.21304347826087,1,E11,2000,2000.0,5300497232.0,0.0,1,1,071000000,ST,,,f7331ef7b0e44d39874459acccd751ed,"XGBOD, RoSAS"
60053085,708868.0,,0.0,0.0,0,0,F,,216,216.0,Z001,Z1,6760.0,6008,0.8887573964497042,100,,2000,,5300469074.0,0.0,1,999,100202000,ST,,,88d478f2f86b4c08979022d398ef3e6c,RoSAS
04004454,3000.0,,0.0,0.0,0,0,F,42.0,206,206.0,Z012,Z1,0.0,0,0,1,,2000,2000.0,5300320427.0,0.0,1,1,080100000,ST,,,beaf7cf88b334bfe80a05335db7e16d7,RoSAS
00360015,701806.0,5500000911.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,2020.0,2217,1.0975247524752476,100,E98,2100,,5300173995.0,0.0,2,4,140100000,ST,,,6142cb1037a44bcbba3415acd0e8ae82,RoSAS
00310074,700020.0,5500001516.0,10.0,4.0,4,60,F,,708,708.0,Z011,X6,11780.0,107771,9.148641765704584,100,E20,2000,,5300018293.0,0.0,1,4,140100000,ST,,,f8d4c0a6387d4183857cd310f1381657,XGBOD
23056300,3000.0,,0.0,0.0,0,0,F,42.0,213,213.0,Z012,Z1,0.0,0,0,1,,2100,2000.0,5300529201.0,0.0,1,3,010501000,ST,,,e5edeee37ae24db5b7f3f9f42ced5af1,RoSAS
23830200UB,709741.0,5500003430.0,40.0,42.0,42,42,F,30.0,713,713.0,Z008,V9,0.0,0,0,1,E18,2100,,5300386018.0,0.0,1,42,010403000,ST,,,955579678db04b2ca4b1ffe0df850e56,"XGBOD, RoSAS"
00346572,703264.0,,0.0,0.0,0,0,F,,206,206.0,Z001,X1,0.0,0,0,1,,2100,,5300132868.0,0.0,1,140,080900000,ST,,,43d392dcbc454547bbea4933d2797c60,RoSAS
01246010,2000.0,,0.0,0.0,0,0,F,40.0,216,216.0,Z012,Z3,20.0,26681,1334.05,1,,3000,3000.0,5300222664.0,0.0,1,999,550100000,ST,,,305f70ac1e5c4673b7a4a94062c9ca8a,RoSAS
00311327,3000.0,,0.0,0.0,0,0,F,42.0,203,203.0,Z003,Z5,310.0,24598,79.34838709677419,100,,2100,2000.0,5300378257.0,0.0,1,182,030202000,ST,,,7743099b90154cc9b2742d6503be2243,RoSAS
00370118,701806.0,5500005648.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,8560.0,8238,0.9623831775700935,1000,E98,3000,,5300174224.0,0.0,2,14,140300000,ST,,,a10131a609f4489094e6e66218e746a5,"XGBOD, RoSAS"
00345366,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z009,Z0,90.0,144757,1608.411111111111,1,,2100,2100.0,5300210761.0,0.0,1,3,080400000,ST,,,eee2acf5246d4471be1fb3ccce5eda96,XGBOD
00190087,2000.0,,0.0,0.0,0,0,F,40.0,203,203.0,Z002,Y9,80.0,888,11.1,1,E11,2700,3000.0,5300203965.0,0.0,1,14,110500000,ST,,,42df44c08c724b19a82b435b8bdc1bbc,XGBOD
34216701,700348.0,4600012103.0,10.0,42.0,0,0,F,,233,233.0,Z011,Y2,810.0,38899,48.023456790123454,1,E12,3000,,5300080511.0,0.0,1,42,010301000,ST,,,56f9e6b9decc435d9ae22e29661d9092,"XGBOD, RoSAS"
00390972,2000.0,,0.0,0.0,0,0,F,40.0,208,208.0,Z008,Z2,0.0,0,0,1,,3000,3000.0,5300215465.0,0.0,1,14,540000000,ST,,,062e20abd969475a80da399c85110843,RoSAS
00300738UB,2100.0,,0.0,0.0,0,0,F,41.0,219,219.0,Z008,TB,0.0,0,0,1,,2901,2000.0,5300196947.0,0.0,10,140,130700000,ST,,,a77a1c160ae54341962d0ff70a78baf5,XGBOD
60008505,719499.0,,0.0,0.0,0,0,E,,260,999.0,,EX,0.0,0,0,1,,2100,,5300548574.0,3.0,0,999,550100000,ST,,,91b148fd095d44a2a8090ca873eb4274,"XGBOD, RoSAS"
00350089,700020.0,5500002311.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,4160.0,2037,0.4896634615384615,100,E20,2100,,5300015129.0,0.0,1,4,140200000,ST,,,a83ef204b11945f88981870b22bdf9d4,XGBOD
60084304,709166.0,4600012212.0,10.0,189.0,0,0,F,,233,233.0,Z001,Y2,0.0,0,0,1,E13,3000,,5300503826.0,0.0,1,189,110500000,ST,,,75673db164994a9b9f25838331f2a82f,RoSAS
00393350,705896.0,,0.0,0.0,0,0,F,,206,206.0,Z001,X1,4220.0,413771,98.05,1,,2100,,5300080179.0,0.0,1,30,530300000,ST,,,1a2631afbf714b4a9fb94df115acd889,RoSAS
34634200,704926.0,5500000062.0,20.0,42.0,42,42,F,,723,723.0,Z008,Z3,7960.0,2822305,354.5609296482412,1,,2000,,5300155528.0,0.0,1,42,010401000,ST,,,596a870205564779bcfe3b422ff6f14c,"XGBOD, RoSAS"
00370692,700020.0,5500007462.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,210670.0,100485,0.47697821237005744,100,E20,2000,,5300079370.0,0.0,1,112,140100000,ST,,,b15d7fc4a8ab423d9d6105e9b49a85d9,"XGBOD, RoSAS"
00310101,709032.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y2,20.0,445,22.25,1,E13,2000,,5300164376.0,3.0,15,84,110600000,ST,,,35d11064fe3145ae880601909ea8a61f,XGBOD
60084984,715200.0,,0.0,0.0,0,0,F,30.0,216,216.0,Z012,Z1,0.0,0,0,1,,3000,,5300550404.0,3.0,1,42,550100000,ST,,,7430a4bf70c343f4ab9f04d6a59a7b16,RoSAS
00170122,2000.0,,0.0,0.0,0,0,F,40.0,206,206.0,Z003,Y4,940.0,36558,38.89148936170213,1,E12,2800,2800.0,5300180511.0,0.0,1,35,130403000,ST,,,dd3469c2049f4be39fca05bd785bc695,XGBOD
34733200,715408.0,4600012887.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0,1,,2100,,5300436335.0,3.0,1,56,010403000,ST,,,13caeef588194350923a4be256646836,"XGBOD, RoSAS"
34060836,2100.0,,0.0,0.0,0,0,F,41.0,203,203.0,Z003,Y5,1790.0,845095,472.12011173184356,1,E11,2000,2000.0,5300199186.0,0.0,2,2,030201000,ST,,,5777230b3135430aa7c7eb78728f5bea,XGBOD
00370185,700020.0,5500001708.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,1910.0,774,0.40523560209424087,100,E20,2000,,5300001890.0,0.0,1,4,140100000,ST,,,26cd05c3b54c4b8896698cbbd1081232,XGBOD
00360148,700020.0,5500001599.0,10.0,4.0,4,60,F,,708,708.0,Z011,X6,24280.0,4199,0.17294069192751235,100,E20,2000,,5300017104.0,0.0,1,4,140100000,ST,,,220d1d25dad54f44b51faa54584edc7e,XGBOD
34071011,2100.0,,0.0,0.0,0,0,F,41.0,203,203.0,Z011,Y9,230.0,194235,844.5,1,E11,2700,2800.0,5300199242.0,0.0,1,14,030201000,ST,,,3c3bf468ca0d4ff7bf9666d9fec4310c,XGBOD
00360347,701806.0,5500000729.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,25850.0,36672,1.4186460348162475,100,E98,2000,,5300174068.0,0.0,2,4,140100000,ST,,,48576ae7fd10462788ef34e3438f29b1,RoSAS
00360488,700020.0,5500002513.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,200.0,756,3.78,1,E20,2000,,5300019787.0,0.0,1,4,140100000,ST,,,ffb552929e9b4a0781b0245f0de6237f,XGBOD
60042317,715408.0,4600012547.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0,1,,2700,,5300436673.0,3.0,1,42,010403000,ST,,,fe846266979e4ad89efbe79565998512,"XGBOD, RoSAS"
00347014,711970.0,5500004641.0,10.0,14.0,14,84,F,,715,715.0,Z001,Y5,44060.0,29458595,668.6017930095325,1,E13,2000,,5300194026.0,0.0,1,84,080400000,ST,,,d7ad0f433f4c495db2f3b466e0ffdc5a,XGBOD
37012101,702855.0,,0.0,0.0,0,0,F,,203,203.0,Z010,Y5,3500.0,1767469,504.99114285714285,1,E13,2100,,5300196249.0,0.0,2,210,030201000,ST,,,79e9cc281bfc472ba3b2f6a31410747a,XGBOD
60086213,715408.0,4600011885.0,90.0,56.0,0,0,F,,219,219.0,Z001,Z1,10.0,555025,55502.5,1,,2000,,5300469777.0,0.0,1,56,010403000,ST,,,558942e729f94e74b92d1e22b287d367,"XGBOD, RoSAS"
60107665,700537.0,5500008065.0,10.0,42.0,42,112,F,,203,203.0,Z001,Y5,1410.0,2144388,1520.8425531914893,1,E13,2000,,5300534043.0,0.0,1,112,070800000,ST,,,32130c1cd91f42939f6df6360a196d26,"XGBOD, RoSAS"
