Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,outlier_features,uuid,algorithm
60120819,712675.0,4600012781.0,10.0,56.0,0,0,F,,232,232.0,Z001,Z1,0.0,0,0,100,,2100,,5300542146.0,0.0,1,999,050400000,ST,,,b5ab9df88cc14b7f9f62447241992ca9,"XGBOD, RoSAS"
23905500UB,711636.0,,0.0,0.0,0,0,F,30.0,211,211.0,Z002,Y3,0.0,0,0,1,E14,2000,,5300188523.0,3.0,1,42,010401000,ST,,,13bd1a4263b447308be65b808ab112ab,XGBOD
00360275,701806.0,5500006838.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,2260.0,3539,1.565929203539823,100,E98,2000,,5300171874.0,0.0,2,14,140100000,ST,,,1109001595b2441ca62c97c518f09463,RoSAS
01565501,702669.0,,0.0,0.0,0,0,F,,218,218.0,Z001,Z1,260.0,261354,1005.2076923076924,1,,2000,,5300145443.0,0.0,1,21,060200000,ST,,,9c47f06a25eb46ac83b85704bd30296f,RoSAS
24034506,702750.0,,0.0,0.0,0,0,F,,212,212.0,Z001,Y9,0.0,0,0,100,E15,2100,,5300144061.0,0.0,1,90,010102000,ST,,,52c17fe335e842ce8c018394e0538352,RoSAS
00370482,701806.0,5500002918.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,2690.0,7761,2.8851301115241634,100,E98,2000,,5300381295.0,0.0,2,4,140200000,ST,,,a311a90521e3439f89d9be54ff782289,RoSAS
95184432UB,2000.0,,0.0,0.0,0,0,F,40.0,218,218.0,Z012,Z1,0.0,0,0,1,,3000,3000.0,5300312542.0,0.0,1,999,010401000,ST,,,688720e9c4c84e52a0748236f947ee13,RoSAS
60014197,1900.0,,0.0,0.0,0,0,F,,272,272.0,Z012,FX,200.0,521018,2605.09,1,,3000,,5300371223.0,0.0,1,70,00,ST,,,098be64994f54c0abe9c2e9e7fdafa67,"XGBOD, RoSAS"
33327103,703572.0,,0.0,0.0,0,0,F,30.0,215,215.0,Z002,Z2,0.0,0,0,1,,2000,,5300044891.0,3.0,1,56,080300000,ST,,,8ffe8041c4ef4b46b2dc9870576e33d9,XGBOD
00370101,700020.0,5500001698.0,10.0,4.0,4,60,F,,708,708.0,Z011,X6,2710.0,24182,8.923247232472324,100,E20,2000,,5300020641.0,0.0,1,4,100202000,ST,,,d09eaf0f8f3b479cbce7dc05747fbcbc,XGBOD
00370662,701806.0,5500008207.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,17850.0,4353,0.24386554621848738,100,E98,2100,,5300382111.0,0.0,2,14,140300000,ST,,,b15b6216810749109ab8eef1f9e314fa,RoSAS
00370881,701806.0,5500002599.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,42430.0,11668,0.2749941079424935,100,E98,2100,,5300379096.0,0.0,2,4,140100000,ST,,,d1a991264ed443fba8dc871289426af9,RoSAS
00110932,2000.0,,0.0,0.0,0,0,F,40.0,203,203.0,Z009,Y2,0.0,0,0,1,E13,2100,2100.0,5300201582.0,0.0,1,2,070700000,ST,,,231dec49b1d346f4add29ed5038aab60,XGBOD
01240603,2000.0,,0.0,0.0,0,0,F,40.0,212,212.0,Z012,Y4,620.0,5981,9.646774193548387,100,E14,3000,3000.0,5300364559.0,0.0,1,56,100202000,ST,,,4d7b48fe15774214bca34bc40e156a52,RoSAS
04007326,718689.0,,0.0,0.0,0,0,F,,233,233.0,Z008,Y3,0.0,0,0,1,E13,2100,,,,1,28,110200000,ST,,,aaaca0ca2eaf4b18830e065312e4c8e3,XGBOD
00360759,701806.0,5500003574.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,3470.0,8865,2.5547550432276656,100,E98,2100,,5300390799.0,0.0,2,4,140100000,ST,,,eb0e61883757470583184e2200dc27af,RoSAS
24241400,700000.0,4600012854.0,30.0,42.0,0,0,F,,223,223.0,Z001,X2,640.0,565658,883.840625,1,E20,2000,,5300031234.0,0.0,1,28,010401000,ST,,,78f4b544becf4a51b4070fe1c14f0b6a,"XGBOD, RoSAS"
21316900UB,700000.0,4600012640.0,10.0,42.0,0,0,F,,223,223.0,Z001,V3,0.0,0,0,1,E19,2100,,5300163642.0,0.0,1,14,010401000,ST,,,55a6a8999bac4ba99eb7c0b9c1d92af1,RoSAS
60070285,702686.0,5500007682.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y5,180.0,154555,858.6388888888889,1,E13,2100,,5300450366.0,0.0,1,84,080100000,ST,,,ad604685cfbf4b48be57b0fee7700948,XGBOD
33332600,700000.0,4600012657.0,20.0,42.0,0,0,F,,223,223.0,Z001,V3,0.0,0,0,1,E19,2100,,5300387099.0,0.0,1,42,550100000,ST,,,06787228e2104c278d71993f6de79e7b,"XGBOD, RoSAS"
60086862,706472.0,,0.0,0.0,0,0,F,,996,998.0,Z012,Z1,0.0,0,0,1,,3000,,,,1,999,580600000,ST,,,3836a3fafb804500ad3c3f30da4da3f4,XGBOD
04007584,701668.0,,0.0,0.0,0,0,F,,270,270.0,Z012,Z7,100.0,7338,73.38,1,,3000,,5300190216.0,0.0,1,56,00,ST,,,e7027547fd094e12aca5977a75674ad4,"XGBOD, RoSAS"
60115847,700020.0,5500007807.0,10.0,4.0,4,49,F,,208,208.0,Z011,Z1,11950.0,276045,23.1,100,,2000,,5300533542.0,0.0,1,21,00,ST,,,800301870c4b4f12b561f8656f81aade,"XGBOD, RoSAS"
24342300,702225.0,5500006560.0,10.0,42.0,42,98,F,,213,213.0,Z004,TB,0.0,0,0,1,,2100,,5300109540.0,0.0,1,42,550100000,ST,,,ea3570c5d9ca4782ab0940bcd0e2c70f,"XGBOD, RoSAS"
00360227,700020.0,5500001614.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,2740.0,1445,0.5273722627737226,100,E20,2000,,5300017805.0,0.0,1,4,140100000,ST,,,96fa5c691b3e453c83a349f85a95bfea,XGBOD
00190013,700020.0,5500002291.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,75990.0,8283,0.109001184366364,100,E20,2100,,5300000685.0,0.0,1,4,140700000,ST,,,6df6c07ab1614c96bf130b4cb4fcc7fc,XGBOD
00360216,701806.0,5500000723.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,5550.0,1105,0.1990990990990991,100,E98,2000,,5300173991.0,0.0,2,4,140100000,ST,,,e7cde5ff013d48ddaded4aca6bf56ac8,RoSAS
01240602,2000.0,,0.0,0.0,0,0,F,40.0,212,212.0,Z012,Y4,310.0,6533,21.074193548387097,100,E14,3000,3000.0,5300364558.0,0.0,1,56,100202000,ST,,,a9cdfbf4e53b41d0b661ebcac9f82f64,RoSAS
23481303,3000.0,,0.0,0.0,0,0,F,42.0,233,233.0,Z011,Y4,210.0,42157,200.74761904761905,1,E13,2000,2000.0,5300428428.0,0.0,1,42,060100000,ST,,,19ed398c571741ca981afc7f2008e3bf,RoSAS
31101802,716130.0,4600012197.0,10.0,21.0,0,0,F,,233,233.0,Z010,Y9,330.0,39418,119.44848484848485,1,E15,2000,,5300496827.0,0.0,1,56,070800000,ST,,,9a3aa2f811504339a22ad075679654e5,XGBOD
00370423,700020.0,5500002334.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,3450.0,40381,11.70463768115942,100,E20,2100,,5300003625.0,0.0,1,4,140300000,ST,,,669b5fb1e4ce48fbb79b18bf677e6dad,XGBOD
24596810,700020.0,5500002471.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,17600.0,11088,0.63,100,E20,2000,,5300123714.0,0.0,1,4,140700000,ST,,,5e9f3cdae7f5453699fa7fbccfca9e5a,XGBOD
60049427,704926.0,5500005312.0,10.0,42.0,42,42,F,30.0,723,723.0,Z005,Z3,0.0,0,0,1,,2100,,5300425875.0,3.0,1,42,010403000,ST,,,a85df08a300f4babab2ae644d7a286df,"XGBOD, RoSAS"
00311084,3000.0,,0.0,0.0,0,0,F,42.0,208,208.0,Z008,Z2,520.0,462,0.8884615384615384,100,,2000,2000.0,5300413488.0,0.0,1,1,140100000,ST,,,b14a10c6a52d41e08bbbe1dc3318287d,RoSAS
00341535,1900.0,,0.0,0.0,0,0,F,,719,719.0,Z001,Z1,0.0,0,0,1,,2000,,5300122827.0,0.0,1,5,080300000,ST,,,f99a5d7797dd44b7a39f71131d0697da,RoSAS
60045875,700585.0,4600011380.0,10.0,84.0,0,0,F,,203,203.0,Z010,Y5,20.0,0,0.0,1,E14,3000,,5300409343.0,0.0,1,84,040100000,ST,,,56c9a8be38dc49a5a796a04bc81dccbd,XGBOD
95194213,2000.0,,0.0,0.0,0,0,F,40.0,216,216.0,Z012,Z1,0.0,0,0,1,,3000,3000.0,5300314084.0,0.0,1,999,010301010,ST,,,e646472dea63415b8b366c719b6bee7d,RoSAS
27035030,2100.0,,0.0,0.0,0,0,F,41.0,992,992.0,,Z7,0.0,0,0,100,,2901,3000.0,5300405377.0,0.0,1,42,060100000,ST,,,13b4daf5d8e443728c9cc8a53f4c90a5,"XGBOD, RoSAS"
00320005UB,703563.0,,0.0,0.0,0,0,F,,203,203.0,Z001,Z1,5030.0,1646322,327.3005964214712,1,,2000,,5300073360.0,0.0,0,84,030203000,ST,,,f35a7edf62534532a9274d60847d54d3,XGBOD
23932602,2000.0,,0.0,0.0,0,0,F,40.0,266,998.0,Z004,EX,0.0,0,0,1,,2700,3000.0,5300240252.0,0.0,0,5,010102000,ST,,,2e7ec581a1ec47b49a9205d10e2a6a00,RoSAS
60107276,715408.0,4600012139.0,50.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,30.0,1814694,60489.8,1,,3000,,5300523286.0,3.0,1,56,010403000,ST,,,d57e4d9e2c4044618fea08ef0cddd7f3,"XGBOD, RoSAS"
00360016,700020.0,5500001565.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,80.0,107,1.3375,100,E20,2000,,5300015675.0,0.0,1,4,140100000,ST,,,0d5d38bc1f404027bd11f52c36470667,XGBOD
34252001,702795.0,4600012742.0,20.0,140.0,0,0,F,,233,233.0,Z011,Y9,8160.0,40243,4.931740196078431,1,E13,2100,,5300051457.0,0.0,1,140,060100000,ST,,,a230b9f64e194a9b8c9f4d5a660393b1,"XGBOD, RoSAS"
00370770,701806.0,5500006896.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,3480.0,993,0.2853448275862069,100,E98,3000,,5300184619.0,0.0,2,14,140100000,ST,,,a2e0c781edf64ef08193458e5da75cda,RoSAS
00360047,701806.0,5500000544.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,1560.0,2946,1.8884615384615384,100,E98,2100,,5300174056.0,0.0,2,4,140100000,ST,,,1af4585e6bb244abbb823c364da5aad2,RoSAS
05029610,701348.0,,0.0,0.0,0,0,F,,206,206.0,Z001,X1,0.0,0,0,1,,2100,,5300157898.0,0.0,1,98,070100000,ST,,,739d8c3c4e524692b8e0419db20d3235,RoSAS
60025180,701165.0,4600012561.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y6,10480.0,737792,70.4,100,E13,2000,,5300376482.0,0.0,1,196,060100000,ST,,,4f1f24a343394626abdd5e46e7c257fb,"XGBOD, RoSAS"
00360217,700020.0,5500002080.0,10.0,4.0,4,60,F,,708,708.0,Z011,X6,47590.0,163628,3.43828535406598,100,E20,2100,,5300017719.0,0.0,1,4,140100000,ST,,,08ffc5afb8fd4bc8940adb70ef90e3a6,XGBOD
60010389,709741.0,5500008547.0,10.0,42.0,42,42,F,,713,713.0,Z008,X5,110.0,113726,1033.8727272727272,1,E20,2100,,5300530896.0,0.0,1,42,010401000,ST,,,c793d15667df4ab8b8819d24ed03dfb8,RoSAS
01260300UB,708618.0,5500001828.0,20.0,14.0,14,70,F,,213,213.0,Z004,TB,20.0,306572,15328.6,1,,2000,,5300176792.0,0.0,1,63,010404000,ST,,,9880539571d8451f943b814bdebbd21b,"XGBOD, RoSAS"
04008419,718689.0,,0.0,0.0,0,0,F,,272,272.0,Z012,Z1,50.0,182095,3641.9,1,,3000,,,,1,49,110300000,ST,,,45dcc837531748cd95c709a7ec412803,XGBOD
60047914,702686.0,5500007834.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y4,20.0,20731,1036.55,1,E13,2100,,5300413813.0,0.0,1,84,080100000,ST,,,d9ad26d1725d4dc8bb320065543b021d,XGBOD
95195419,2000.0,,0.0,0.0,0,0,F,40.0,218,218.0,Z012,Z1,0.0,0,0,100,,3000,3000.0,5300314459.0,0.0,1,999,100202000,ST,,,03d077827d0e4eb0a6bda4804f096386,RoSAS
00360421,701806.0,5500000636.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,1720.0,3414,1.9848837209302326,100,E98,2100,,5300174171.0,0.0,2,4,140100000,ST,,,1ccf5b4aebe5498cbf2dd11cab54f9e9,RoSAS
00230129,702565.0,5500000288.0,10.0,14.0,14,90,F,,206,206.0,Z003,Y6,2620.0,8675,3.3110687022900764,1,E15,2000,,5300005737.0,0.0,1,14,090400000,ST,,,1296c49401684c348b5c0e5e861ed7de,"XGBOD, RoSAS"
60087881,2000.0,,0.0,0.0,0,0,F,70.0,206,206.0,Z003,Z7,0.0,0,0,100,,2800,2700.0,5300536623.0,0.0,1,30,120000000,ST,,,c19682f511e446eb9f95ef79f9e02323,"XGBOD, RoSAS"
60052846,703002.0,,0.0,0.0,0,0,F,30.0,719,719.0,Z001,Z1,0.0,0,0,1,,2000,,5300417314.0,3.0,1,70,110600000,ST,,,6ba33e9d01ad4bcd88ec7ce6ee4f67ab,"XGBOD, RoSAS"
00345317,708987.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z012,Y2,0.0,0,0,1,E13,2000,,5300151701.0,0.0,1,1,080100000,ST,,,0e722b42c8d94ea6b3dc912c5cda5e14,"XGBOD, RoSAS"
34560500UB,704926.0,4600007770.0,10.0,14.0,0,0,F,30.0,223,223.0,Z001,Z6,0.0,0,0,1,,2000,,5300151113.0,3.0,1,14,010403000,ST,,,836e60546f2a424fbe144283a9a3c547,"XGBOD, RoSAS"
37232600UB,704926.0,5500005292.0,10.0,42.0,42,42,F,,723,723.0,Z005,Z1,0.0,0,0,1,,2100,,5300196797.0,0.0,1,42,010401000,ST,,,483b6e7651cc4ea1acd711df50ac4b39,RoSAS
00290293UB,2000.0,,0.0,0.0,0,0,F,40.0,212,212.0,Z012,Z1,0.0,0,0,1,,3000,3000.0,5300207151.0,0.0,1,999,130700000,ST,,,ae16c2c242ca4bd6bb663c799fcfae7b,RoSAS
04005198,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z7,0.0,0,0,1,,2000,,,,1,45,130000000,ST,,,609ac9a0fff9454288a23c5a0d72e746,XGBOD
60051895,702686.0,5500007725.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y6,90.0,36381,404.23333333333335,1,E13,2100,,5300417388.0,0.0,1,84,080100000,ST,,,6f85e96466054bcca2a211e7deb6e109,XGBOD
00200264,702324.0,5500002556.0,20.0,14.0,14,154,F,,708,708.0,Z008,Y9,19050.0,842007,44.19984251968504,100,E14,2000,,5300143094.0,0.0,1,14,110300000,ST,,,cc593a3ef957477aa8bae052f59f7799,XGBOD
60085012,715200.0,,0.0,0.0,0,0,F,30.0,216,216.0,Z012,Z4,0.0,0,0,1,,3000,,5300550402.0,3.0,1,35,550100000,ST,,,227f1abbee344013abdf8e64b2df30c3,RoSAS
24110700,702225.0,,0.0,0.0,0,0,F,,713,713.0,Z004,TB,0.0,0,0,1,,2000,,5300077503.0,3.0,1,63,550100000,ST,,,a7dc3b0520f24428926e9ff601930487,"XGBOD, RoSAS"
60092637,715200.0,,0.0,0.0,0,0,F,,216,216.0,Z001,Z1,0.0,0,0,1,,2100,,5300535758.0,3.0,1,999,550100000,ST,,,bca0f6e3cd0f46029fea160f936b35f2,RoSAS
00230004,702565.0,5500003010.0,10.0,14.0,14,90,F,,206,206.0,Z003,Y6,1910.0,3204,1.6774869109947643,1,E15,3000,,5300004998.0,0.0,1,14,090400000,ST,,,f54d71736ad04729ab63a56ec48d6c09,"XGBOD, RoSAS"
00360313,700020.0,5500001633.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,1610.0,11485,7.133540372670807,100,E20,2000,,5300018503.0,0.0,1,4,140100000,ST,,,afdec82e46004313be38f7e471793626,XGBOD
00311214,702855.0,,0.0,0.0,0,0,F,,203,203.0,Z010,Y5,20620.0,4930805,239.1273035887488,1,E13,2000,,5300119844.0,0.0,1,14,030203000,ST,,,1c6f2f77f0234d9e97ef36a4a99a637b,XGBOD
95143092,715408.0,4600012328.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0,1,,2100,,5300436203.0,3.0,1,56,010402000,ST,,,1328924b2bc746f1b06514114606f427,"XGBOD, RoSAS"
60041210,708094.0,,0.0,0.0,0,0,F,,216,216.0,Z001,Z1,1050.0,472984,450.4609523809524,1,,2000,,5300393730.0,0.0,1,99,010501000,ST,,,63234a64be2e42c6af7668533a64d35c,RoSAS
60073855,708038.0,5500008198.0,10.0,14.0,14,84,F,,715,715.0,,Y6,100.0,70565,705.65,1,E11,2100,,5300456294.0,0.0,1,84,080100000,ST,,,d0f3186e2d8645dc96ff2d046b0d0272,"XGBOD, RoSAS"
60008198,708868.0,,0.0,0.0,0,0,E,50.0,259,999.0,,EX,0.0,0,0,100,,2100,,5300383002.0,0.0,0,999,100202000,ST,,,231521f01c2c4b5896b6f39eeb711d88,"XGBOD, RoSAS"
35120703,702795.0,4600012338.0,10.0,140.0,0,0,F,,233,233.0,Z011,Y9,3530.0,128256,36.33314447592068,1,E13,2000,,5300072818.0,0.0,1,84,060000000,ST,,,968733c31800433ea59bb069bcf38a8f,"XGBOD, RoSAS"
00100180,708551.0,5500003726.0,10.0,14.0,14,60,F,,708,708.0,Z010,Y5,3570.0,112187,31.424929971988796,1,E14,2000,,5300149383.0,0.0,1,60,070300000,ST,,,e70cf5b1b742402c90cc8e505f5e4f31,XGBOD
23707500UB,700000.0,,0.0,0.0,0,0,F,,723,723.0,Z001,V3,0.0,0,0,1,E19,2100,,5300166300.0,3.0,1,42,010401000,ST,,,4c8e071f39af4bd69d42724b1a53f3ef,RoSAS
00360552,701806.0,5500005470.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,1180.0,10853,9.197457627118643,100,E98,3000,,5300169859.0,0.0,2,4,140100000,ST,,,1414a7cae696435d9611ec429a0d40d4,RoSAS
00200233,700985.0,4600011847.0,10.0,56.0,0,0,F,40.0,203,203.0,Z005,Y2,140.0,858,6.128571428571429,100,E13,3000,,5300079458.0,0.0,1,63,100400000,ST,,,3d34f71121a841e7bca37c86b279a70d,"XGBOD, RoSAS"
01558202,711636.0,,0.0,0.0,0,0,F,20.0,711,711.0,Z002,Y3,270.0,52078,192.88148148148147,1,E14,2000,,5300362527.0,0.0,1,28,010502000,ST,,,e534efa67b7f431a839628c45d91d315,XGBOD
34151207,702795.0,4600011799.0,10.0,42.0,0,0,F,,233,233.0,Z011,Y4,1500.0,88503,59.002,1,E15,2100,,5300465268.0,0.0,1,84,060100000,ST,,,b9542fd155964946a37bf968e5c86fb1,"XGBOD, RoSAS"
28287400,700235.0,,0.0,0.0,0,0,F,,262,999.0,Z001,Z1,0.0,0,0,1,,2100,,5300112714.0,3.0,1,56,010403000,ST,,,b5cde47a7e484e598b2c8cfbe9a6a275,"XGBOD, RoSAS"
00170125,2000.0,,0.0,0.0,0,0,F,40.0,206,206.0,Z003,Y4,250.0,65866,263.464,1,E12,2800,2700.0,5300180514.0,0.0,1,35,130403000,ST,,,bfafafc55c1f43349d74fd4bec588154,XGBOD
00100859,708551.0,5500005232.0,10.0,14.0,14,60,F,,708,708.0,Z010,Y6,500.0,5387,10.774,100,E11,2100,,5300142697.0,0.0,1,60,140000000,ST,,,8899f769350d4a418c4b81e2d866df02,XGBOD
60040143,3000.0,,0.0,0.0,0,0,F,42.0,231,231.0,Z001,Z1,0.0,0,0,100,,2100,,5300474974.0,0.0,1,56,100202000,ST,,,8ae3e53153b046919d3182dc0ce934c6,RoSAS
00170065,700585.0,5500007090.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,3540.0,14158,3.9994350282485875,1,E14,2000,,5300016236.0,0.0,1,14,140700000,ST,,,c5ebdedf6ba14e73a16b01a59ebbbc74,XGBOD
01244130,2000.0,,0.0,0.0,0,0,F,40.0,212,212.0,Z012,Z1,0.0,0,0,100,,3000,3000.0,5300222653.0,0.0,1,999,100202000,ST,,,85c179b07b0e487b98c54e0174b45e5d,RoSAS
04002303,706860.0,4600009838.0,10.0,5.0,0,0,F,,707,707.0,Z001,Z2,0.0,0,0,1,,2100,,5300106488.0,0.0,1,5,050500000,ST,,,6015de41fc82470f8a847971f4a50f6d,XGBOD
33332601,700000.0,,0.0,0.0,0,0,F,,223,223.0,Z001,V3,0.0,0,0,1,E19,2100,,5300453482.0,3.0,1,42,550100000,ST,,,aa2543bbde7b41148ac095d507f4c24f,RoSAS
34689100,715408.0,4600012547.0,10.0,56.0,0,0,F,,223,223.0,Z004,Z3,0.0,0,0,1,,2700,,5300436331.0,0.0,1,56,010403000,ST,,,772140de22b54fcfbb86c7930c3f13aa,"XGBOD, RoSAS"
34251700UB,700000.0,,0.0,0.0,0,0,F,30.0,723,723.0,Z001,V3,0.0,0,0,1,E19,2100,,5300061543.0,3.0,1,42,010401000,ST,,,5662c4799712473f8a8b8fe96e252877,RoSAS
00240010,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z012,Z5,0.0,0,0,1,,2000,2000.0,5300528982.0,0.0,1,1,090100000,ST,,,498d02a94411441582465ce32e8db101,RoSAS
00370680,700020.0,5500007522.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,4000.0,125,0.03125,100,E20,2100,,5300077110.0,0.0,1,12,140100000,ST,,,d8b7f06266f442328ad51c394538b95b,"XGBOD, RoSAS"
00190228,2100.0,,0.0,0.0,0,0,F,41.0,203,203.0,Z011,Z4,70.0,3185,45.5,1,,2000,2700.0,5300196920.0,0.0,2,3,140700000,ST,,,bcc8cdad15464b769b99a778a8fc5e3c,XGBOD
23497107,2000.0,,0.0,0.0,0,0,F,72.0,211,211.0,Z012,Y3,0.0,0,0,100,E14,3000,3000.0,5300234410.0,0.0,1,21,010102000,ST,,,c8802278ffd841b7a7beb5d52bb15ced,RoSAS
00345050,711970.0,,0.0,0.0,0,0,F,,215,215.0,Z001,Y2,0.0,0,0,1,E13,2100,,,,1,84,080100000,ST,,,46596be2425e474ab0c7fa57c41fa6c0,XGBOD
01240745,701710.0,5500004463.0,20.0,14.0,14,42,F,,731,731.0,Z008,Y5,7580.0,415823,54.85791556728232,100,E14,2000,,5300171850.0,0.0,1,14,100202000,ST,,,74a5a88b266346b0b42de67fb3727de2,RoSAS
34063520,716255.0,4600012672.0,10.0,56.0,0,0,F,,233,233.0,Z011,Y9,9300.0,553675,59.534946236559136,100,E13,2100,,5300466673.0,0.0,1,42,060100000,ST,,,5177b7ba144440b586128ca67fc4e031,"XGBOD, RoSAS"
60075951,709741.0,5500008829.0,10.0,42.0,42,42,F,,713,713.0,Z008,X5,0.0,0,0,1,E20,2000,,5300530885.0,0.0,1,42,010401000,ST,,,9c15fc5c88464583ab33b8de062a766b,RoSAS
31125303,2000.0,,0.0,0.0,0,0,F,41.0,992,992.0,Z003,Z6,660.0,18341,27.78939393939394,1,,2000,,,,2,2,010102000,ST,,,6fdea64b5e404710979b9da89004d985,"XGBOD, RoSAS"
00341062,2000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z006,Y4,0.0,0,0,1,E11,2100,3000.0,5300210320.0,0.0,10,3,080400000,ST,,,5a3955017f0f4fbe99fc5a6cc5a23965,"XGBOD, RoSAS"
24147010,702225.0,,0.0,0.0,0,0,F,40.0,213,213.0,Z008,Z1,0.0,0,0,1,,2100,,5300168984.0,3.0,1,56,040100000,ST,,,7e92c6fdd04c4ceeb5a45ce0a583657a,XGBOD
00310894,2100.0,,0.0,0.0,0,0,F,41.0,203,203.0,Z012,Y5,11760.0,684407,58.19787414965987,1,E11,3000,2000.0,5300196957.0,0.0,1,56,030202000,ST,,,d3492795b5124400a39507e90115d01f,XGBOD
24589700,702225.0,5500006565.0,10.0,42.0,42,98,F,,713,713.0,Z004,TB,290.0,793106,2734.848275862069,1,,2000,,5300125681.0,0.0,1,42,550100000,ST,,,ea0a4325ceae422dae477ae36d999c38,"XGBOD, RoSAS"
00310658,702324.0,4600012339.0,10.0,315.0,0,0,F,,208,208.0,Z008,Y9,5010.0,612737,122.30279441117764,1,E14,3000,,5300361826.0,0.0,1,14,090300000,ST,,,810d2791b25c485096b06d8dfc19da31,"XGBOD, RoSAS"
00350058,701806.0,5500000627.0,10.0,4.0,4,60,F,,708,708.0,Z008,V5,274250.0,71769,0.2616918869644485,100,E98,2100,,5300174161.0,0.0,2,4,140200000,ST,,,2552f87b5ba143e9b9ccb74dd7c7ae45,"XGBOD, RoSAS"
00345250,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z001,Y6,2530.0,4573228,1807.6,1,E15,3000,3000.0,5300180671.0,0.0,1,180,080400000,ST,,,7c8759c9e3df461f86aeba581d0c2285,XGBOD
95130074,2000.0,,0.0,0.0,0,0,F,40.0,203,203.0,Z012,Y9,390.0,1052,2.6974358974358976,100,E13,3000,2100.0,5300304854.0,0.0,1,168,040100000,ST,,,1e9b6ddcc6e445c98214b58d6ce899d8,XGBOD
60060638,715521.0,,0.0,0.0,0,0,F,,275,275.0,Z012,Z1,70.0,315,4.5,1,,3000,,,,1,56,080100000,ST,,,1bc31eb063034e9dbaf83b5221cb8968,"XGBOD, RoSAS"
00370417,700020.0,5500007431.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,4160.0,5101,1.226201923076923,100,E20,2100,,5300141846.0,0.0,1,14,140200000,ST,,,765cdcbfaac14539b38e56208eaeae4b,"XGBOD, RoSAS"
00131210,706085.0,5500005474.0,10.0,28.0,28,56,F,,203,203.0,Z011,Y5,4170.0,3296385,790.5,1,E13,2100,,5300184927.0,0.0,1,28,070200000,ST,,,9b086b8d8a1e46a2aba200752f5d5e7b,"XGBOD, RoSAS"
29150803,2100.0,,0.0,0.0,0,0,F,41.0,233,233.0,Z003,U0,60.0,1688,28.133333333333333,1,,2800,2800.0,5300523905.0,0.0,1,49,060100000,ST,,,e6dd4650671540c09a43ac05ee8f5c90,XGBOD
00190332,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z003,Z6,1550.0,2388,1.5406451612903225,100,,2100,2100.0,5300181064.0,0.0,1,3,100202000,ST,,,a9804d44a8304b8cb349958590425ff5,XGBOD
00370288,701806.0,5500006872.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,2450.0,16545,6.753061224489796,100,E98,3000,,5300190081.0,0.0,2,14,140100000,ST,,,5909efda2ba5435d9c40af87075f1d6d,RoSAS
60092301,704926.0,5500006174.0,10.0,42.0,42,42,F,30.0,232,232.0,Z001,Z3,90.0,1421766,15797.4,1,,2100,,5300494365.0,3.0,1,42,010403000,ST,,,2bd27d6545344d8295cb56995c887f99,"XGBOD, RoSAS"
00130742,2100.0,,0.0,0.0,0,0,F,41.0,233,233.0,Z002,Z6,160.0,100228,626.425,1,,2000,2000.0,5300520744.0,0.0,1,21,060200000,ST,,,71c15524d3db4db6abd4c1a36049d8d0,XGBOD
