Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,uuid,algorithm,correct
00311069,701306.0,4600011944.0,10.0,28.0,0,0,F,,202,202.0,Z001,Y9,119470.0,37072879,310.31119946430067,1,E13,3000,,5300005368.0,0.0,1,182,30202000,ST,fba2b68a68a344c989e7ce1c44fd7aa6,"ECOD, kNN, COPOD, IForest",1
60083164,709890.0,4600012563.0,10.0,28.0,0,0,F,30.0,202,202.0,Z011,Y9,39210.0,2777441,70.83501657740372,100,E13,2100,,5300496226.0,3.0,1,112,50400000,ST,ba3895fca9ed486e888bb263e9688646,"ECOD, COPOD, IForest",1
60083162,709890.0,4600012563.0,20.0,28.0,0,0,F,30.0,202,202.0,Z011,Y9,29100.0,2061995,70.85893470790379,100,E13,2100,,5300496225.0,3.0,1,112,50400000,ST,475258bf3e5c4ec59a26bd972f2ae30d,"ECOD, COPOD",1
60021995,709890.0,4600011061.0,10.0,112.0,0,0,F,30.0,202,202.0,Z011,Y9,0.0,0,0.0,100,E13,2100,,5300384942.0,3.0,1,112,50400000,ST,2ff9b6902f384b0399a4e754448a939b,IForest,1
60017476,701318.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z001,Y9,50.0,1153525,23070.5,1,E13,2100,,5300367575.0,3.0,1,42,10403000,ST,442a665089ca49158f0e801902ca5863,kNN,1
34639500,701318.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z001,Y9,40.0,947436,23685.9,1,E13,2100,,5300067309.0,3.0,1,42,10403000,ST,4b01e2495a5a4524aaeb5be039d8e0a6,kNN,1
60045265,701318.0,,0.0,0.0,0,0,F,30.0,202,202.0,Z001,Y9,120.0,2169372,18078.1,1,E13,2100,,5300443918.0,3.0,1,42,10403000,ST,dff1615744ac44668eadbf9e93cb5e85,kNN,1
60079109,709890.0,4600012023.0,30.0,112.0,0,0,F,30.0,202,202.0,Z011,Y9,44270.0,3157425,71.32200135531963,100,E13,3000,,5300466908.0,3.0,1,112,50400000,ST,bcbaa50de05240f080c5ed2b7b1e27d6,"ECOD, COPOD",1
60079111,3000.0,,,,0,0,F,42.0,202,202.0,Z011,Y9,30380.0,2151481,70.81899275839368,100,E13,2100,3000.0,53xxxxxxxxxx,0.0,1,3,50400000,ST,229a50a9a72a4c9996be64d66d9b1772,"ECOD, COPOD, IForest",1
60021997,709890.0,4600011305.0,20.0,112.0,0,0,F,30.0,202,202.0,Z011,Y9,0.0,0,0.0,100,E13,2100,,5300384943.0,3.0,1,112,50400000,ST,1eb99648440c43fa888e7324c7fa4e1a,"ECOD, COPOD",1
00311565,701306.0,4600012020.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,6200.0,1490693,240.43435483870968,1,E13,3000,,5300387812.0,0.0,1,182,30202000,ST,59bf621725c94fe380bf37cb21d9a0f7,kNN,1
34063505UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,20620.0,1961506,95.12638215324928,1,E15,2000,,5300464563.0,0.0,1,105,40100000,ST,253a78eba9004b2ead2e639a60a0db8b,kNN,1
34071501UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,9460.0,2967746,313.71522198731503,1,E15,2000,,5300464573.0,0.0,1,105,40100000,ST,d20208acbbbc4d9683b0da582ef8923d,kNN,1
00311357,701306.0,4600012540.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,3040.0,2080733,684.4516447368421,1,E13,2000,,5300387807.0,0.0,1,182,30202000,ST,a0f61d0312544e98a4e0683fd2d6762f,kNN,1
60034761,701306.0,4600011998.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,15500.0,5755486,371.3216774193549,1,E13,3000,,5300419936.0,0.0,1,182,30202000,ST,7148be5de8554c69ba900974d4842b9b,kNN,1
00311349,701306.0,4600010834.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,15680.0,13207068,842.2875,1,E13,3000,,5300387805.0,0.0,1,182,30202000,ST,24ab8c12e87a4b5391a14805abbae683,kNN,1
34071551UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,9580.0,2998053,312.94916492693113,1,E15,2000,,5300464574.0,0.0,1,105,40100000,ST,87d08aa23a6d4e3c94244da11d3aca3d,kNN,1
00311408,701306.0,,0.0,0.0,0,0,F,,202,202.0,Z001,Y9,51000.0,21319237,418.0242549019608,1,E13,3000,,5300387809.0,0.0,1,160,30202000,ST,6abd5a6abea84b8baf1c426331469df4,kNN,1
60028842,701306.0,4600011191.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,2120.0,1037401,489.3400943396226,1,E13,2100,,5300427271.0,0.0,1,182,30202000,ST,e01c5f3029db4e9489deb10b1f216d0c,kNN,1
34063503UB,709868.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,2080.0,942629,453.1870192307693,1,E13,2000,,5300169169.0,0.0,1,105,40100000,ST,c080ab11b0cd4e95aa3e576737014b68,kNN,1
23104001,701165.0,4600012409.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y5,8880.0,952322,107.24346846846846,1,E13,2000,,5300093019.0,0.0,1,196,60100000,ST,1c1fb0bf44d844cd88b8ce6ab9765a87,kNN,1
00311349,701306.0,4600010834.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,2490.0,2113162,848.659437751004,1,E13,2100,,5300387805.0,0.0,1,182,30202000,ST,772d1b54dfcb412e9b4595ea57a7d3c7,kNN,1
60021564,700074.0,4600012860.0,20.0,28.0,0,0,F,,202,202.0,Z001,Y5,19300.0,4328156,224.25678756476685,1,E12,2100,,5300373590.0,0.0,1,154,40100000,ST,416d5adcaaa4427e9f17038d74993970,"ECOD, kNN, COPOD",1
00311578,701306.0,4600011191.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,3950.0,1977682,500.67898734177214,1,E13,2100,,5300192134.0,0.0,1,182,30202000,ST,b6fa780902654e82815651d0b596211f,kNN,1
34069401UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,12960.0,4176708,322.27685185185186,1,E15,2000,,5300464523.0,0.0,1,105,40100000,ST,7ec8c9f0af764a7685c9294d10c5d610,kNN,1
34071201UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,3290.0,1218262,370.2924012158055,1,E15,2000,,5300464572.0,0.0,1,105,40100000,ST,865047c59fc540bf8bca9359cdb03b7b,kNN,1
00311349,701306.0,4600010834.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,3490.0,2945293,843.9234957020058,1,E13,2000,,5300387805.0,0.0,1,182,30202000,ST,abf0d2005c77499182ce7c691a059e13,kNN,1
34063502UB,709868.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,15830.0,2859306,180.6257738471257,1,E15,2000,,5300169164.0,0.0,1,105,40100000,ST,3c02675805104ada8cdedce7b975bfcb,kNN,1
34069711UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,8920.0,2355057,264.01984304932733,1,E15,2000,,5300464532.0,0.0,1,105,40100000,ST,002c8b80c7934411a287d9f993059051,kNN,1
60063162,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,11450.0,2071305,180.9,1,E15,2000,,5300464593.0,0.0,1,105,40100000,ST,aefe5977ac2d4b1991279f0726353bf2,kNN,1
60021310,709223.0,,0.0,0.0,0,0,F,,202,202.0,Z010,Z3,2080.0,1361984,654.8,1,,2100,,5300387134.0,0.0,1,105,40200000,ST,899ae43093cc414caf1f708aa80792cd,kNN,1
23246101,701165.0,4600012284.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y5,86360.0,5777481,66.89996526169523,1,E13,2000,,5300022034.0,0.0,1,196,60100000,ST,d18378606b324761b6591b9253dc25b4,"ECOD, kNN, COPOD",1
00311408,701306.0,,0.0,0.0,0,0,F,,202,202.0,Z001,Y9,13120.0,5268319,401.5487042682927,1,E13,2100,,5300387809.0,0.0,1,160,30202000,ST,f7777ecde40d4b64b0f604d09130d763,kNN,1
34063504UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,8010.0,1729386,215.9033707865169,1,E15,2000,,5300464562.0,0.0,1,105,40100000,ST,f53e39d64f4b4a9495edf24ca15d141c,kNN,1
60075812,707587.0,,0.0,0.0,0,0,F,,202,202.0,Z010,Z3,5400.0,1130971,209.43907407407409,1,,2100,,5300457674.0,0.0,1,168,40100000,ST,34ccee67f5724672aa3fcd7b61362ef9,kNN,1
00311357,701306.0,4600012540.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,38530.0,2631994,68.31025175188165,1,E13,3000,,5300387807.0,0.0,1,182,30202000,ST,750459425b7b45f493943463e57b09fe,kNN,1
60063164,716508.0,4600012881.0,10.0,80.0,0,0,F,,202,202.0,Z011,Y5,10630.0,1671155,157.21119473189088,1,E13,2100,,5300470818.0,0.0,1,170,40400000,ST,2df006f6e4624e218a77cf5f11fff0f9,"kNN, IForest",1
34071101UB,700074.0,4600011025.0,10.0,28.0,0,0,F,,202,202.0,Z010,Z1,5400.0,1423179,263.5516666666667,1,,2000,,5300150443.0,0.0,1,168,40400000,ST,8ba8a2acaf3b4a9298ce1734e44262b4,kNN,1
60028842,701306.0,4600012128.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,9740.0,4781785,490.9430184804928,1,E13,3000,,5300427271.0,0.0,1,182,30202000,ST,5bbde5a262a34e0fb9ac1309a3a4c174,kNN,1
00311578,701306.0,4600011191.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y5,15350.0,7682551,500.4919218241042,1,E13,3000,,5300192134.0,0.0,1,182,30202000,ST,51a7ee9afe32406499ece179408ff48d,kNN,1
34063502UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,15830.0,2859306,180.6257738471257,1,E15,2000,,5300464560.0,0.0,1,105,40100000,ST,2557c80cba6f4d019e628fa085f3c37b,kNN,1
60034846,701306.0,4600012130.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y5,7340.0,2277261,310.25354223433243,1,E13,3000,,5300507501.0,0.0,1,182,30202000,ST,94c35d9f92614949b0de59b4b5af4c93,kNN,1
21270013UB,709223.0,,0.0,0.0,0,0,F,,202,202.0,Z010,Z3,320.0,2120032,6625.1,1,,2000,,5300195122.0,0.0,1,98,40200000,ST,96a40c58564a4e5f9108efbf82cec146,kNN,1
00311069,701306.0,4600011944.0,10.0,28.0,0,0,F,,202,202.0,Z001,Y9,119470.0,37072879,310.31119946430067,1,E13,3000,,5300005368.0,0.0,1,182,30202000,ST,146931fe2e39418db8413d13f3c6b2d8,"ECOD, kNN, COPOD",1
60063164,701165.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y5,10630.0,1671155,157.21119473189088,1,E13,2100,,5300458428.0,0.0,1,170,40400000,ST,d68cdb15f4cc48868fb4d672386342a1,kNN,1
00311357,701306.0,4600012540.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,2020.0,1380059,683.1975247524753,1,E13,2100,,5300387807.0,0.0,1,182,30202000,ST,c5dec3def040404fa594797eed253cfc,kNN,1
60021501,700074.0,4600012860.0,10.0,28.0,0,0,F,,202,202.0,Z001,Y5,9260.0,2102286,227.02872570194384,1,E12,2100,,5300373591.0,0.0,1,28,40100000,ST,46ed9b504a174dcda8c019d0de6f0ca5,kNN,1
00130996,701165.0,4600012377.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y5,8480.0,1017338,119.9691037735849,1,E13,2100,,5300084738.0,0.0,1,196,30100000,ST,15dd34a68450434f8ac1ccee77a4149d,ECOD,1
23010202,701165.0,4600012706.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y5,221160.0,5593229,25.290418701392657,1,E13,2100,,5300038317.0,0.0,1,196,60100000,ST,83b3d0549e7a4c19bcd864b4dabd8b18,"ECOD, kNN, COPOD",1
34063506UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,30080.0,2874877,95.57436835106382,1,E15,2000,,5300464564.0,0.0,1,105,40100000,ST,3d5df0bf8128479faa882becd165f5c0,kNN,1
60034846,701306.0,4600012130.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,3610.0,913696,253.10138504155125,1,E13,2000,,5300507501.0,0.0,1,182,30202000,ST,2bb39e92003a41c58891275eed2c7562,kNN,1
00311358,701306.0,4600012030.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,20330.0,1014408,49.89709788489916,1,E13,3000,,5300387808.0,0.0,1,182,30202000,ST,d5e94b36aca04b0284bef875986cbc67,kNN,1
24155501,701165.0,4600012675.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y6,14390.0,652559,45.34808895066018,1,E13,2000,,5300030661.0,0.0,1,196,40400000,ST,bf2401178a6947b093f65636cbe23024,"ECOD, COPOD",1
24146504UB,701165.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y3,11630.0,1140903,98.1,1,E13,2000,,5300148824.0,0.0,1,196,40400000,ST,dd89d462e9e44fdba40b7fa9216e946f,kNN,1
95183401UB,707587.0,,0.0,0.0,0,0,F,,202,202.0,Z010,Z3,9810.0,4101495,418.0932721712538,1,,2100,,5300162165.0,0.0,1,140,40100000,ST,878ea40f98c54a8a9415e7da17541c61,kNN,1
34069811UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,12050.0,3181564,264.03020746887967,1,E15,2000,,5300464533.0,0.0,1,105,40100000,ST,5d9f34ff05964235855e0ae7a8eacf1d,kNN,1
00311350,701306.0,4600012633.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y5,3830.0,1189156,310.4845953002611,1,E13,3000,,5300387806.0,0.0,1,182,30202000,ST,79129269ed72459a958e186f9dcea7c4,kNN,1
24041571,701306.0,4600012507.0,10.0,42.0,0,0,F,,202,202.0,Z001,Y9,5420.0,1833843,338.34741697416973,1,E13,3000,,5300425304.0,0.0,1,182,30202000,ST,9e88c7ac9c634b3b87132425bf4a1f9c,kNN,1
34060806UB,716090.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y2,4780.0,2585024,540.8,1,E15,2000,,5300464554.0,0.0,1,105,40100000,ST,a49a082eb09140e1b5d1a1808520698f,kNN,1
95183401UB,714198.0,,0.0,0.0,0,0,F,,202,202.0,Z010,Z3,9810.0,4101495,418.0932721712538,1,,2100,,5300411197.0,0.0,1,140,40100000,ST,87a8ca9cf775426b8c27664765b7242f,kNN,1
34071801UB,700074.0,4600012301.0,10.0,28.0,0,0,F,,202,202.0,Z005,Z2,7030.0,1313356,186.82162162162163,1,,2000,,5300150444.0,0.0,1,200,40400000,ST,5b8c45c5d087476eb0004619153e793f,kNN,1
60034843,701306.0,4600012562.0,10.0,42.0,0,0,F,,202,202.0,Z003,Y2,7550.0,2996429,396.8780132450331,1,E13,2000,,5300499791.0,0.0,1,182,30202000,ST,66ecccecc7f14d0ab253a80f08460a48,"ECOD, kNN",1
34063501UB,709868.0,,0.0,0.0,0,0,F,,202,202.0,Z011,Y9,10830.0,4607301,425.4202216066482,1,E13,2000,,5300169163.0,0.0,1,105,40100000,ST,d98fb1e0692e4a97b1579d64b387e86c,kNN,1
31010104,701165.0,4600012165.0,40.0,28.0,0,0,F,,202,202.0,Z011,Y6,2000.0,21037,10.5185,1,E13,2000,,5300039253.0,0.0,1,196,40400000,ST,c13ab1e0a57940158924b8f72644bcd7,COPOD,1
60040124,709574.0,4600012513.0,10.0,112.0,0,0,F,,215,215.0,Z001,Z3,6310.0,11928214,1890.3667194928685,1,,2000,,5300406806.0,0.0,1,112,80400000,ST,22c55d9670014d99a56a2645877fd1b5,kNN,1
60045019,2000.0,,0.0,0.0,0,0,F,,215,215.0,Z012,Z1,0.0,0,0.0,1,,3000,,,,1,3,80100000,ST,d7a5bca2b7d5400caf62bc4014573969,kNN,1
00345091,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,Y6,1210.0,2752967,2275.179338842975,1,E13,3000,2100.0,5300210603.0,0.0,1,105,80300000,ST,a15531995a3e47baae36ccd7ee52c652,kNN,1
04005887,702686.0,,0.0,0.0,0,0,F,,215,215.0,Z003,Y4,50.0,1625,32.5,1,E13,3000,,,,1,112,80100000,ST,f522358f135e42fd9a832f2f7e51c167,kNN,1
00341324,715521.0,,0.0,0.0,0,0,F,,215,215.0,Z001,Y3,0.0,0,0.0,1,E13,3000,,,,1,70,80300000,ST,ba89f25e617f4d0f87513db9f56ed73b,kNN,1
00346478,708235.0,5500000849.0,20.0,14.0,14,42,F,,715,715.0,Z008,Y7,650.0,81319,125.10615384615384,1,E13,2100,,5300137072.0,0.0,1,42,80200000,ST,a97d6a5b48454d55a3ec3c21bb715a94,"ECOD, COPOD",1
00346328,702686.0,5500001956.0,20.0,28.0,28,112,F,,715,715.0,Z003,Y6,230.0,109938,477.9913043478261,1,E13,2100,,5300095666.0,0.0,1,84,80100000,ST,987a72a2aa394b97be22ea9519d70b05,"ECOD, COPOD",1
00347356,702686.0,5500007866.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y6,130.0,11934,91.8,100,E13,2000,,5300527566.0,0.0,1,84,80100000,ST,e0cb3cb7c83f4ebc865d3d8937f46ca4,"ECOD, COPOD",1
60034123,700985.0,4600012271.0,10.0,56.0,0,0,F,,208,208.0,Z011,Y9,23330.0,2390205,102.4519931418774,1,E13,2000,,5300385152.0,0.0,1,56,90100000,ST,e3888c6affaf40d98dc91661bab0f93a,"kNN, IForest",1
00160086,701806.0,5500007411.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,570.0,421,0.7385964912280701,100,E98,2100,,5300174052.0,0.0,2,60,140700000,ST,576612caaf454e1a97a3078b7eedfc77,IForest,1
95110360,718056.0,,0.0,0.0,0,0,F,,208,208.0,Z012,Z2,5680.0,2406733,423.7205985915493,1,,3000,,5300544652.0,0.0,1,360,90100000,ST,3f27a5bb453e4a3c88dbacc00baaea14,kNN,1
00240180,700985.0,4600012272.0,10.0,42.0,0,0,F,,208,208.0,Z011,Y9,21960.0,141419,6.439845173041895,1,E13,2000,,5300010225.0,0.0,1,42,90100000,ST,3a368b563cbc4fb985c57a64d705c2d7,IForest,1
60119499,703002.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,17260.0,6244749,361.8046929316338,1,,2000,,5300538122.0,0.0,1,62,0,ST,41565f33a622423e9f9cca93d2705908,kNN,1
24592702,709909.0,,0.0,0.0,0,0,F,,215,215.0,Z001,Z1,70.0,991203,14160.042857142857,1,,2000,,5300170153.0,0.0,1,85,100202000,ST,9908c0129d3f4ac7b70d1d47defb0f73,kNN,1
00346124,703531.0,,0.0,0.0,0,0,F,,215,215.0,Z009,Y6,49260.0,30415818,617.4546894031669,1,E15,3000,,5300079357.0,0.0,1,98,80400000,ST,3befd2480ea942d6a05bbe3d331f17ad,kNN,1
00345240,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,Y2,1050.0,1659489,1580.4657142857145,1,E13,3000,3000.0,5300210690.0,0.0,1,3,80100000,ST,14da56f34f6648e1a6ebfff0db8ca64c,kNN,1
60045015,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,Z1,0.0,0,0.0,1,,3000,,,,1,3,80100000,ST,62d273cc21fd48a58de0da8c221320ca,kNN,1
00341363,700808.0,4600012164.0,10.0,365.0,0,0,F,30.0,215,215.0,Z001,X1,5170.0,12440054,2406.2,1,,2000,,5300113375.0,0.0,1,365,80800000,ST,6678c4aeafeb48f798a0acf770edbe01,"ECOD, kNN, COPOD",1
00347015,702282.0,,0.0,0.0,0,0,F,30.0,215,215.0,Z001,Z3,11490.0,14038482,1221.8,1,,2000,,5300427444.0,3.0,1,5,80800000,ST,ab8abd3799194501ab0cb0a1b52c30a1,kNN,1
24246310,700415.0,,0.0,0.0,0,0,F,30.0,215,215.0,Z001,Z3,580.0,1576788,2718.6,1,,2000,,5300139638.0,3.0,1,84,550100000,ST,0d7961f284eb461aab72ebfeb3fda5b7,kNN,1
24141200,700415.0,,0.0,0.0,0,0,F,30.0,215,215.0,Z001,Z3,10510.0,3404189,323.9,1,,3000,,5300123048.0,0.0,1,84,550100000,ST,85e7d34828d94b2ca5a3bc602c0a00fe,kNN,1
00345069,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z003,Y2,0.0,0,0.0,1,E13,2100,,,,1,3,80300000,ST,698fc6c095e3438bb98ca58e82a099ba,kNN,1
00345229,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,Y5,12230.0,6840199,559.2967293540474,1,E13,3000,3000.0,5300180662.0,0.0,1,3,80100000,ST,a36de4755de24d2b81f015fa7994d090,kNN,1
04005887,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z003,Y6,0.0,0,0.0,1,E13,2100,,,,1,3,80100000,ST,8bc3a37ca3184a30b76b4f7abc90d048,kNN,1
00341661,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z001,Y4,0.0,0,0.0,1,E13,2100,,,,1,3,80300000,ST,4b2ffb5d4b664328aabb0a178e202e91,kNN,1
00341216,704793.0,,0.0,0.0,0,0,F,,215,215.0,Z001,Z1,100.0,1402399,14023.99,1,,2100,,5300070573.0,0.0,1,350,80300000,ST,d95fb53c4f4d4e3ba8ef997455ac05e1,kNN,1
00347596,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z001,Y2,0.0,0,0.0,1,E13,2100,,,,1,3,80300000,ST,c25f72bd31024bf2af54394049b7ffbc,kNN,1
00340616UB,700808.0,4600007559.0,10.0,140.0,0,0,F,40.0,215,215.0,Z001,Z0,0.0,0,0.0,1,,2100,,5300010654.0,3.0,1,3,80800000,ST,564a6424641046e5b60e6b2642508848,IForest,1
00265196,700223.0,4600012545.0,10.0,70.0,0,0,F,,208,208.0,Z011,Y2,300.0,106,0.3533333333333333,100,E13,3000,,5300171572.0,0.0,1,70,90300000,ST,48c759bae4744953889a537f312aeb23,IForest,1
00240231,2000.0,,0.0,0.0,0,0,F,,208,208.0,Z008,Z3,11650.0,4545625,390.1824034334764,1,,3000,3000.0,5300205378.0,0.0,1,360,90100000,ST,cde27689b5174ec989b09e706394ff4a,kNN,1
04008055,706693.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,100,,2100,,,,1,3,100202000,ST,ee7fa0e032b84c07a517e842216fa320,kNN,1
60027654,2000.0,,,14.0,14,42,F,40.0,708,708.0,Z010,Y6,1100.0,94105,85.55,100,E11,2100,,5300380387.0,0.0,1,60,70300000,ST,8f4a3d3c8c774393b48faae39273a2ef,IForest,1
00360446,2000.0,,,4.0,4,60,F,40.0,708,708.0,Z011,X4,520.0,8229,15.825,1,E20,3000,,5300019601.0,0.0,1,42,140100000,ST,f8f94ffb53354d76a59f55af2256d657,IForest,1
00200196,2000.0,,,4.0,4,60,F,40.0,708,708.0,Z011,X4,240.0,124,0.5166666666666667,100,E20,3000,,5300383846.0,0.0,1,28,100202000,ST,9bbd4a784b3b433a973844af98e7757d,IForest,1
00341261,2000.0,,,4.0,4,60,F,40.0,708,708.0,Z011,V5,1380.0,19661,14.247101449275362,100,E98,3000,,5300408072.0,3.0,2,70,80600000,ST,3679fb0de5544ebabb6646e3a877e98f,"ECOD, COPOD, IForest",1
00370913,2000.0,,,4.0,4,60,F,40.0,708,708.0,Z011,X4,1320.0,781,0.5916666666666667,100,E20,3000,,5300176958.0,0.0,1,126,140100000,ST,19315a2f15ac4037bdae53e6fa0bef47,IForest,1
00341261,2000.0,,,4.0,4,60,F,40.0,708,708.0,Z011,V5,1380.0,19661,14.247101449275362,100,E98,3000,,5300408072.0,0.0,2,70,80600000,ST,fa3f7f84d56e4999b18ab53cdcec5d1b,"ECOD, COPOD, IForest",1
00310954,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,6640.0,1646056,247.9,1,E11,3000,,5300004821.0,3.0,1,104,110600000,ST,c55030e7a0f646e1aacc1d23eca3cf11,kNN,1
00311580,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,12080.0,2925776,242.2,1,E11,2100,,5300358288.0,3.0,1,84,110600000,ST,13780e5b6fe4446f86f620c2a320cabf,"kNN, IForest",1
60022091,2000.0,,0.0,0.0,0,0,F,40.0,208,208.0,Z008,Z2,0.0,0,0.0,100,,3000,,,,1,56,140100000,ST,21c8219a669b4bf5b04b0a7dd2db357f,kNN,1
00311580,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,12080.0,2925776,242.2,1,E11,2100,,5300358288.0,0.0,1,84,110600000,ST,7f22cc55d8144a69a218f964aa5bfc58,kNN,1
00311211,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,6590.0,1472206,223.4,1,E11,3000,,5300093836.0,3.0,1,84,110600000,ST,4a8ccb4f9f1b40ab9c693b16ae51579b,kNN,1
00310954,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,6640.0,1646056,247.9,1,E11,3000,,5300004821.0,0.0,1,104,110600000,ST,153c5d57c1f14b6baac907eef678a408,kNN,1
00311211,703002.0,,0.0,0.0,0,0,F,30.0,208,208.0,Z001,Y9,6590.0,1472206,223.4,1,E11,3000,,5300093836.0,0.0,1,84,110600000,ST,54d7f051ed104e9a84823f4f6e56c512,kNN,1
23014502,701806.0,5500006908.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,1870.0,11712,6.2631016042780745,100,E98,2000,,5300186471.0,0.0,2,4,60100000,ST,288f403afe814afcb15450a8ac3f5c11,"IForest, ECOD, COPOD",1
24047006,701806.0,5500008593.0,10.0,4.0,4,60,F,,208,208.0,Z011,V4,8160.0,120794,14.803186274509804,100,E98,2100,,5300195404.0,0.0,2,4,60100000,ST,f7f9c9e2a3e2447e8972adb37600f763,"ECOD, COPOD",1
00200193,700020.0,5500007459.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,40.0,237,5.925,1,E20,2100,,5300173133.0,0.0,1,4,100202000,ST,f8af5082448c45a38efcef7ad55b4231,IForest,1
60024729,707032.0,5500009070.0,10.0,30.0,30,180,F,,208,208.0,Z008,Z2,460.0,637921,1386.7847826086957,1,,2000,,5300378762.0,0.0,1,180,90100000,ST,f88e96288d26498785d0c014dd8693b4,"IForest, ECOD",1
00360414,701806.0,5500008261.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,3910.0,5718,1.4624040920716113,100,E98,2800,,5300358384.0,0.0,2,4,140100000,ST,48ddeb92d9bf4996892ec8aea6eeae56,"IForest, ECOD, COPOD",1
04005198,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,9ac24d5e9f854e3b9402c27d7f8d37fe,kNN,1
04005258,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,140700000,ST,95b488b3647645bb81b74494a9896e4e,kNN,1
04005266,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,ccad4309d1ee401f86e848c4e37e0bc7,kNN,1
04005264,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,140100000,ST,8e02b0ef4b9142889d1c8e46ab05d0a5,kNN,1
