Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,uuid,algorithm,correct
04005199,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,96fcb85a2504454b88d6d89eb55cad28,kNN,1
04005206,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,e82303647e014793b6b6da915e2269f8,kNN,1
04005210,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,6d4dc5c4d7434cbd8507afc1185bd243,kNN,1
04005209,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,d2fed52cc21f48909d5b485fca213282,kNN,1
04005260,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,e0d83f4142974cf4af78f88e10649755,kNN,1
04005196,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,07357ba51a8a42ce821f03eb32bdd2ff,kNN,1
04005257,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,e4bef59c096e4c3c976e4cca6c91620e,kNN,1
04005193,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,140700000,ST,c6f5f08ea1a8452f9e592a320554a653,kNN,1
04005265,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,90300000,ST,cf1c2e5245f740ea8ac58c2d323fae95,kNN,1
04005191,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,a0655df6893a46a289dacee689e78868,kNN,1
04005267,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,140000000,ST,f2091098a8cd48fc8093f1f6a00f453a,kNN,1
04005190,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,b29c62b87d77444db5abe4013352d05e,kNN,1
04005231,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,140100000,ST,444939d6dc384636905002d7e8c234f9,kNN,1
04005234,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,7c33c6f78f1c43008e8050e613625661,kNN,1
04005262,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,2c69b1c1b98f4fc287f1d418c341f2c9,kNN,1
04005270,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,0d8863b686384db0a9bfe6de07bd522c,kNN,1
04005214,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,cf76dda95c894ddca5304529ca7b6014,kNN,1
04005202,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,3c3de6a104624e308921ddf32b88e231,kNN,1
04005235,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,9098a8dd37404d16bc4c10413b5fefb6,kNN,1
04005197,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,5f0b79062af148488f8f62915d3aec7d,kNN,1
04005263,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,37599072eb0e4633a70eb4e880f105a2,kNN,1
04005194,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,f594de8373dd4e279bcd25ecfa77c761,kNN,1
04005216,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,e874da78348d49f292e74e6e549c0fa9,kNN,1
04005189,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,e21908fd319d41328f127a6ce512c659,kNN,1
04005227,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,35431909778f430fbd25a388a3d02f9a,kNN,1
04005268,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,140100000,ST,f386fef1e30944f8937d1997dc0457e5,kNN,1
04005255,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,303595df9a2b4b588ab288369e7f8089,kNN,1
04005228,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,b9b8abb8a0e34a46b791a929cde12f08,kNN,1
04005212,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,02eeec8c0b244c3bafe60761a22ad8e7,kNN,1
04005211,706943.0,,0.0,0.0,0,0,F,,208,208.0,Z001,Z1,0.0,0,0.0,1000,,2100,,,,1,999,130000000,ST,623c9849a08349f7a688cb12b6b655b9,kNN,1
00350113,701806.0,5500006805.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,3990.0,2095,0.525062656641604,1000,E98,3000,,5300174071.0,0.0,2,4,140200000,ST,a0de421c1a1d46f6be9733542f11bcf6,"IForest, ECOD, COPOD",1
00370060,700020.0,5500004821.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,6290.0,8256,1.3125596184419714,100,E20,3000,,5300020424.0,0.0,1,4,140700000,ST,cbb3a0f10f6c4ecba33521a35a19c066,IForest,1
00270365,709310.0,5500000195.0,20.0,21.0,21,91,F,,708,708.0,Z011,Y9,103460.0,4054037,39.18458341387976,1,E13,2000,,5300156989.0,0.0,1,7,90300000,ST,e2ba307624874cec93a4f7adbe16e9f0,"kNN, IForest, ECOD, COPOD",1
00200162,700020.0,5500004833.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,190.0,935,4.921052631578948,100,E20,3000,,5300383855.0,0.0,1,21,530104000,ST,6d61af3be8b1402da92b417d1c38bef4,IForest,1
00270366,709310.0,5500000194.0,20.0,21.0,21,91,F,,708,708.0,Z011,Y2,4780.0,211257,44.19602510460251,1,E13,2000,,5300156990.0,0.0,1,21,90300000,ST,d505597168454ecab14cc466af67d7d3,"IForest, ECOD, COPOD",1
60036556,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,Z1,30.0,7899,263.3,1,,3000,,,,1,3,80100000,ST,f9d94fd2e0614ba98297e19984c2ead7,kNN,1
00346032,3000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y2,30.0,61741,2058.0333333333333,1,E13,2100,,,,1,3,80100000,ST,212ed32d933c4df6b7b275f21e0f8308,kNN,1
00341661,715521.0,,0.0,0.0,0,0,F,,215,215.0,Z001,Y3,0.0,0,461,1,E13,2000,,5300448626,0.0,1,140,80300000,ST,ca572f62054e4b57ade9749ba9448617,kNN,1
00345192,,,0.0,0.0,0,0,F,,215,215.0,Z001,Y2,0.0,0,0.0,1,E13,2100,,,,1,84,80900000,ST,295a58a0eaf444c3993c4ec60c142786,kNN,1
00346300,715691.0,4600012956.0,10.0,98.0,0,0,F,,215,215.0,Z001,Y5,8390.0,2594492,309.2362336114422,1,E11,2000,,5300454578.0,0.0,1,98,80400000,ST,5325c9196a2147fa9dfaebfe283748ff,kNN,1
00346525,715521.0,,0.0,0.0,0,0,F,,215,215.0,Z001,Y4,0.0,0,0.0,1,E13,2100,,,,1,42,80300000,ST,30956adb532543c590c9c614b6e5684a,kNN,1
60034277,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,Z1,540.0,1072668,1986.4222222222224,1,,3000,3000.0,5300504092.0,0.0,1,3,80300000,ST,4cafed484f964b64883eeafd8bc4e84a,kNN,1
00345265,711970.0,5500002135.0,20.0,150.0,150,150,F,,715,715.0,Z001,Y5,4240.0,1782099,420.3063679245283,1,E13,2000,,5300193915.0,0.0,1,84,80100000,ST,1c0832bc582d43b2bc7f6fe331ff8fd2,"kNN, IForest, ECOD, COPOD",1
00230015,712009.0,5500004673.0,10.0,14.0,14,112,F,,715,715.0,Z001,Y2,2540.0,5283,2.07992125984252,1,E13,2000,,5300194578.0,0.0,1,14,90400000,ST,591944f4124a48ecb68817c834102734,IForest,1
01506500,700000.0,4600012810.0,10.0,42.0,0,0,F,,223,223.0,Z001,X9,67.0,"17507,10","261,30",1,E20,2000,,5300425566.0,0.0,1,42,550100000,ST,5c2d9247920a4ed28bcf173e28355d72,kNN,1
60008641,715408.0,4600012085.0,20.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,8.0,"18432,96","2304,12",1,,2000,,5300436537.0,3.0,1,56,10403000,ST,e12e0c8a64e54b30942d75c4f04fe5a1,IForest,1
34941500,715408.0,4600012887.0,50.0,56.0,0,0,F,,223,223.0,Z004,TB,2.0,"5852,16","2926,08",1,,2100,,5300436350.0,0.0,1,56,10403000,ST,0fbd52ac51a44106b3801af66c8e9ecb,kNN,1
34686000,715408.0,4600012134.0,60.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,11.0,"42657,89","3877,99",1,,2000,,5300436124.0,3.0,1,56,10403000,ST,e44e1cbe52374823a01223f6b7955e8b,"kNN, IForest, ECOD, COPOD",1
60044273,709741.0,5500008557.0,10.0,42.0,42,42,F,30.0,213,213.0,Z008,V9,0.0,,"861,68",1,E18,2100,,5300408326.0,3.0,1,42,10402000,ST,2ab0caa7e2f04ecd8e856d57dad0cba6,"IForest, ECOD, COPOD",1
23255700,714899.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Y6,8.0,17.000,"2115,55",1,E14,2100,,5300467250.0,0.0,1,56,10403000,ST,ebdbdde101be4b8894cf835e66d2f7a6,kNN,1
23255100,714899.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Y6,1.0,2000,2000,1,E14,2100,,5300545754.0,0.0,1,42,10403000,ST,61fbf6fbeb2b4c8ca76f614aca40dac1,kNN,1
24044400,702225.0,5500008917.0,10.0,42.0,42,112,F,30.0,213,213.0,Z004,TB,,,106,1,,2100,,5300185985.0,3.0,1,63,550100000,ST,7cf39ba3a6424b63b0e033111e4fda8a,"kNN, IForest, ECOD, COPOD",1
60045433,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z008,TB,,2047951,,1,,2000,,5300413999.0,0.0,1,56,10402000,ST,044a566ddc9745a99468dd4a7d5d36ea,kNN,1
60031306,702225.0,5500006584.0,10.0,42.0,42,112,F,30.0,213,213.0,Z008,TB,0.0,0,0.0,1,,2100,,5300389522.0,3.0,1,42,10403000,ST,e8373fbf8d2f4f3db250bd562d55ce07,IForest,1
60026566,702225.0,5500006575.0,10.0,42.0,42,98,F,,213,213.0,Z004,TB,,,,1,,2100,,5300378752.0,0.0,1,42,550100000,ST,9c6c534d70154bba8609b0bdf65b5ac1,"kNN, IForest, COPOD",1
60091684,704926.0,5500006172.0,10.0,42.0,42,42,F,30.0,213,213.0,Z008,X5,,,899.55,1,E20,2100,,5300494362.0,3.0,1,42,10403000,ST,a20a8ed3430143b2ba7106110184fc37,"IForest, ECOD, COPOD",1
28262400,700235.0,4600007913.0,10.0,56.0,0,0,F,41.0,213,213.0,Z003,TB,0.0,0,0.0,1,,2000,,5300111582.0,3.0,2,2,10403000,ST,a2d78e3a2f9242469da0bb685616fa5b,"IForest, ECOD",1
60075086,709741.0,5500008897.0,30.0,42.0,42,42,F,,213,213.0,Z008,X5,0.0,0,0.0,1,E20,2000,,5300496816.0,3.0,1,42,10403000,ST,ed0e5afc2f0e4ca7b564ec74e8ebbef3,"ECOD, COPOD",1
60031482,702225.0,5500008899.0,20.0,42.0,42,112,F,30.0,213,213.0,Z008,TB,0.0,0,0.0,1,,2000,,5300389523.0,3.0,1,63,10403000,ST,4f7098c342484ac98f924539fe0377ef,IForest,1
60091626,709741.0,5500006269.0,10.0,42.0,42,42,F,30.0,213,213.0,Z008,X5,,,899.55,1,E20,2100,,5300494411.0,3.0,1,42,10403000,ST,4d858d11595a48f380d2e3a5f92169d9,"IForest, ECOD, COPOD",1
23695601,714899.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Y6,,,,1,E14,2100,,5300467245.0,0.0,1,56,10403000,ST,abc7b489bc3b426389c5d50198d40106,kNN,1
23100600UB,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z008,TB,,,2880,1,,2000,,5300430089.0,0.0,1,63,10403000,ST,7892ec723a434eceb9b9c5a0b6ba1f4a,kNN,1
23100600UB,700119.0,,0.0,0.0,0,0,F,,213,213.0,Z008,TB,,,2524,1,,2000,,5300064464.0,3.0,1,63,10403000,ST,21b8a7f534814fb3b4e11d2e028ad250,kNN,1
23246300,702225.0,5500006540.0,10.0,42.0,42,84,F,,213,213.0,Z008,Z3,,,"4,16",1,,2100,,5300057859.0,0.0,1,42,10401000,ST,cccae65db1434303baa9e99e6bab8d4b,kNN,1
24920350UB,708673.0,,0.0,0.0,0,0,F,30.0,213,213.0,Z008,TB,10.0,,6950,1,,2000,,5300381654.0,0.0,1,70,10404000,ST,aa0badc3d1b648aeaac10719b44cab8b,kNN,1
60075082,709741.0,5500006449.0,10.0,42.0,42,42,F,,213,213.0,Z008,X5,0.0,0,0.0,1,E20,2100,,5300496813.0,3.0,1,42,10403000,ST,def98335d1f740ecbdcfaed929696d1f,IForest,1
36020498,701098.0,,0.0,0.0,0,0,F,,213,213.0,Z001,Z1,0.0,0,0.0,1,,2000,,,,1,42,10502000,ST,066e8fb6e75c47d6b888664806338e5a,kNN,1
23279900,702225.0,5500006544.0,10.0,42.0,42,98,F,40.0,213,213.0,Z004,TB,0.0,0,0.0,1,,3000,,5300082580.0,0.0,1,42,550100000,ST,a898afc402aa40e49c8f07c55b52ea4f,IForest,1
24607100,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z004,TB,,,"406,50",1,,2000,,5300125683.0,0.0,1,63,550100000,ST,d6b17faaef6a41beac5cc3175a72b9b8,kNN,1
23056300,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Z1,323.0,9044,28,1,,3000,,5300148322.0,0.0,1,56,10501000,ST,05d07eafb1804a6592662079275b3119,kNN,1
28262300,700235.0,4600007912.0,10.0,56.0,0,0,F,41.0,213,213.0,Z003,TB,0.0,0,0.0,1,,2000,,5300111581.0,3.0,2,2,10403000,ST,50af872abdbe4f6c82a003bb457b6a4b,"IForest, ECOD, COPOD",1
60044367,709741.0,5500008557.0,20.0,42.0,42,42,F,30.0,213,213.0,Z008,V9,,,817,1,E18,2100,,5300408325.0,3.0,1,42,10402000,ST,007bea0302a840a7b0afdb44715d6d55,"IForest, ECOD, COPOD",1
95194424,702225.0,5500006576.0,20.0,42.0,42,84,F,30.0,213,213.0,Z004,TB,67840.0,5691776,83.9,100,,2100,,5300193309.0,3.0,1,42,550100000,ST,e92734d1562a46eb80eabbea146e5928,"IForest, ECOD, COPOD",1
60044367,709741.0,5500008898.0,20.0,42.0,42,42,F,30.0,213,213.0,Z008,V9,0.0,0,817,1,E18,2000,,5300408325.0,3.0,1,42,10402000,ST,e79f8a06e13a4d4fa18b7564946bce72,"IForest, ECOD, COPOD",1
60031306,702225.0,5500006583.0,10.0,42.0,42,112,F,30.0,213,213.0,Z008,TB,0.0,0,2148,1,,2000,,5300389522.0,3.0,1,42,10403000,ST,57b6574b19b24a03a78b8a4132bfd603,IForest,1
60012504,704926.0,5500004789.0,10.0,42.0,42,42,F,30.0,213,213.0,Z008,Y9,0.0,0,2220,1,E14,2000,,5300392188.0,3.0,1,49,10403000,ST,513f94b95d244cf38a6c7b9d313ff300,IForest,1
23481200,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Z1,,,150,1,,2100,,5300057780.0,0.0,1,49,10401000,ST,59ded466a3204332bfc5103026ae11cc,kNN,1
23247400,702225.0,4600007877.0,10.0,14.0,0,0,F,42.0,213,213.0,Z004,TB,60.0,,7,1,,2000,,5300022312.0,3.0,1,63,550100000,ST,fb48e2f368864f5aa99232da826efc08,"IForest, ECOD, COPOD",1
60036759,700585.0,5500006387.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,0.0,0,0.0,1,E14,2100,,5300388784.0,0.0,1,21,30202000,ST,ba2e093482db45faafbfe201f6883f07,IForest,1
00330199,3000.0,,0.0,0.0,0,0,F,42.0,203,203.0,Z012,Y2,620.0,76766,123.81612903225806,1,E13,2000,,,,1,1,50300000,ST,41156669448a443a8864030423b38291,kNN,1
00230239,700985.0,4600012575.0,10.0,84.0,0,0,F,,203,203.0,Z005,Y2,5080.0,26277,5.17263779527559,1,E13,3000,,5300076331.0,0.0,1,56,90400000,ST,0015cb0e960948e08e7d514d0d902b47,IForest,1
00130207,700049.0,5500009048.0,10.0,21.0,21,60,F,,203,203.0,Z011,Y5,380.0,51866,136.48947368421054,1,E11,3000,,5300011904.0,0.0,1,21,70200000,ST,2ee9a2c4c6e84feca4b5c873325f5738,IForest,1
00170070,700585.0,5500007092.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,5110.0,58216,11.39256360078278,1,E14,2100,,5300016250.0,0.0,1,14,140700000,ST,4f8529cb3b2f47be835d3a6aedcc4aa3,IForest,1
60027351,706085.0,5500009058.0,10.0,28.0,28,84,F,,203,203.0,Z011,Y5,350.0,1092835,3122.385714285714,1,E13,2100,,5300387610.0,0.0,1,56,70200000,ST,476138d058754848aad834438740a1a4,"kNN, IForest",1
00300531,700368.0,,0.0,0.0,0,0,F,,203,203.0,Z010,Y9,0.0,0,0.0,100,E11,2000,,,,1,365,130700000,ST,80e0704fd972442daeda6a3e63f503be,kNN,1
23246106UB,700585.0,4600010906.0,10.0,56.0,0,0,F,,203,203.0,Z010,Y5,0.0,0,0.0,1,E14,2000,,5300057715.0,0.0,1,56,30203000,ST,6da892cc0b71483588a889bd1fa0c5a5,IForest,1
19210200,700585.0,5500008027.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,160.0,54574,341.0875,1,E14,2100,,5300094720.0,0.0,1,14,60200000,ST,8f7a96aa537e4593bc91ca1f753fa9e6,IForest,1
34732800,715408.0,4600012420.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2800,,5300436333.0,3.0,1,56,10403000,ST,e84c2fc3b59e4810a1f3cb736cc41039,IForest,1
34669500,715408.0,4600012132.0,70.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300436667.0,3.0,1,56,10403000,ST,4e36d6871ad94c318163aa5d41501f0d,IForest,1
24362800UB,716048.0,4600011849.0,50.0,42.0,0,0,F,30.0,223,223.0,Z010,Z2,0.0,0,0.0,1,,2100,,5300468047.0,3.0,1,42,10401000,ST,b1e6c10235fd40ffb26cf5e5e8cfdc15,IForest,1
60010192,715408.0,4600011858.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2100,,5300436585.0,3.0,1,56,10403000,ST,7a8d21ee0f014135afa72aa6df8e7cd9,IForest,1
34732800,715408.0,4600012420.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2100,,5300436333.0,3.0,1,56,10403000,ST,23953b9c324d44c4a83655feb90a0152,IForest,1
33332600,700000.0,4600012657.0,20.0,42.0,0,0,F,,223,223.0,Z001,V3,0.0,0,0.0,1,E19,2100,,5300387099.0,1.0,1,42,550100000,ST,9d35cd5ce9734cadaa2ffe5e3eb3d889,IForest,1
34686000,715408.0,4600012134.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2100,,5300436124.0,3.0,1,56,10403000,ST,e7d5a15db7574431b75415b0bf0687c8,IForest,1
01506900,700000.0,4600010139.0,10.0,14.0,0,0,F,,223,223.0,Z001,V2,0.0,0,0.0,1,E19,2100,,5300030404.0,1.0,1,14,10501000,ST,a65b62e53e5b4519a883aa709c49f9d8,IForest,1
31240300,715408.0,4600012721.0,30.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300436166.0,3.0,1,56,10402000,ST,bf5b60c894754a9e9c472a7f1ea28cd8,IForest,1
01150211,701263.0,,0.0,0.0,0,0,F,,223,223.0,Z001,Z1,0.0,0,0.0,1,,2000,,,,1,28,10102000,ST,29fcd0b1c2d3435296cb99fbbb2b3bba,kNN,1
34686700,715408.0,,0.0,0.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300436391,3.0,1,56,10403000,ST,8382eb37ee0240e89ba7932de00f4d16,kNN,1
31260200,715408.0,4600012721.0,40.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300436170.0,3.0,1,56,10403000,ST,554b3d45d03c4936b6cd6ab2257ebc93,IForest,1
35190250UB,704926.0,4600012419.0,130.0,42.0,0,0,F,30.0,223,223.0,Z008,Z3,0.0,0,0.0,1,,2000,,5300173749.0,3.0,1,42,10403000,ST,f448cd79ee154ef4945fc9b40a0e4951,IForest,1
35140100,715408.0,4600011262.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2100,,,,1,56,10403000,ST,78e537b27c4147a9b79ed618e84c42c3,kNN,1
23116300,715408.0,4600012906.0,50.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,0.0,0,"1038,20",1,,2000,,5300548433.0,3.0,1,56,10400000,ST,a3195a5228e447e2bbbf534152346156,"kNN, IForest, ECOD, COPOD",1
34733200,715408.0,4600012134.0,30.0,56.0,0,0,F,40.0,223,223.0,Z004,TB,0.0,0,0.0,1,,3000,,5300436336.0,3.0,1,56,10403000,ST,cf42585b2bdc42d892f083d0c4d2c966,IForest,1
35195150UB,704926.0,4600012419.0,120.0,42.0,0,0,F,30.0,223,223.0,Z008,Z3,0.0,0,0.0,1,,2000,,5300177434.0,3.0,1,56,10402000,ST,3ab9df86604046989d5fa1045081124d,IForest,1
23305700UB,704926.0,4600012950.0,20.0,42.0,0,0,F,30.0,223,223.0,Z008,Z3,0.0,0,0.0,1,,2100,,5300091115.0,3.0,1,42,10402000,ST,a7d0430595dc44ef8ef2d1bab8c88b9b,IForest,1
28210400UB,704926.0,4600009210.0,90.0,42.0,0,0,F,30.0,223,223.0,Z001,Z6,0.0,0,0.0,1,,2100,,5300357259.0,3.0,1,42,10403000,ST,2574fa6520da462f96f55c49f9f66635,IForest,1
31280100,715408.0,4600012721.0,60.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300436214.0,3.0,1,56,10403000,ST,f3647da826974161a25219fd0b591441,IForest,1
35191960UB,704926.0,4600012419.0,60.0,42.0,0,0,F,30.0,223,223.0,Z008,Z1,0.0,0,0.0,1,,2000,,5300173751.0,3.0,1,42,10403000,ST,b0b1f577279441ec903f048478f07312,IForest,1
34675300,715408.0,4600012159.0,10.0,56.0,0,0,F,,223,223.0,Z004,TB,7.0,25921,3703,1,,2000,,5300435053.0,0.0,1,56,10403000,ST,d4d13ffd6c04498dbdf4658aad0100a6,kNN,1
01507700,700000.0,4600012780.0,10.0,42.0,0,0,F,,223,223.0,Z001,V9,120.0,28788,239.9,1,E19,2100,,5300387098.0,3.0,1,14,550100000,ST,578b44f84d9f41eaab70a1b3ddfe8bd4,IForest,1
35140200,715408.0,4600011914.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,"2431,48",1,,2000,,5300436353.0,3.0,1,56,10403000,ST,f15510f25c3f445194582b4c683a789f,IForest,1
00422296,701263.0,,0.0,0.0,0,0,F,,223,223.0,Z001,Z1,0.0,0,0.0,100,,2000,,,,1,42,10103000,ST,0505b08755604e94aea079f250039dda,kNN,1
35140100,715408.0,4600011262.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2100,,5300436249.0,3.0,1,56,10403000,ST,cc4a44406f0d4015bcb6a01202c71794,IForest,1
23112200,715408.0,4600012826.0,10.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,5.0,"4712,25","942,45",1,,2000,,5300544749.0,3.0,1,56,10403000,ST,e20cfcfa8ed9439cb7ebed930d91692c,kNN,1
24366900,715408.0,,0.0,0.0,0,0,F,,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300436305,0.0,1,56,10403000,ST,590cf55e3ae04db2b847f5a1707dbb98,kNN,1
34685900,715408.0,4600012134.0,50.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,18.0,"70065,72","3892,54",1,,2000,,5300436123.0,3.0,1,56,10403000,ST,5d82c2bb6a7445039b949cfb7c61a403,"kNN, IForest, ECOD, COPOD",1
34732800,715408.0,4600011456.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0.0,1,,2000,,5300436332.0,3.0,1,56,10403000,ST,a5663e9f554b4e159fba4253f0fcae1b,IForest,1
24736550,704837.0,,0.0,0.0,0,0,F,30.0,213,213.0,Z001,Z4,,,4,1,,2000,,5300168539.0,3.0,2,14,10401000,ST,97c253e625b64dd9bf200a7f3d93a5ab,kNN,1
24042300,709741.0,,0.0,0.0,0,0,F,,213,213.0,Z008,V9,,,80,1,E18,2100,,5300195559.0,0.0,1,42,10401000,ST,0e463d2856da49d8b0d27098168b3d75,kNN,1
60051412,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z004,TB,,,5000,1,,2000,,5300430167.0,0.0,1,63,10404000,ST,4cb1866d6a6e4dffbc2db361f9062727,kNN,1
60075084,709741.0,5500008897.0,20.0,42.0,42,42,F,,213,213.0,Z008,X5,0.0,0,970,1,E20,2000,,5300496814.0,3.0,1,42,10403000,ST,57ff399b046b48fda5450895d12024e7,"IForest, ECOD",1
60091684,709741.0,5500006270.0,10.0,42.0,42,42,F,30.0,213,213.0,Z008,X5,,,850,1,E20,2100,,5300494412.0,3.0,1,42,10403000,ST,daf2ad6e9c034e579d19a53e49b7b370,"IForest, ECOD, COPOD",1
60017880,702225.0,,0.0,0.0,0,0,F,,213,213.0,Z008,Z3,,,315,1,,2100,,5300533342.0,0.0,1,49,10401000,ST,8d90e5d1d660490383f6f9f956eea785,kNN,1
35145000UB,702225.0,,0.0,0.0,0,0,F,30.0,213,213.0,Z008,Z2,,,25,1,,2000,,5300075441.0,3.0,1,56,10401000,ST,dee3ba5288c34bc2bc5df942db225329,kNN,1
