Contract Position,Base unit,Product group,Procurement type,Total value,Material master time,Buyer,Contract,Fixed contract 1,Plant,Information record type,Total quantity,Material number,Purchasing group,Supplier,Price unit,Fulfillment time,Calendar,Special procurement type,Purchasing lot size,Plant information record,Information record number,Dispatcher,Fixed contract 2,anomaly
0.0,ST,010102000,F,19215.0,42,224.0,,,3000,0.0,50.0,95154030,Z012,2000.0,1,,,40.0,Z4,3000.0,5300307855.0,224,,0
0.0,ST,080100000,F,,3,215.0,,,2100,0.0,,60063108,Z001,708038.0,1,,E11,40.0,Y6,,5300429681.0,215,,0
0.0,MM,120000000,F,,14,707.0,,,2100,0.0,,04005883,Z001,701230.0,1000,,,,Z2,,5300119977.0,707,,0
0.0,ST,10102000,F,,30,991.0,,,2000,0.0,,23562824UB,Z008,1000.0,1,,,,Z9,,5300133275.0,991,,0
0.0,ST,00,F,10317.0,70,272.0,,,3000,0.0,10.0,60054208,Z012,1900.0,1,,,,Z1,,5300427723.0,272,,0
0.0,ST,070200000,F,6010.0,180,203.0,,,3000,0.0,20.0,00190231,Z012,2000.0,1,,E11,40.0,Y2,3000.0,5300204091.0,203,,0
0.0,ST,10102000,F,,28,211.0,,,2100,0.0,,34855209UB,Z010,709154.0,1,,E13,,Y4,,5300158604.0,211,,0
0.0,ST,10102000,F,,999,223.0,,,3000,0.0,,24462401UB,Z012,2000.0,1,,,40.0,Z5,3000.0,5300247318.0,223,,0
0.0,ST,10403000,F,,999,989.0,,,3000,0.0,,36067400UB,Z012,2000.0,1,,,40.0,Z1,3000.0,5300291584.0,989,,0
0.0,ST,10102000,F,,999,223.0,,,3000,0.0,,21269303,Z012,2000.0,100,,,40.0,Z1,3000.0,5300226928.0,223,,0
0.0,ST,10303000,F,,28,723.0,,,2100,0.0,,37230903UB,Z001,704926.0,1,,,,Z2,,5300192362.0,723,,0
0.0,ST,010102000,F,,28,221.0,,,2100,0.0,,34460203,Z001,702225.0,1,,,,Z7,,5300056357.0,221,,0
0.0,ST,10401000,F,,3,991.0,,,3000,0.0,,28131400UB,Z008,1000.0,1,,,,TB,,5300086797.0,991,,0
0.0,ST,140400000,F,,42,233.0,,,2000,0.0,,31502416,Z011,700151.0,100,,E13,,Y4,,5300069879.0,233,,0
0.0,ST,060100000,F,2244.0,56,233.0,,,2000,0.0,220.0,60020876,Z011,700151.0,100,,E13,,Y4,,5300376923.0,233,,0
0.0,ST,10402000,F,,3,991.0,,,3000,0.0,,23285700UB,Z008,1000.0,1,,,,TB,,5300064174.0,991,,0
0.0,ST,010502000,F,,3,211.0,,,2000,0.0,,95120752,Z001,3000.0,1,,E14,42.0,Y9,2000.0,5300521682.0,211,,0
0.0,ST,070800000,F,98109.0,999,203.0,,,3000,0.0,20.0,00111313,Z012,2000.0,1,,E13,40.0,Y2,3000.0,5300193259.0,203,,0
0.0,ST,010403000,F,,56,223.0,,,2000,0.0,,24270100,Z004,715408.0,1,,,,TB,,5300435335.0,223,,0
0.0,ST,10102000,F,,28,228.0,,,2000,0.0,,37222101,Z010,715646.0,1,,E11,,Y3,,5300503153.0,228,,0
0.0,ST,140700000,F,,21,208.0,,,2100,0.0,,00100453,Z011,700222.0,100,,E11,,Y9,,5300070165.0,208,,0
0.0,ST,10103000,F,,42,223.0,,,3000,0.0,,00420102,Z012,2000.0,1,,,72.0,Z2,3000.0,5300217781.0,223,,0
0.0,ST,10102000,F,,70,998.0,,,3000,0.0,,60056684,Z012,2000.0,1,,,,Z5,3000.0,5300422973.0,996,,0
0.0,ST,010401000,F,8972.0,56,228.0,,,2100,0.0,200.0,24939390UB,Z001,702399.0,1,,E14,,Y2,,5300196233.0,228,,0
0.0,ST,020000000,F,18136.0,70,279.0,,,3000,0.0,40.0,30020856,Z001,701098.0,1,,E15,,Y4,,5300112623.0,279,,0
0.0,ST,010402000,F,,42,213.0,,,2100,0.0,,28237500UB,Z008,709741.0,1,,E18,,V9,,5300191328.0,213,,0
0.0,ST,10102000,F,,28,221.0,,,2000,0.0,,23832101UB,Z001,702225.0,100,,,,Z7,,5300150253.0,221,,0
0.0,ST,10102000,F,,21,224.0,,,3000,0.0,,29220703,Z012,2000.0,1,,,40.0,Z4,3000.0,5300265686.0,224,,0
0.0,ST,580600000,F,,14,208.0,,,3000,0.0,,00390224,Z008,2000.0,1,,,40.0,Z2,3000.0,5300353613.0,208,,0
0.0,ST,130200000,F,,98,208.0,,,3000,0.0,,23251500,Z008,2000.0,1,,,40.0,Z2,3000.0,5300231758.0,208,,0
0.0,ST,10401000,F,,42,228.0,,,2000,3.0,,28025400UB,Z001,702399.0,1,,E14,30.0,Y4,,5300133662.0,228,,0
0.0,ST,130403000,F,5216.0,21,203.0,,,3000,0.0,80.0,95100408,Z001,700585.0,100,,E14,,Y3,,5300060418.0,203,,0
0.0,ST,10102000,F,,999,219.0,,,3000,0.0,,LK-30059400,Z012,2000.0,1,,,40.0,Z1,3000.0,5300317385.0,219,,0
0.0,ST,010401000,F,,42,224.0,,,3000,0.0,,23583900,Z012,2000.0,1,,,40.0,EX,3000.0,5300235194.0,224,,0
0.0,ST,10102000,F,,42,224.0,,,3000,0.0,,82010409,Z012,2000.0,100,,,40.0,Z4,3000.0,5300297990.0,224,,0
0.0,ST,10102000,F,,28,223.0,,,3000,0.0,,23245103,Z012,2000.0,1,,,40.0,Z1,3000.0,5300231639.0,223,,0
0.0,ST,10401000,F,,42,223.0,,,2100,0.0,,35152500UB,Z001,704926.0,1,,,,Z1,,5300069308.0,223,,0
0.0,ST,10401000,F,,28,228.0,,,2100,0.0,,32306400UB,Z001,702399.0,1,,E14,,Y4,,5300041968.0,228,,0
0.0,ST,070300000,F,,35,208.0,,,2000,0.0,,00100418,Z011,700222.0,1,,E11,,Y3,,5300062269.0,208,,0
0.0,ST,010103000,F,,28,202.0,,,2000,0.0,,24207810,Z001,701318.0,1,,,,Z2,,5300067734.0,202,,0
0.0,ST,020000000,F,10972.0,35,279.0,,,3000,0.0,30.0,36020299,Z001,701098.0,1,,E15,,Y4,,5300102992.0,279,,0
0.0,ST,010102000,F,185528.0,31,224.0,,,3000,0.0,2790.0,34286011,Z012,2100.0,1,,,41.0,Z9,3000.0,5300199312.0,224,,0
0.0,ST,10401000,F,,42,223.0,,,3000,0.0,,23254800UB,Z012,2000.0,1,,,40.0,Z2,3000.0,5300231851.0,223,,0
0.0,ST,10102000,F,,42,224.0,,,3000,0.0,,82010414,Z012,2000.0,1,,,40.0,Z4,3000.0,5300138010.0,224,,0
0.0,ST,070600000,F,,14,203.0,,,3000,0.0,,00110615,Z012,2000.0,1,,,40.0,Z1,3000.0,5300201408.0,203,,0
0.0,ST,130404000,F,,28,203.0,,,3000,0.0,,00160104,Z012,2000.0,1,,,40.0,Z1,3000.0,5300203616.0,203,,0
0.0,MM,010304000,F,12092.0,14,206.0,,,2000,0.0,25000.0,00400894,Z001,702533.0,1000,,,,Z7,,5300019565.0,206,,0
0.0,ST,10402000,F,,42,224.0,,,3000,0.0,,34659900,Z012,2000.0,1,,,40.0,TB,3000.0,5300545811.0,224,,0
0.0,ST,10401000,F,,56,213.0,,,2000,0.0,,95173203UB,Z008,702225.0,1,,,,Z2,,5300167270.0,213,,0
0.0,ST,070200000,F,,3,203.0,,,2000,0.0,,34930800,Z001,2100.0,1,,E11,41.0,Y3,2000.0,5300199771.0,203,,0
0.0,ST,10102000,F,,999,989.0,,,3000,0.0,,25495423,Z012,2000.0,100,,,40.0,Z1,3000.0,5300259605.0,989,,0
0.0,ST,071000000,F,,30,998.0,,,2100,0.0,,04007619,Z001,703350.0,1,,,,Z1,,5300167574.0,998,,0
0.0,ST,520300000,F,,42,206.0,,,3000,0.0,,00390012,Z001,701979.0,1,,,,Z1,,5300009124.0,206,,0
0.0,ST,010103000,F,,28,221.0,,,2000,0.0,,34011001,Z001,702225.0,1,,,,Z7,,5300064200.0,221,,0
0.0,ST,10403000,F,,3,991.0,,,2100,0.0,,21361200UB,Z008,1000.0,1,,,,TB,,5300172241.0,991,,0
0.0,ST,10402000,F,,42,223.0,,,3000,0.0,,24374500UB,Z012,2000.0,1,,E13,40.0,Y9,3000.0,5300245801.0,223,,0
0.0,ST,110400000,F,,999,998.0,,,3000,0.0,,34664409,Z012,2000.0,1,,,40.0,Z1,3000.0,5300282591.0,998,,0
0.0,ST,140100000,F,,21,708.0,,,2000,0.0,,00360259,Z011,700020.0,1,,E20,,X4,,5300018070.0,708,,0
0.0,ST,010102000,F,9602.0,42,223.0,,,3000,0.0,300.0,34219613,Z012,2000.0,100,,,,Z1,3000.0,5300277610.0,223,,0
0.0,ST,520300000,F,,21,206.0,,,3000,0.0,,00390038,Z002,701979.0,1,,,,Z2,,5300009255.0,206,,0
0.0,ST,090100000,F,,70,208.0,,,2000,0.0,,00240059,Z001,700985.0,1,,E13,,Y2,,5300009215.0,208,,0
0.0,ST,080100000,F,139388.0,84,215.0,,,3000,0.0,40.0,00345126,Z012,711970.0,1,,E13,,Y2,,5300193845.0,215,,0
0.0,ST,010103000,F,,7,206.0,,,2000,0.0,,00420880,Z001,701085.0,1,,,,Z1,,5300025632.0,206,,0
0.0,ST,10402000,F,,3,991.0,,,3000,3.0,,30133800UB,Z008,1000.0,1,,,,TB,,5300192352.0,991,,0
0.0,ST,110500000,F,,21,233.0,,,2100,0.0,,04006630,Z008,707145.0,1,,E13,,Y3,,5300143623.0,233,,0
0.0,ST,110500000,F,,180,203.0,,,2000,0.0,,23467403,Z010,702586.0,1,,E11,,Y2,,5300029447.0,203,,0
0.0,ST,10402000,F,,999,213.0,,,3000,0.0,,24363300UB,Z012,2000.0,1,,,40.0,Z1,3000.0,5300245513.0,213,,0
0.0,ST,130500000,F,,56,203.0,,,2000,0.0,,00380439,Z011,704735.0,1,,E11,,Y9,,5300127822.0,203,,0
0.0,ST,10401000,F,,3,991.0,,,3000,0.0,,95193241UB,Z008,1000.0,1,,,,TB,,5300194262.0,991,,0
0.0,ST,140100000,F,5106.0,14,272.0,,,3000,0.0,520.0,04003868,Z012,700222.0,100,,E11,,Y5,,5300120705.0,272,,0
0.0,ST,010402000,F,70303.0,42,224.0,,,3000,0.0,20.0,34702700,Z012,2000.0,1,,,40.0,Z6,3000.0,5300545810.0,224,,0
0.0,ST,070400000,F,,14,272.0,,,3000,0.0,,36980061,Z012,700222.0,100,,E11,,Y5,,5300120800.0,272,,0
0.0,ST,10304000,F,,999,223.0,,,3000,0.0,,28292004,Z012,2000.0,1,,,40.0,Z1,3000.0,5300265279.0,223,,0
0.0,ST,070300000,F,,42,208.0,,,3000,0.0,,00100889,Z011,706611.0,100,,E14,,Y6,,5300186435.0,208,,0
0.0,ST,00,F,,999,998.0,,,2000,0.0,,60042817,Z001,1900.0,1,,,,Z1,,5300415589.0,996,,0
0.0,ST,130700000,F,,45,208.0,,,2000,,,04005254,Z001,706943.0,1000,,,,Z7,,,208,,0
0.0,ST,10401000,F,,14,723.0,,,2000,3.0,,31010300UB,Z001,700000.0,1,,E20,30.0,X3,,5300039426.0,723,,0
0.0,ST,10102000,F,,28,211.0,,,2100,0.0,,60052011,Z001,711636.0,1,,E12,,Y4,,5300448349.0,211,,0
0.0,ST,10403000,F,,56,223.0,,,3000,0.0,,34215300UB,Z012,2000.0,1,,,40.0,Z1,3000.0,5300365255.0,223,,0
0.0,MM,010302000,F,,30,206.0,,,2000,0.0,,00401920,Z001,702533.0,1000,,,,Z7,,5300134034.0,206,,0
0.0,ST,120000000,F,354.0,14,203.0,,,2700,0.0,60.0,60075754,Z001,708008.0,100,,E11,,Y4,,5300454867.0,203,,0
0.0,ST,010403000,F,,999,232.0,,,2000,3.0,,60119487,Z001,701318.0,1,,,30.0,Z1,,5300542625.0,232,,0
0.0,ST,140100000,F,,35,264.0,,,2100,0.0,,00370753,Z010,706261.0,100,,E11,,Y4,,5300120975.0,264,,0
0.0,ST,80100000,F,,84,215.0,,,3000,0.0,,60057993,Z012,2000.0,1,,,40.0,Z1,3000.0,5300423645.0,215,,0
0.0,ST,530104000,F,,28,206.0,,,2100,0.0,,00393231,Z001,701948.0,1,,E15,,Y4,,5300015378.0,206,,0
0.0,ST,010301000,F,,5,205.0,,,2100,0.0,,30021353,Z001,1900.0,100,,,,Z1,,5300177555.0,205,,0
0.0,ST,070600000,F,106004.0,42,203.0,,,3000,0.0,40.0,00110394,Z012,2000.0,1,,E13,40.0,Y2,3000.0,5300201213.0,203,,0
0.0,ST,070200000,F,1036982.0,140,272.0,,,3000,0.0,210.0,04007894,Z012,700699.0,1,,E13,,Y4,,5300173481.0,272,,0
0.0,ST,060100000,F,,140,208.0,,,2100,0.0,,28283504,Z011,701806.0,100,,E98,,V4,,5300169783.0,208,,0
0.0,ST,140100000,F,,14,208.0,,,2700,0.0,,00370736,Z010,701806.0,100,,E99,,X6,,5300363441.0,208,,0
0.0,ST,10401000,F,,42,723.0,,,2000,0.0,,24585900UB,Z001,700000.0,1,,E20,,X3,,5300064292.0,723,,0
0.0,ST,010303000,F,,999,223.0,,,3000,0.0,,24468901,Z012,2000.0,1,,,40.0,Z1,3000.0,5300247470.0,223,,0
0.0,ST,010201000,F,,35,233.0,,,2000,0.0,,95090566,Z011,700151.0,1,,E13,,Y4,,5300058267.0,233,,0
0.0,ST,10403000,F,,42,224.0,,,3000,0.0,,28197100,Z012,2000.0,1,,,40.0,EX,3000.0,5300263811.0,224,,0
0.0,ST,140700000,F,9964.0,28,272.0,,,3000,0.0,420.0,60043052,Z012,702565.0,100,,,,Z7,,5300422152.0,272,,0
0.0,ST,010102000,F,9717.0,35,279.0,,,3000,0.0,330.0,30020306,Z001,701098.0,100,,E15,,Y4,,5300099821.0,279,,0
0.0,ST,010301000,F,,28,233.0,,,2100,0.0,,33010107,Z011,700151.0,100,,E15,,Y4,,5300042150.0,233,,0
10.0,ST,550100000,F,,63,213.0,4600007877.0,,2100,3.0,,23247400,Z004,702225.0,1,14.0,,40.0,TB,,5300022312.0,213,,0
0.0,ST,10100000,F,,999,223.0,,,3000,0.0,,25499913,Z012,2000.0,100,,,40.0,Z1,3000.0,5300259923.0,223,,0
0.0,ST,090100000,F,,14,203.0,,,2000,0.0,,671165,Z001,700185.0,1,,,,Z1,,5300050612.0,203,,0
0.0,ST,010103000,F,,999,213.0,,,3000,0.0,,24650704,Z012,2000.0,1,,,40.0,Z1,3000.0,5300250985.0,213,,0
0.0,ST,10403000,F,,120,232.0,,,2000,3.0,,60093662,Z001,704926.0,1,,,30.0,Z1,,5300501809.0,232,,0
0.0,ST,140700000,F,3197.0,50,707.0,,,3000,0.0,40.0,34855221,Z012,2000.0,100,,,40.0,Z2,3000.0,5300285150.0,707,,0
0.0,ST,060100000,F,,28,233.0,,,2100,0.0,,24582030,Z011,700151.0,100,,E15,,Y4,,5300097897.0,233,,0
0.0,ST,10102000,F,,28,221.0,,,2000,0.0,,95100584UB,Z001,702225.0,100,,,,Z7,,5300062546.0,221,,0
0.0,ST,080100000,F,,84,215.0,,,2100,0.0,,00346319,Z009,702686.0,1,,E13,,Y2,,5300093000.0,215,,0
0.0,ST,010102000,F,,28,221.0,,,2000,0.0,,23885402,Z001,702225.0,1,,,,Z7,,5300062179.0,221,,0
0.0,ST,00,F,,29,224.0,,,3000,0.0,,60025223,Z012,2000.0,100,,,40.0,Z5,3000.0,5300377102.0,224,,0
0.0,ST,010301000,F,177462.0,56,228.0,,,2000,0.0,130.0,33810403,Z001,700722.0,1,,,,Z4,,5300385473.0,228,,0
0.0,ST,10401000,F,,56,213.0,,,2100,0.0,,23793700UB,Z008,702225.0,1,,,,Z1,,5300023334.0,213,,0
0.0,ST,010201000,F,,42,224.0,,,3000,0.0,,88024002,Z012,2000.0,1,,,40.0,Z4,3000.0,5300299346.0,224,,0
0.0,ST,080100000,F,,84,215.0,,,2100,0.0,,00346307,Z009,702686.0,1,,E13,,Y2,,5300092029.0,215,,0
0.0,ST,010401000,F,,28,723.0,,,2000,0.0,,82016350UB,Z001,700000.0,100,,E20,,X3,,5300111184.0,723,,0
0.0,ST,070400000,F,129689.0,42,708.0,,,2100,0.0,880.0,00120758,Z011,706985.0,1,,E13,,Y9,,5300359456.0,708,,0
0.0,ST,140100000,F,1192.0,13,208.0,,,3000,0.0,120.0,00360088,Z011,701806.0,100,,E98,,V4,,5300174073.0,208,,0
0.0,ST,100202000,F,,42,219.0,,,3000,0.0,,95130483,Z012,2000.0,1,,,40.0,Z1,3000.0,5300305163.0,219,,0
0.0,ST,10102000,F,,28,711.0,,,2000,0.0,,21272112UB,Z002,711636.0,1,,E14,,Y3,,5300362496.0,711,,0
10.0,ST,60100000,F,43379.0,35,211.0,4600012747.0,,2100,0.0,2530.0,24886712,Z001,708094.0,100,21.0,E15,,Y3,,5300429464.0,211,,0
0.0,ST,10103000,F,,28,223.0,,,3000,0.0,,31507402,Z012,2000.0,1,,,40.0,Z6,3000.0,5300272888.0,223,,0
0.0,ST,10303000,F,,42,228.0,,,2100,0.0,,23903004UB,Z001,700722.0,1,,,,Z4,,5300072142.0,228,,0
0.0,ST,10102000,F,,28,728.0,,,2000,0.0,,28199418UB,Z010,715646.0,1,,E11,,Y3,,5300503110.0,728,,0
0.0,ST,140700000,F,3498.0,14,203.0,,,2100,0.0,1700.0,60021087,Z001,700072.0,100,,E11,,Y4,,5300372244.0,203,,0
0.0,ST,80100000,F,,3,215.0,,,2100,0.0,,60019207,Z001,2000.0,1,,,40.0,Z1,2100.0,5300529330.0,215,,0
0.0,ST,70400000,F,,999,989.0,,,3000,0.0,,25980219,Z012,2000.0,1,,,40.0,Z1,3000.0,5300260382.0,989,,0
0.0,ST,080600000,F,102.0,14,707.0,,,2000,0.0,90.0,60025852,Z001,701230.0,100,,,,Z1,,5300376813.0,707,,0
0.0,ST,10401000,F,,42,224.0,,,3000,0.0,,21330900,Z012,2000.0,1,,,40.0,EX,3000.0,5300228184.0,224,,0
0.0,ST,10301010,F,,999,223.0,,,3000,0.0,,36062901,Z012,2000.0,1,,,40.0,Z1,3000.0,5300291354.0,223,,0
0.0,ST,030201000,F,21127222.0,3,203.0,,,2000,0.0,30040.0,35150714,Z011,2100.0,1,,E11,41.0,Y9,2000.0,5300199900.0,203,,0
0.0,ST,10401000,F,,42,223.0,,,2100,0.0,,23321400UB,Z001,704926.0,1,,,,Z1,,5300123456.0,223,,0
0.0,ST,10502000,F,,999,223.0,,,3000,0.0,,95192460,Z012,2000.0,100,,,40.0,Z1,3000.0,5300313208.0,223,,0
0.0,ST,10403000,F,,42,223.0,,,3000,0.0,,24443200UB,Z012,2000.0,1,,,40.0,Z4,3000.0,5300247002.0,223,,0
0.0,ST,60100000,F,,21,224.0,,,3000,0.0,,23318902,Z012,2000.0,1,,,40.0,Z1,3000.0,5300353830.0,224,,0
0.0,ST,140500000,F,,56,233.0,,,3000,0.0,,28249303,Z012,2000.0,100,,E12,40.0,Y2,3000.0,5300338461.0,233,,0
0.0,ST,010102000,F,,28,221.0,,,2000,0.0,,96080264,Z001,702225.0,1,,,,Z7,,5300047671.0,221,,0
0.0,ST,10102000,F,,42,223.0,,,2100,0.0,,23904201UB,Z001,700000.0,1,,E19,,V3,,5300122606.0,223,,0
0.0,ST,10403000,F,,3,991.0,,,3000,0.0,,23825300UB,Z012,1000.0,1,,,,Z5,,5300151882.0,991,,0
0.0,ST,060100000,F,124.0,42,233.0,,,3000,0.0,40.0,33639601,Z012,2000.0,1,,,40.0,Z1,3000.0,5300275291.0,233,,0
20.0,ST,100201000,F,1136073.0,14,731.0,5500001817.0,14.0,2000,0.0,44900.0,34761302,Z008,701710.0,1,14.0,E14,,Y5,,5300047026.0,731,35.0,0
0.0,ST,010102000,F,618.0,28,228.0,,,2100,0.0,100.0,60008996,Z010,701318.0,100,,E13,,Y3,,5300359225.0,228,,0
0.0,ST,010401000,F,,28,233.0,,,2100,0.0,,34764200,Z011,700151.0,1,,E15,,Y4,,5300125458.0,233,,0
0.0,ST,080100000,F,38502.0,84,215.0,,,3000,0.0,30.0,60072551,Z001,2000.0,1,,,40.0,Z1,3000.0,5300470510.0,215,,0
0.0,ST,070400000,F,598.0,42,708.0,,,2100,0.0,20.0,00121099,Z010,705086.0,1,,E15,,Y2,,5300359774.0,708,,0
0.0,ST,090300000,F,5786.0,28,279.0,,,3000,0.0,120.0,04003635,Z001,708105.0,100,,,,Z7,,5300135125.0,279,,0
0.0,ST,010102000,F,,3,221.0,,,2100,0.0,,23245801,Z001,702225.0,1,,,40.0,Z5,,5300057828.0,221,,0
0.0,ST,10401000,F,,42,224.0,,,3000,0.0,,34534100,Z012,2000.0,1,,,40.0,EX,3000.0,5300281203.0,224,,0
0.0,ST,10401000,F,,999,213.0,,,3000,0.0,,24725102UB,Z012,2000.0,1,,,40.0,Z1,3000.0,5300252285.0,213,,0
0.0,ST,550100000,F,,365,252.0,,,3000,0.0,,34941200,Z012,2000.0,1,,,40.0,EX,3000.0,5300286130.0,252,,0
0.0,ST,140700000,F,19444.0,63,707.0,,,3000,0.0,360.0,00370342,Z012,2000.0,1,,E13,40.0,Y4,3000.0,5300180752.0,707,,0
0.0,ST,080100000,F,42004.0,35,276.0,,,3000,3.0,90.0,25020830,Z012,702779.0,100,,E11,30.0,Y4,,5300127754.0,276,,0
0.0,ST,10102000,F,,28,228.0,,,2100,0.0,,60097734,Z010,700000.0,1,,E13,,Y3,,5300504379.0,228,,0
0.0,ST,10403000,F,,42,991.0,,,2000,0.0,,34466900UB,Z008,1000.0,1,,,,Z9,,5300096403.0,991,,0
0.0,ST,010401000,F,19181.0,70,224.0,,,3000,0.0,10.0,60071307,Z012,2000.0,1,,,40.0,Z5,3000.0,5300472799.0,224,,0
0.0,ST,10301000,F,,28,228.0,,,3000,0.0,,34785401UB,Z012,2000.0,1,,,40.0,Z1,3000.0,5300284628.0,228,,0
0.0,ST,080100000,F,,14,206.0,,,2000,0.0,,04004756,Z001,702779.0,1,,E11,,Y4,,5300107885.0,206,,0
0.0,ST,070500000,F,,42,211.0,,,2100,0.0,,82019705,Z010,701805.0,1,,E11,,Y2,,5300086280.0,211,,0
0.0,ST,010401000,F,30148.0,56,223.0,,,3000,0.0,90.0,33611800,Z012,2000.0,1,,,,Z7,3000.0,5300275074.0,223,,0
0.0,ST,010102000,F,,28,221.0,,,2000,0.0,,23658734,Z001,702225.0,1,,,,Z7,,5300039812.0,221,,0
0.0,MM,010301000,F,,21,206.0,,,2100,0.0,,00400628,Z001,700464.0,1000,,,,Z7,,5300019953.0,206,,0
0.0,ST,120000000,F,9212.0,14,703.0,,,2000,0.0,980.0,00385662,Z008,708008.0,100,,E11,,Y2,,5300185923.0,703,,0
0.0,ST,10102000,F,,28,223.0,,,3000,0.0,,23270801UB,Z012,2100.0,100,,,41.0,Z5,3000.0,5300197541.0,223,,0
0.0,ST,010102000,F,1873.0,42,224.0,,,3000,0.0,10.0,01186201,Z012,2000.0,100,,,40.0,Z4,3000.0,5300221846.0,224,,0
0.0,ST,10103000,F,,28,221.0,,,2100,0.0,,96061901UB,Z001,702225.0,1,,,,Z7,,5300046870.0,221,,0
0.0,ST,550100000,F,,21,203.0,,,2000,0.0,,00440806,Z001,709277.0,1,,E15,,Y2,,5300175484.0,203,,0
0.0,M,100300000,F,,5,206.0,,,2000,0.0,,04002251,Z001,1900.0,100,,E11,,Y4,,5300123723.0,206,,0
0.0,ST,520200000,F,,30,206.0,,,3000,0.0,,60064958,Z012,708008.0,100,,,,Z7,,5300449551.0,206,,0
0.0,ST,10402000,F,,42,228.0,,,2100,0.0,,34936800UB,Z001,704276.0,1,,E14,,Y2,,5300084773.0,228,,0
0.0,ST,010100000,F,233419.0,42,223.0,,,2100,0.0,5560.0,60018586,Z010,700000.0,100,,E19,,V3,,5300375118.0,223,,0
0.0,ST,070400000,F,,14,208.0,,,2000,0.0,,36980006.1,Z011,700222.0,1,,E11,,Y3,,5300120788.0,208,,0
0.0,ST,70200000,F,,28,203.0,,,3000,0.0,,00130375,Z012,2000.0,1,,E11,40.0,Y2,3000.0,5300202964.0,203,,0
0.0,ST,010102000,F,,5,206.0,,,2000,0.0,,00385559,Z001,1900.0,100,,,,Z7,,5300077957.0,206,,0
0.0,ST,10102000,F,,42,223.0,,,3000,0.0,,23505102UB,Z012,2000.0,1,,,40.0,Z4,3000.0,5300234565.0,223,,0
0.0,ST,10102000,F,,999,213.0,,,3000,0.0,,82017812UB,Z012,2000.0,100,,,40.0,Z1,3000.0,5300298839.0,213,,0
0.0,ST,10102000,F,,28,211.0,,,2000,0.0,,31509203UB,Z001,711636.0,100,,E14,,Y2,,5300188579.0,211,,0
0.0,ST,LEEB,F,,84,215.0,,,2000,0.0,,04000836,Z001,711970.0,1,,E13,,Y2,,5300193949.0,215,,0
0.0,ST,050500000,F,,3,203.0,,,2000,0.0,,23051200,Z011,2100.0,100,,,41.0,Z7,3000.0,5300197293.0,203,,0
0.0,ST,010102000,F,20979.0,56,272.0,,,3000,0.0,150.0,30021008,Z012,1900.0,1,,E11,,Y4,,5300126564.0,272,,0
0.0,ST,030201000,F,429237.0,3,203.0,,,2000,0.0,5380.0,34071011,Z011,2100.0,1,,,41.0,Z4,2800.0,5300199242.0,203,,0
0.0,ST,140100000,F,,21,264.0,,,2100,0.0,,00360720,Z010,706261.0,100,,E11,,Y4,,5300120918.0,264,,0
0.0,ST,010501000,F,,35,723.0,,,2000,0.0,,28267200,Z001,700000.0,1,,E20,,X3,,5300113305.0,723,,0
0.0,ST,10402000,F,,35,228.0,,,2100,0.0,,28241090UB,Z001,709558.0,1,,E13,,Y6,,5300499363.0,228,,0
0.0,ST,10102000,F,,999,212.0,,,3000,0.0,,24736852,Z012,2000.0,100,,,40.0,Z1,3000.0,5300253038.0,212,,0
0.0,ST,60100000,F,,28,233.0,,,3000,0.0,,17010114,Z012,2000.0,1,,,72.0,Z1,3000.0,5300225923.0,233,,0
0.0,ST,10102000,F,,28,221.0,,,2000,0.0,,95143554UB,Z001,702225.0,100,,,,Z7,,5300110640.0,221,,0
0.0,ST,140100000,F,,7,272.0,,,3000,,,00360528,Z012,706261.0,100,,E13,,Y5,,,272,,0
0.0,ST,140100000,F,,12,708.0,,,2100,0.0,,00370908,Z011,700020.0,100,,E20,,X4,,5300095200.0,708,,0
0.0,ST,010401000,F,12117.0,28,723.0,,,2100,0.0,120.0,95162188,Z001,700000.0,100,,E19,,V3,,5300139252.0,723,,0
0.0,ST,010103000,F,,14,206.0,,,2000,0.0,,00421150,Z001,701085.0,1,,,,Z1,,5300027103.0,206,,0
10.0,ST,140100000,F,72779.0,4,708.0,5500001602.0,4.0,2000,0.0,15700.0,00360159,Z011,700020.0,100,4.0,E20,,X6,,5300017215.0,708,60.0,0
0.0,ST,070800000,F,27502.0,280,203.0,,,3000,0.0,110.0,00111045,Z012,2000.0,100,,E13,40.0,Y9,3000.0,5300180448.0,203,,0
0.0,ST,010401000,F,,5,206.0,,,2000,0.0,,30088400,Z001,1900.0,1,,E11,,Y4,,5300118315.0,206,,0
0.0,ST,520100000,F,4702.0,14,203.0,,,2100,0.0,100.0,60013602,Z008,702590.0,100,,E11,,Y6,,5300367992.0,203,,0
0.0,ST,550100000,F,,999,252.0,,,3000,0.0,,24249200,Z012,2000.0,1,,,40.0,Z4,3000.0,5300243938.0,252,,0
0.0,ST,140600000,F,,999,998.0,,,2100,0.0,,60064630,Z001,715932.0,100,,,,Z1,,5300460497.0,996,,0
0.0,ST,10102000,F,,999,216.0,,,3000,0.0,,24775728UB,Z012,2000.0,100,,,40.0,Z1,3000.0,5300254071.0,216,,0
0.0,ST,00,F,,999,252.0,,,3000,0.0,,60007862,Z012,2000.0,1,,,40.0,Z1,3000.0,5300355828.0,252,,0
