,Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,anomaly
77,60018637,2000,,0,,,,F,40.0,219,219.0,Z001,Z1,,,100,,2100,2100.0,5300416003.0,0.0,1,2.0,140700000,ST,1
78,60018647,2000,,0,,,,F,40.0,219,219.0,Z001,Z1,,,100,,2100,2100.0,5300433983.0,0.0,1,2.0,140100000,ST,1
79,60018658,2000,,0,,,,F,40.0,219,219.0,Z001,Z1,,,100,,2100,2100.0,5300433982.0,0.0,1,2.0,140700000,ST,1
80,24937142,2000,,0,,,,F,40.0,215,215.0,Z012,Z1,,,1,,2100,,5300256105.0,0.0,1,3.0,100100000,ST,1
81,00423304,2000,,0,,,,F,40.0,989,980.0,Z012,EX,,,1,,3000,3000.0,5300219668.0,0.0,1,35.0,550700000,ST,1
82,00423305,2000,,0,,,,F,40.0,989,980.0,Z012,EX,,,1,,3000,3000.0,5300219669.0,0.0,1,35.0,550700000,ST,1
83,00386179,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,2700.0,5300214935.0,0.0,1,14.0,120000000,ST,1
84,00386225,2000,,0,,,,F,40.0,203,203.0,Z012,Y3,,,100,E11,3000,2700.0,5300214967.0,0.0,1,20.0,120000000,ST,1
85,60025524,2000,,0,,,,F,40.0,215,215.0,Z012,Z1,,,100,,3000,,5300376535.0,0.0,1,84.0,80600000,ST,1
86,60025524,2000,,0,,,,F,40.0,215,215.0,Z012,Z1,,,100,,3000,2100.0,5300376535.0,0.0,1,84.0,80600000,ST,1
87,60107680,2000,,0,,,,F,40.0,217,217.0,Z012,Z1,,,1,,3000,2100.0,5300529406.0,0.0,1,84.0,80100000,ST,1
88,60076451,2000,,0,,,,F,40.0,217,217.0,Z012,Z1,,,1,,3000,2100.0,5300500430.0,0.0,1,126.0,80800000,ST,1
89,60018647,2000,,0,,,,F,40.0,219,219.0,Z001,Z1,,,100,,3000,2100.0,5300433983.0,0.0,1,168.0,140100000,ST,1
90,60076451,2000,,0,,,,F,40.0,217,217.0,Z001,Z1,,,1,,2100,2100.0,5300500430.0,0.0,1,2.0,80800000,ST,1
91,60069601,2000,,0,,,,F,40.0,233,233.0,Z012,Z1,,,1,,3000,,5300442647.0,0.0,1,56.0,110400000,ST,1
92,00311141,2000,,0,,,,F,40.0,203,203.0,Z001,Y2,,,1,E14,2100,,5300090642.0,0.0,1,3.0,30100000,ST,0
93,60069601,2000,,0,,,,F,40.0,233,233.0,Z001,Z1,,,1,,2100,,5300442647.0,0.0,1,2.0,110400000,ST,0
94,60010311,2000,,0,,,,F,40.0,233,233.0,Z012,Z1,,,1,,3000,,5300408439.0,0.0,1,119.0,110400000,ST,1
95,95193005,2000,,0,,,,F,72.0,202,202.0,Z012,Z1,,,1,,3000,3000.0,5300313258.0,0.0,1,35.0,10302000,ST,1
96,31002400ZS,2000,,0,,,,F,,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300270015.0,0.0,1,50.0,550100000,ST,1
97,34003900ZS,2000,,0,,,,F,,996,998.0,Z012,EX,,,1,,3000,3000.0,5300343982.0,0.0,1,25.0,550100000,ST,1
98,34227303,2000,,0,,,,F,72.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300277709.0,0.0,1,50.0,10300000,ST,1
99,34548811,2000,,0,,,,F,72.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300281430.0,0.0,1,42.0,10102000,ST,1
100,34635306,2000,,0,,,,F,72.0,202,202.0,Z012,Z1,,,100,,3000,3000.0,5300281982.0,0.0,1,42.0,10102000,ST,1
101,34635307,2000,,0,,,,F,72.0,202,202.0,Z012,Z1,,,100,,3000,3000.0,5300281983.0,0.0,1,42.0,10102000,ST,1
102,24935510ZS,2000,,0,,,,F,,996,998.0,Z012,EX,,,100,,3000,3000.0,5300256053.0,0.0,1,50.0,550100000,ST,1
103,24646000,2000,,0,,,,F,,996,998.0,Z012,EX,,,1,,3000,3000.0,5300250848.0,0.0,1,50.0,550100000,ST,1
104,24775718,2000,,0,,,,F,72.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300254062.0,0.0,1,99.0,10102000,ST,1
105,21003500,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300226422.0,0.0,1,50.0,42,ST,1
106,21268203,2000,,0,,,,F,72.0,213,213.0,Z012,Z1,,,1,,3000,3000.0,5300226900.0,0.0,1,42.0,10502000,ST,1
107,21290100,2000,,0,,,,F,,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300227464.0,0.0,1,50.0,550100000,ST,1
108,23000302,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228882.0,0.0,1,14.0,42,ST,1
109,23001000ZS,2000,,0,,,,F,,996,998.0,Z012,EX,,,1,,3000,3000.0,5300331444.0,0.0,1,25.0,550100000,ST,1
110,23002500,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228886.0,0.0,1,50.0,42,ST,1
111,23870100,2000,,0,,,,F,,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300238885.0,0.0,1,50.0,0,ST,1
112,24002201,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300240892.0,0.0,1,50.0,42,ST,1
113,24002204,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300335561.0,0.0,1,25.0,42,ST,1
114,24003200,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300240893.0,0.0,1,50.0,42,ST,1
115,24006200ZS,2000,,0,,,,F,,996,998.0,Z012,EX,,,1,,3000,3000.0,5300335563.0,0.0,1,25.0,550100000,ST,1
116,24007500ZS,2000,,0,,,,F,,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300335564.0,0.0,1,25.0,550100000,ST,1
117,24009400ZS,2000,,0,,,,F,,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300240922.0,0.0,1,50.0,550100000,ST,1
118,00270127,2000,,0,,,,F,,996,219.0,Z012,Z1,,,1,,3000,3000.0,5300205908.0,0.0,1,20.0,550100000,ST,1
119,60103016,2000,,0,,,,F,,215,215.0,,Y6,,,1,E11,3000,3000.0,5300506477.0,0.0,1,84.0,80100000,ST,1
120,60103083,2000,,0,,,,F,,215,215.0,,Y6,,,1,E11,3000,3000.0,5300506476.0,0.0,1,84.0,80100000,ST,1
121,60103348,2000,,0,,,,F,,215,215.0,,Y6,,,1,E11,3000,3000.0,5300509564.0,0.0,1,84.0,80100000,ST,1
122,00345350,2000,,0,,,,F,,215,215.0,Z006,Y2,,,1,E13,2100,3000.0,5300210746.0,0.0,1,175.0,80300000,ST,1
123,00345280,2000,,0,,,,F,,215,215.0,Z006,Z1,,,1,,2100,3000.0,5300210707.0,0.0,1,84.0,80100000,ST,1
124,60033934,2000,,0,,,,F,,996,998.0,Z012,Z1,,,1,,3000,3000.0,5300391700.0,0.0,1,30.0,0,ST,1
125,34763403,2000,,0,,,,F,,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300284322.0,0.0,1,42.0,10102000,ST,1
126,00346991,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211341.0,0.0,1,3.0,80100000,ST,0
127,60059904,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300427425.0,0.0,1,3.0,80100000,ST,1
128,60021777,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,2100,3000.0,5300374401.0,0.0,1,3.0,140100000,ST,0
129,24221706,2000,,0,,,,F,40.0,203,203.0,Z001,Y2,,,100,E13,2100,3000.0,5300063926.0,0.0,1,3.0,20000000,ST,0
130,23224003,2000,,0,,,,F,40.0,202,202.0,Z011,Y3,,,100,E13,2100,3000.0,5300231283.0,0.0,1,2.0,60200000,ST,0
131,00347841,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211794.0,0.0,1,3.0,80100000,ST,0
132,80650103,2000,,0,,,,F,40.0,215,215.0,Z001,Y2,,,100,E13,2100,3000.0,5300295818.0,0.0,1,3.0,520100000,ST,1
133,80650206,2000,,0,,,,F,40.0,215,215.0,Z001,Y2,,,100,E13,2100,3000.0,5300295843.0,0.0,1,3.0,520100000,ST,1
134,00346334,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300210949.0,0.0,1,3.0,80600000,ST,0
135,00346874,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300211253.0,0.0,1,3.0,80100000,ST,0
136,00346954,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300211313.0,0.0,1,3.0,80100000,ST,0
137,00346956,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300189611.0,0.0,1,3.0,80100000,ST,0
138,00346978,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300211331.0,0.0,1,3.0,80100000,ST,0
139,00347131,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300211422.0,0.0,1,3.0,80100000,ST,0
140,00347701,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300211702.0,0.0,1,3.0,80100000,ST,0
141,60055938,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300421331.0,0.0,1,3.0,80100000,ST,0
142,60055941,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300421332.0,0.0,1,3.0,80100000,ST,0
143,60026596,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300378575.0,0.0,1,3.0,80100000,ST,0
144,60028386,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504081.0,0.0,1,3.0,80100000,ST,0
145,60028388,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504082.0,0.0,1,3.0,80100000,ST,0
146,60029081,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300380966.0,0.0,1,3.0,80100000,ST,0
147,60029469,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300380978.0,0.0,1,3.0,80100000,ST,0
148,60030484,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300382484.0,0.0,1,3.0,80100000,ST,0
149,60030631,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300382486.0,0.0,1,3.0,80100000,ST,0
150,60031076,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300432597.0,0.0,1,3.0,80100000,ST,0
151,60031182,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300384398.0,0.0,1,3.0,80100000,ST,0
152,60033510,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300499047.0,0.0,1,3.0,80100000,ST,0
153,60033775,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300494503.0,0.0,1,3.0,80100000,ST,0
154,60033839,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504091.0,0.0,1,3.0,80100000,ST,0
155,60034542,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300385692.0,0.0,1,3.0,80100000,ST,0
156,60034722,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300444030.0,0.0,1,84.0,80100000,ST,0
157,60034767,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300387349.0,0.0,1,3.0,80100000,ST,0
158,60035025,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300386506.0,0.0,1,3.0,80100000,ST,0
159,60036579,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504095.0,0.0,1,3.0,80100000,ST,0
160,60036965,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504096.0,0.0,1,3.0,80300000,ST,0
161,60037255,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300500739.0,0.0,1,3.0,80100000,ST,0
162,60037307,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300500740.0,0.0,1,3.0,80100000,ST,0
163,60039930,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300392531.0,0.0,1,3.0,80100000,ST,0
164,60043221,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300419852.0,0.0,1,3.0,80100000,ST,0
165,60044744,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504109.0,0.0,1,3.0,80100000,ST,0
166,60046989,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300414683.0,0.0,1,3.0,80100000,ST,0
167,60046992,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300416020.0,0.0,1,3.0,80100000,ST,0
168,60047936,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300412343.0,0.0,1,3.0,80100000,ST,0
169,60048880,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300413283.0,0.0,1,3.0,80100000,ST,0
170,60049857,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300414687.0,0.0,1,3.0,80100000,ST,0
171,60049873,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300414689.0,0.0,1,3.0,80100000,ST,0
172,60007803,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300354265.0,0.0,1,3.0,80100000,ST,0
173,60013039,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300360067.0,0.0,1,3.0,80100000,ST,0
174,60017609,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300367062.0,0.0,1,3.0,80100000,ST,0
175,60017612,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300367064.0,0.0,1,3.0,80100000,ST,0
176,60018318,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300368106.0,0.0,1,3.0,80100000,ST,0
177,60018325,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300368109.0,0.0,1,3.0,80100000,ST,0
178,60018335,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300377986.0,0.0,1,3.0,80100000,ST,0
179,60018732,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300368835.0,0.0,1,3.0,80100000,ST,0
180,60018764,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300368129.0,0.0,1,3.0,80100000,ST,0
