,kmean_Unnamed: 0,kmean_Fulfillment time,kmean_Fixed contract 1,kmean_Fixed contract 2,kmean_Total quantity,kmean_Total value,kmean_Price unit,kmean_Plant processing time,kmean_Material master time,dbscan_Unnamed: 0,dbscan_Planlieferzeit Vertrag,dbscan_Vertrag Fix1,dbscan_Vertrag_Fix2,dbscan_Gesamtbestand,dbscan_Gesamtwert,dbscan_Preiseinheit,dbscan_WE-Bearbeitungszeit,dbscan_Planlieferzeit Mat-Stamm,dbscan_anomaly,xgboost_Unnamed: 0,xgboost_Material number,xgboost_Supplier,xgboost_Contract,xgboost_Contract Position,xgboost_Fulfillment time,xgboost_Fixed contract 1,xgboost_Fixed contract 2,xgboost_Procurement type,xgboost_Special procurement type,xgboost_Dispatcher,xgboost_Buyer,xgboost_Purchasing group,xgboost_Purchasing lot size,xgboost_Total quantity,xgboost_Total value,xgboost_Price unit,xgboost_Calendar,xgboost_Plant,xgboost_Plant information record,xgboost_Information record number,xgboost_Information record type,xgboost_Plant processing time,xgboost_Material master time,xgboost_Product group,xgboost_Base unit,lof_Unnamed: 0,lof_Material number,lof_Supplier,lof_Contract,lof_Contract Position,lof_Fulfillment time,lof_Fixed contract 1,lof_Fixed contract 2,lof_Procurement type,lof_Special procurement type,lof_Dispatcher,lof_Buyer,lof_Purchasing group,lof_Purchasing lot size,lof_Total quantity,lof_Total value,lof_Price unit,lof_Calendar,lof_Plant,lof_Plant information record,lof_Information record number,lof_Information record type,lof_Plant processing time,lof_Material master time,lof_Product group,lof_Base unit,lof_anomaly,rfc_Unnamed: 0,rfc_Materialnummer,rfc_Lieferant OB,rfc_Vertrag OB,rfc_Vertragsposition OB,rfc_Planlieferzeit Vertrag,rfc_Vertrag Fix1,rfc_Vertrag_Fix2,rfc_Beschaffungsart,rfc_Sonderbeschaffungsart,rfc_Disponent,rfc_Einkäufer,rfc_DispoGruppe,rfc_Dispolosgröße,rfc_Gesamtbestand,rfc_Gesamtwert,rfc_Preiseinheit,rfc_Kalender,rfc_Werk OB,rfc_Werk Infosatz,rfc_Infosatznummer,rfc_Infosatztyp,rfc_WE_Bearbeitungszeit,rfc_Planlieferzeit Mat-Stamm,rfc_Warengruppe,rfc_Basiseinheit,rfc_Anomaly_Score,rfc_Predicted_Label,iforest_Unnamed: 0,iforest_Material number,iforest_Supplier,iforest_Contract,iforest_Contract Position,iforest_Fulfillment time,iforest_Fixed contract 1,iforest_Fixed contract 2,iforest_Procurement type,iforest_Special procurement type,iforest_Dispatcher,iforest_Buyer,iforest_Purchasing group,iforest_Purchasing lot size,iforest_Total quantity,iforest_Total value,iforest_Price unit,iforest_Calendar,iforest_Plant,iforest_Plant information record,iforest_Information record number,iforest_Information record type,iforest_Plant processing time,iforest_Material master time,iforest_Product group,iforest_Base unit,iforest_if_anomaly
1395,,,,,,,,,,1395,0,0,0,0,0,1,1,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4918.0,34920600,715408.0,,0.0,,,,F,30.0,223.0,223.0,Z004,TB,,,1.0,,2000.0,,5300434821.0,3.0,1.0,56.0,010403000,ST,0.0,1395,36062901,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300291354.0,0.0,1,999,10301010,ST,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,,,,,,,,,,1396,0,0,0,30040,21127222,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11872.0,00100266,700222.0,,0.0,,,,F,,208.0,208.0,Z011,Y9,,,1.0,E11,2100.0,,5300000585.0,0.0,1.0,21.0,070300000,ST,0.0,1396,35150714,2100,,0,0,0,0,F,41.0,203,203.0,Z011,Y9,30040,21127222,1,E11,2000,2000.0,5300199900.0,0.0,2,3,030201000,ST,0.5725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,,,,,,,,,,1397,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16938.0,60054553,2000.0,,0.0,,,,F,40.0,223.0,223.0,Z001,Z3,,,1.0,,3000.0,3000.0,5300424709.0,0.0,1.0,56.0,010403000,ST,0.0,1397,23321400UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2100,,5300123456.0,0.0,1,42,10401000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,,,,,,,,,,1398,0,0,0,0,0,100,1,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16735.0,00131029,2000.0,,0.0,,,,F,40.0,212.0,212.0,Z012,Y2,,,1.0,E11,3000.0,3000.0,5300364225.0,0.0,1.0,84.0,70200000,ST,1.0,1398,95192460,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300313208.0,0.0,1,999,10502000,ST,0.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,,,,,,,,,,1399,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8153.0,96164082,2000.0,,0.0,,,,F,40.0,224.0,224.0,Z012,Z4,,,100.0,,3000.0,3000.0,5300316419.0,0.0,1.0,42.0,010301010,ST,0.0,1399,24443200UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z4,0,0,1,,3000,3000.0,5300247002.0,0.0,1,42,10403000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,,,,,,,,,,1400,0,0,0,0,0,1,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13988.0,34308900UB,2000.0,,0.0,,,,F,40.0,228.0,228.0,Z012,Z1,,,1.0,,3000.0,3000.0,5300278496.0,0.0,1.0,42.0,10401000,ST,0.0,1400,23318902,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z1,0,0,1,,3000,3000.0,5300353830.0,0.0,1,21,60100000,ST,0.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,,,,,,,,,,1401,0,0,0,0,0,100,1,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11219.0,95184094,2100.0,,0.0,,,,F,41.0,224.0,224.0,Z012,Z4,,,1.0,,3000.0,3000.0,5300406332.0,0.0,1.0,42.0,010102000,ST,0.0,1401,28249303,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y2,0,0,100,E12,3000,3000.0,5300338461.0,0.0,1,56,140500000,ST,0.924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,,,,,,,,,,1402,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4750.0,34785302,2000.0,,0.0,,,,F,40.0,266.0,998.0,Z004,EX,,,1.0,,2700.0,3000.0,5300284621.0,0.0,,5.0,10102000,ST,1.0,1402,96080264,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300047671.0,0.0,1,28,010102000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,,,,,,,,,,1403,0,0,0,0,0,1,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0,23928000,702225.0,,0.0,,,,F,30.0,213.0,213.0,Z004,TB,60.0,167703.0,1.0,,2000.0,,5300175354.0,3.0,1.0,63.0,550100000,ST,0.0,1403,00121088,700769,,0,0,0,0,F,,208,208.0,Z001,Z1,0,0,1,,2000,,5300132817.0,0.0,1,14,070000000,ST,0.0157391304347826,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,,,,,,,,,,1404,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14853.0,00120442,702236.0,,0.0,,,,F,,708.0,708.0,Z011,Y2,,,1.0,E11,2000.0,,5300008356.0,0.0,1.0,56.0,130600000,ST,0.0,1404,23904201UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300122606.0,0.0,1,42,10102000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,,,,,,,,,,1405,0,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,00360328,706261.0,,0.0,,,,F,,264.0,264.0,Z010,Y4,50.0,192.0,100.0,E11,2100.0,,5300178207.0,0.0,1.0,28.0,140100000,ST,0.0,1405,23825300UB,1000,,0,0,0,0,F,,991,991.0,Z012,Z5,0,0,1,,3000,,5300151882.0,0.0,1,3,10403000,ST,0.2132805427938091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,,,,,,,,,,1406,0,0,0,40,124,1,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10843.0,33010105,702225.0,,0.0,,,,F,,221.0,221.0,Z001,Z7,,,100.0,,2100.0,,5300042128.0,0.0,1.0,28.0,010102000,ST,0.0,1406,33639601,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Z1,40,124,1,,3000,3000.0,5300275291.0,0.0,1,42,060100000,ST,0.6846531246531247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,,,,,,,,,,1407,14,14,35,44900,1136073,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4847.0,34439108UB,2000.0,,0.0,,,,F,40.0,202.0,202.0,Z012,Z5,,,100.0,,3000.0,3000.0,5300279702.0,0.0,1.0,42.0,10102000,ST,0.0,1407,34761302,701710,5500001817.0,20,14,14,35,F,,731,731.0,Z008,Y5,44900,1136073,1,E14,2000,,5300047026.0,0.0,1,14,100201000,ST,0.5933333333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,,,,,,,,,,1408,0,0,0,100,618,100,1,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12970.0,00360174,700020.0,,0.0,,,,F,,208.0,208.0,Z011,X4,1770.0,2478.0,100.0,E20,3000.0,,5300017346.0,0.0,1.0,12.0,140100000,ST,0.0,1408,60008996,701318,,0,0,0,0,F,,228,228.0,Z010,Y3,100,618,100,E13,2100,,5300359225.0,0.0,1,28,010102000,ST,0.3279999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,,,,,,,,,,1409,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9492.0,95193638,2000.0,,0.0,,,,F,40.0,223.0,223.0,Z012,Z1,,,100.0,,3000.0,3000.0,5300313656.0,0.0,1.0,999.0,10102000,ST,0.0,1409,34764200,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E15,2100,,5300125458.0,0.0,1,28,010401000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,,,,,,,,,,1410,0,0,0,30,38502,1,1,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12493.0,04005544,1900.0,,0.0,,,,F,,206.0,206.0,Z001,Y4,,,1.0,E11,2000.0,,5300135224.0,0.0,1.0,5.0,050500000,ST,0.0,1410,60072551,2000,,0,0,0,0,F,40.0,215,215.0,Z001,Z1,30,38502,1,,3000,3000.0,5300470510.0,0.0,1,84,080100000,ST,0.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,,,,,,,,,,1411,0,0,0,20,598,1,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14454.0,04002974,715932.0,,0.0,,,,F,,208.0,208.0,Z001,Y9,300.0,7903.0,100.0,E11,2100.0,,5300460505.0,0.0,1.0,21.0,070300000,ST,0.0,1411,00121099,705086,,0,0,0,0,F,,708,708.0,Z010,Y2,20,598,1,E15,2100,,5300359774.0,0.0,1,42,070400000,ST,0.6561521256521256,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,,,,,,,,,,1412,0,0,0,120,5786,100,1,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4449.0,04001661,700222.0,,0.0,,,,F,,208.0,208.0,Z011,Y3,,,100.0,E11,2000.0,,5300120678.0,0.0,1.0,14.0,140700000,ST,0.0,1412,04003635,708105,,0,0,0,0,F,,279,279.0,Z001,Z7,120,5786,100,,3000,,5300135125.0,0.0,1,28,090300000,ST,0.078,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,,,,,,,,,,1413,0,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,960.0,60059003,715646.0,,0.0,,,,F,,228.0,228.0,Z010,Y3,,,100.0,E11,2000.0,,5300507123.0,0.0,1.0,28.0,10102000,ST,0.0,1413,23245801,702225,,0,0,0,0,F,40.0,221,221.0,Z001,Z5,0,0,1,,2100,,5300057828.0,0.0,1,3,010102000,ST,0.2132805427938091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,,,,,,,,,,1414,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,00393674,706261.0,,0.0,,,,F,,264.0,264.0,Z010,Y4,,,100.0,E11,2000.0,,,,1.0,21.0,530104000,ST,0.0,1414,34534100,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300281203.0,0.0,1,42,10401000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,,,,,,,,,,1415,0,0,0,0,0,1,1,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13062.0,95140090,701829.0,,0.0,,,,F,,203.0,203.0,Z001,Z1,,,1.0,,2000.0,,5300091913.0,0.0,1.0,120.0,130400000,ST,0.0,1415,24725102UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300252285.0,0.0,1,999,10401000,ST,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,,,,,,,,,,1416,0,0,0,0,0,1,1,365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10766.0,35196300UB,704955.0,,0.0,,,,F,,228.0,228.0,Z002,TB,,,1.0,,2100.0,,5300110166.0,3.0,1.0,42.0,10402000,ST,0.0,1416,34941200,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300286130.0,0.0,1,365,550100000,ST,0.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,,,,,,,,,,1417,0,0,0,360,19444,1,1,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,18577.0,60043623,707605.0,,0.0,,,,F,,206.0,206.0,Z012,Z7,260.0,5538.0,100.0,,3000.0,,5300503724.0,0.0,1.0,30.0,530000000,ST,0.0,1417,00370342,2000,,0,0,0,0,F,40.0,707,707.0,Z012,Y4,360,19444,1,E13,3000,3000.0,5300180752.0,0.0,1,63,140700000,ST,0.6946153846153845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,,,,,,,,,,1418,0,0,0,90,42004,100,1,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6459.0,00347029,708987.0,,0.0,,,,F,30.0,215.0,215.0,Z006,Z1,,,1.0,,2000.0,,5300154468.0,3.0,1.0,56.0,080100000,ST,0.0,1418,25020830,702779,,0,0,0,0,F,30.0,276,276.0,Z012,Y4,90,42004,100,E11,3000,,5300127754.0,3.0,1,35,080100000,ST,0.288,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,,,,,,,,,,1419,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1911.0,23351800UB,704926.0,,0.0,,,,F,,223.0,223.0,Z001,Z6,,,1.0,,2000.0,,5300073461.0,0.0,1.0,42.0,10402000,ST,0.0,1419,60097734,700000,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,1,E13,2100,,5300504379.0,0.0,1,28,10102000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,,,,,,,,,,1420,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,17041.0,04105306,1900.0,,0.0,,,,F,,206.0,206.0,Z001,Y4,,,1.0,E11,2000.0,,5300084097.0,0.0,1.0,5.0,131500000,ST,0.0,1420,34466900UB,1000,,0,0,0,0,F,,991,991.0,Z008,Z9,0,0,1,,2000,,5300096403.0,0.0,1,42,10403000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,,,,,,,,,,1421,0,0,0,10,19181,1,1,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16805.0,34466496,2000.0,,0.0,,,,F,40.0,252.0,252.0,Z012,Z4,,,1.0,,3000.0,3000.0,5300412692.0,0.0,1.0,999.0,550100000,ST,0.0,1421,60071307,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,10,19181,1,,3000,3000.0,5300472799.0,0.0,1,70,010401000,ST,0.35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,,,,,,,,,,1422,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,17293.0,04005371,707284.0,4600012435.0,10.0,60.0,,,F,,207.0,207.0,Z001,Y4,380.0,7447.0,100.0,E11,2000.0,,5300111076.0,0.0,2.0,60.0,70300000,ST,1.0,1422,34785401UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z1,0,0,1,,3000,3000.0,5300284628.0,0.0,1,28,10301000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,,,,,,,,,,1423,0,0,0,0,0,1,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10732.0,81012901,700000.0,,0.0,,,,F,,223.0,223.0,Z001,X3,,,1.0,E20,2000.0,,5300060149.0,0.0,1.0,28.0,010102000,ST,0.0,1423,04004756,702779,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300107885.0,0.0,1,14,080100000,ST,0.0157391304347826,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,,,,,,,,,,1424,0,0,0,0,0,1,1,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5339.0,21316202,2000.0,,0.0,,,,F,40.0,989.0,989.0,Z012,Z1,,,100.0,,3000.0,3000.0,5300228035.0,0.0,1.0,999.0,10201000,ST,1.0,1424,60062041,707288,,0,0,0,0,F,,996,998.0,Z001,Z1,0,0,1,,2000,,5300544670.0,0.0,1,999,080000000,ST,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,,,,,,,,,,1425,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8509.0,00311108,2100.0,,0.0,,,,F,41.0,203.0,203.0,Z012,Z7,70.0,32102.0,1.0,,3000.0,3000.0,5300196968.0,0.0,1.0,210.0,030203000,ST,0.0,1425,82019705,701805,,0,0,0,0,F,,211,211.0,Z010,Y2,0,0,1,E11,2100,,5300086280.0,0.0,1,42,070500000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,,,,,,,,,,1426,0,0,0,90,30148,1,1,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14331.0,60026994,705311.0,,0.0,,,,F,,206.0,206.0,Z001,Z7,4050.0,444454.0,100.0,,2000.0,,5300378705.0,0.0,1.0,90.0,130000000,ST,1.0,1426,33611800,2000,,0,0,0,0,F,,223,223.0,Z012,Z7,90,30148,1,,3000,3000.0,5300275074.0,0.0,1,56,010401000,ST,0.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,,,,,,,,,,1427,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15284.0,00440519,2000.0,,0.0,,,,F,40.0,203.0,203.0,Z012,Z1,,,1.0,,3000.0,3000.0,5300220405.0,0.0,1.0,63.0,140300000,ST,0.0,1427,23658734,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300039812.0,0.0,1,28,010102000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,,,,,,,,,,1428,0,0,0,0,0,1000,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6285.0,23103304,2100.0,,0.0,,,,F,41.0,224.0,224.0,Z012,Z7,120.0,61669.0,1.0,,3000.0,3000.0,5300197395.0,0.0,1.0,70.0,040200000,ST,1.0,1428,00400628,700464,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300019953.0,0.0,1,21,010301000,MM,0.1693333333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,,,,,,,,,,1429,0,0,0,980,9212,100,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14032.0,00360682,706261.0,,0.0,,,,F,,272.0,272.0,Z012,Y4,360.0,339.0,100.0,E13,3000.0,,5300185273.0,0.0,1.0,7.0,140100000,ST,0.0,1429,00385662,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,980,9212,100,E11,2000,,5300185923.0,0.0,1,14,120000000,ST,0.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,,,,,,,,,,1430,0,0,0,0,0,100,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,17268.0,34574401,2100.0,,0.0,,,,F,41.0,224.0,224.0,Z012,Z4,,,100.0,,3000.0,3000.0,5300405783.0,0.0,1.0,42.0,010102000,ST,0.0,1430,23270801UB,2100,,0,0,0,0,F,41.0,223,223.0,Z012,Z5,0,0,100,,3000,3000.0,5300197541.0,0.0,1,28,10102000,ST,0.3663333333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,,,,,,,,,,1431,0,0,0,10,1873,100,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.0,00330413,700535.0,,0.0,,,,F,,233.0,233.0,Z011,Z1,200.0,272109.0,1.0,,2100.0,,5300091643.0,0.0,1.0,21.0,110400000,ST,0.0,1431,01186201,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,10,1873,100,,3000,3000.0,5300221846.0,0.0,1,42,010102000,ST,0.5938333333333332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,,,,,,,,,,1432,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4467.0,25020113,700151.0,,0.0,,,,F,,233.0,233.0,Z011,Y4,,,1.0,E15,2100.0,,5300122098.0,0.0,1.0,28.0,060100000,ST,0.0,1432,96061901UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300046870.0,0.0,1,28,10103000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,,,,,,,,,,1433,0,0,0,0,0,1,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7723.0,24418400UB,700119.0,,0.0,,,,F,,228.0,228.0,Z008,Y9,,,1.0,E15,2000.0,,5300159309.0,0.0,1.0,42.0,10402000,ST,0.0,1433,00440806,709277,,0,0,0,0,F,,203,203.0,Z001,Y2,0,0,1,E15,2000,,5300175484.0,0.0,1,21,550100000,ST,0.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,,,,,,,,,,1434,0,0,0,0,0,100,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9620.0,00390228,706261.0,,0.0,,,,F,,264.0,264.0,Z010,Y4,,,1.0,E11,2000.0,,5300381742.0,0.0,1.0,13.0,580600000,ST,0.0,1434,04002251,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300123723.0,0.0,1,5,100300000,M,0.4039296536796537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,,,,,,,,,,1435,0,0,0,0,0,100,1,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10584.0,34563000UB,704276.0,,0.0,,,,F,30.0,228.0,228.0,Z001,Y2,,,1.0,E14,2000.0,,5300185617.0,3.0,1.0,42.0,10402000,ST,0.0,1435,60064958,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,0,0,100,,3000,,5300449551.0,0.0,1,30,520200000,ST,0.3663333333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,,,,,,,,,,1436,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7760.0,00190523,702586.0,,0.0,,,,F,,203.0,203.0,Z010,Y2,2740.0,19446.0,100.0,E11,2000.0,,5300144879.0,0.0,1.0,63.0,110500000,ST,0.0,1436,34936800UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2100,,5300084773.0,0.0,1,42,10402000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,,,,,,,,,,1437,0,0,0,140,52485,1,1,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11688.0,34014802,711636.0,,0.0,,,,F,,211.0,211.0,Z001,Y2,,,1.0,E14,2000.0,,5300187213.0,0.0,1.0,28.0,010102000,ST,0.0,1437,00394188,700225,,0,0,0,0,F,,206,206.0,Z012,Z7,140,52485,1,,3000,,5300171470.0,0.0,1,30,590200000,ST,0.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,,,,,,,,,,1438,0,0,0,0,0,1,1,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9153.0,04000463,701710.0,,0.0,,,,F,,231.0,231.0,Z008,Y4,,,1.0,E14,2100.0,,5300170092.0,0.0,1.0,49.0,100201000,ST,1.0,1438,00330858,706382,,0,0,0,0,F,,233,233.0,Z008,Y2,0,0,1,E13,2000,,5300153961.0,0.0,1,77,110400000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,,,,,,,,,,1439,0,0,0,5560,233419,100,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,80580307,2000.0,,0.0,,,,F,40.0,203.0,203.0,Z012,Y9,,,100.0,E11,3000.0,3000.0,5300295634.0,0.0,1.0,999.0,520100000,ST,0.0,1439,60018586,700000,,0,0,0,0,F,,223,223.0,Z010,V3,5560,233419,100,E19,2100,,5300375118.0,0.0,1,42,010100000,ST,0.18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,,,,,,,,,,1440,0,0,0,0,0,1,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5422.0,24034502,702257.0,,0.0,,,,F,,212.0,212.0,Z001,Y4,,,100.0,E13,2100.0,,5300142894.0,0.0,1.0,42.0,050300000,ST,1.0,1440,36980006.1,700222,,0,0,0,0,F,,208,208.0,Z011,Y3,0,0,1,E11,2000,,5300120788.0,0.0,1,14,070400000,ST,0.0157391304347826,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,,,,,,,,,,1441,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16466.0,00210451,2000.0,,0.0,,,,F,40.0,206.0,206.0,Z012,Z1,,,1.0,,3000.0,3000.0,5300204641.0,0.0,1.0,84.0,80200000,ST,1.0,1441,00130375,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,1,E11,3000,3000.0,5300202964.0,0.0,1,28,70200000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,,,,,,,,,,1442,0,0,0,0,0,100,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,35190350,2100.0,,0.0,,,,F,41.0,224.0,224.0,Z012,Z4,,,1.0,,3000.0,3000.0,5300199911.0,0.0,1.0,42.0,010403000,ST,0.0,1442,00385559,1900,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300077957.0,0.0,1,5,010102000,ST,0.4039296536796537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
