,Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,Anomaly_Score,Predicted_Label
9591,60096732,700230,,0,0,0,0,F,30.0,219,219.0,Z001,Z1,10,7275,1,,2100,,5300502952.0,3.0,1,70,100202000,ST,0.34,1
9592,00350112,700020,5500007486.0,10,4,4,60,F,,208,208.0,Z011,X4,1400,35,100,E20,2000,,5300015305.0,0.0,1,12,140200000,ST,0.035,1
9593,23094001,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300230639.0,0.0,1,999,010102000,ST,0.51,0
9594,00360387,701806,,0,0,0,0,F,,208,208.0,Z011,V4,0,0,1,E98,3000,,5300381298.0,0.0,2,14,140100000,ST,0.0417391304347826,1
9595,24804600,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300254311.0,0.0,1,42,10403000,ST,0.4431415382862749,1
9596,00340931,704772,4600012473.0,10,112,0,0,F,,215,215.0,Z001,Y5,3570,363947,1,E13,2000,,5300066281.0,0.0,1,133,80200000,ST,0.5003333333333333,0
9597,01554600,701056,,0,0,0,0,F,30.0,706,706.0,Z011,Y4,0,0,1,E12,2000,,5300415815.0,3.0,1,42,550100000,ST,0.4431415382862749,1
9598,00380621,700612,,0,0,0,0,F,,206,206.0,Z001,Z1,510,39845,100,,2000,,5300095053.0,0.0,1,14,120000000,ST,0.1733333333333333,1
9599,28041605,700020,,0,0,0,0,F,,208,208.0,Z011,X4,190,41961,1,E20,2100,,5300090478.0,0.0,1,56,010102000,ST,0.63,0
9600,60046987,701710,,0,0,0,0,F,,216,216.0,Z001,Y5,620,27019,100,E14,2000,,5300410710.0,0.0,1,42,100202000,ST,0.21,1
9601,24752300,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300185940.0,0.0,1,999,550100000,ST,0.0,1
9602,00310619UB,700585,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2000,,5300169315.0,0.0,1,150,50500000,ST,0.75,0
9603,00130086,702236,,0,0,0,0,F,,708,708.0,Z011,Y2,0,0,1,E11,2100,,5300011068.0,0.0,1,56,070300000,ST,0.1754642857142856,1
9604,80490206,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y5,0,0,100,E11,3000,3000.0,5300295505.0,0.0,1,999,520100000,ST,0.51,0
9605,33127407,701263,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2000,,5300043470.0,0.0,1,14,010103000,ST,0.0157391304347826,1
9606,23337301,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,210,9345,100,E13,2000,,5300140247.0,0.0,1,28,060100000,ST,0.1,1
9607,00360824,701806,,0,0,0,0,F,,208,208.0,Z011,V4,390,137,100,E98,3000,,5300184642.0,0.0,2,14,140100000,ST,0.2234642857142857,1
9608,04559519,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300411040.0,0.0,1,70,00,ST,0.985,0
9609,00111118,700667,,0,0,0,0,F,,203,203.0,Z001,Y3,0,0,1,E11,2100,,5300114155.0,0.0,1,70,070800000,ST,0.985,0
9610,23658618,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300236007.0,0.0,1,56,10102000,ST,0.924,0
9611,33841103UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300276414.0,0.0,1,56,10102000,ST,0.1754642857142856,1
9612,00265195,708076,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2000,,5300169561.0,0.0,1,30,580600000,ST,0.3663333333333333,1
9613,28146400,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,20,133938,1,,3000,3000.0,5300263149.0,0.0,1,42,010402000,ST,0.3655555555555556,1
9614,00100201,706611,,0,0,0,0,F,,208,208.0,Z011,Y6,870,2637,100,E14,3000,,5300092046.0,0.0,1,42,070300000,ST,0.21,1
9615,04005585,700418,,0,0,0,0,F,,278,278.0,Z012,Z7,170,5843,100,,3000,,5300114156.0,0.0,1,7,050000000,ST,0.115,1
9616,60068341,708008,,0,0,0,0,F,,996,203.0,Z008,Y2,0,0,100,E11,2100,,5300462840.0,0.0,1,999,520200000,ST,0.51,0
9617,00346884,711970,,0,0,0,0,F,,215,215.0,Z001,Y4,0,0,100,E13,2000,,5300194020.0,0.0,1,84,080100000,ST,0.7,0
9618,24726101UB,702225,,0,0,0,0,F,,213,213.0,Z001,Y4,0,0,1,E13,2000,,5300169244.0,0.0,1,56,10401000,ST,0.1754642857142856,1
9619,23991800,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300240865.0,0.0,1,28,10401000,ST,0.88,0
9620,00390228,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,1,E11,2000,,5300381742.0,0.0,1,13,580600000,ST,0.0169156010230179,1
9621,00265174,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300092590.0,0.0,1,5,090300000,ST,0.4039296536796537,1
9622,60097692,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300502588.0,0.0,1,10,10102000,ST,0.0269156010230179,1
9623,88112301,701710,,0,0,0,0,F,,231,231.0,Z008,Y4,0,0,1,E14,2000,,5300139246.0,0.0,1,71,100201000,ST,0.885,0
9624,60071015,1900,,0,0,0,0,F,,278,278.0,Z001,Z7,20,2293,1,,3000,,5300523168.0,0.0,1,56,010400000,ST,0.3979444444444444,1
9625,60058965,704232,,0,0,0,0,F,,206,206.0,Z012,Z1,50,4631,1,,3000,,5300426176.0,0.0,1,112,520300000,ST,0.4,1
9626,00392286,701979,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,3000,,5300139488.0,0.0,1,30,520300000,ST,0.8859999999999999,0
9627,30021346,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300182761.0,0.0,1,5,010102000,ST,0.4039296536796537,1
9628,60061452,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,20,129,100,E11,2000,,5300448815.0,0.0,1,14,520100000,ST,0.5290198412698413,0
9629,60057126,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300424736.0,0.0,1,70,010102000,ST,0.985,0
9630,60032410,700000,,0,0,0,0,F,,279,279.0,Z001,Z7,0,0,100,,3000,,5300522527.0,0.0,1,28,010502000,ST,0.3663333333333333,1
9631,60040124,709574,4600012513.0,10,112,0,0,F,,215,215.0,Z001,Z3,6310,11928214,1,,2000,,5300406806.0,0.0,1,112,80400000,ST,0.9016666666666666,0
9632,00310413,700015,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,3000,,5300001559.0,0.0,1,21,140100000,ST,0.3557619047619048,1
9633,28146700,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300263156.0,0.0,1,999,10400000,ST,0.0,1
9634,95194467,702225,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300194753.0,3.0,1,999,550100000,ST,0.0,1
9635,00130385,703334,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2000,,5300013246.0,0.0,1,84,070200000,ST,0.0,1
9636,24460705,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,100,E20,2000,,5300155139.0,0.0,1,28,010502000,ST,0.3663333333333333,1
9637,00381090,700783,,0,0,0,0,F,,203,203.0,Z002,Z2,370,3256,100,,2000,,5300061455.0,0.0,1,21,120000000,ST,0.1,1
9638,60119676,708008,,0,0,0,0,F,,206,206.0,Z001,Z7,3000,17655,100,,2000,,5300543595.0,0.0,1,30,520200000,ST,0.16,1
9639,00390219,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,1,,3000,3000.0,5300353608.0,0.0,1,14,580600000,ST,0.0157391304347826,1
9640,00300314,703338,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2100,,5300016828.0,0.0,15,28,070100000,ST,0.33,1
9641,00310167,703339,,0,0,0,0,F,,203,203.0,Z010,Y9,1130,914019,1,E11,2000,,5300018983.0,0.0,5,56,130000000,ST,0.45,1
9642,28122402,2100,,0,0,0,0,F,41.0,221,221.0,Z001,U0,80,108,1,,2700,2000.0,5300198796.0,0.0,1,7,010102000,ST,0.5207433339607254,0
9643,80440511,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,100,E11,3000,3000.0,5300295382.0,0.0,1,999,520100000,ST,0.51,0
9644,00400944,703555,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300061818.0,0.0,40,56,030203000,ST,0.7537063492063493,0
9645,36980011,700222,,0,0,0,0,F,,208,208.0,Z011,Y3,0,0,1,E11,2000,,5300147882.0,0.0,1,14,070400000,ST,0.0157391304347826,1
9646,60047565,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,0,0,100,,3000,,5300413854.0,0.0,1,30,520200000,ST,0.3663333333333333,1
9647,00346832,708038,5500005014.0,10,14,14,84,F,,715,715.0,Z001,Y6,1280,56383,100,E11,2000,,5300148194.0,0.0,1,84,80100000,ST,0.46,1
9648,24320300UB,704926,,0,0,0,0,F,30.0,223,223.0,Z001,Z6,0,0,1,,2000,,5300114110.0,3.0,1,42,10403000,ST,0.4431415382862749,1
9649,00270208,701348,,0,0,0,0,F,,206,206.0,Z002,Z2,0,0,1,,2000,,5300007923.0,0.0,1,14,131400000,ST,0.0157391304347826,1
9650,95154088,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300307913.0,0.0,1,35,10102000,ST,0.961,0
9651,00370146,701806,,0,0,0,0,F,,208,208.0,Z011,V4,14890,7672,100,E98,2100,,5300170353.0,0.0,2,14,140100000,ST,0.11,1
9652,00393376,705152,,0,0,0,0,F,,206,206.0,Z001,W2,0,0,1,,2000,,5300070549.0,0.0,1,30,530800000,KG,0.8859999999999999,0
9653,60063312,708008,,0,0,0,0,F,,996,203.0,Z008,Y2,0,0,100,E11,2100,,5300449585.0,0.0,1,999,520200000,ST,0.51,0
9654,60059918,701254,,0,0,0,0,F,,203,203.0,Z008,Y6,60,318,100,E11,2100,,5300497525.0,0.0,1,14,00,ST,0.4756865079365079,1
9655,60036810,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E11,2000,,5300496615.0,0.0,1,28,010502000,ST,0.3663333333333333,1
9656,00380140,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,60,18,100,E11,2000,,5300126717.0,0.0,1,14,120000000,ST,0.527686507936508,0
9657,60027495,708551,5500007195.0,10,14,14,60,F,,708,708.0,Z010,Y6,3100,80022,100,E14,2000,,5300382528.0,0.0,1,42,70300000,ST,0.39,1
9658,00110840,708551,,0,0,0,0,F,,708,708.0,Z010,Y6,0,0,1,E11,2100,,5300149424.0,0.0,1,42,070300000,ST,0.4431415382862749,1
9659,00386216,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,0,0,100,E11,2000,,5300192162.0,0.0,1,14,120000000,ST,0.6729007936507937,0
9660,60114068,701318,,0,0,0,0,F,30.0,232,232.0,Z001,Z1,0,0,1,,2000,,5300533151.0,3.0,1,28,00,ST,0.88,0
9661,00120226,705086,,0,0,0,0,F,,708,708.0,Z010,Y2,30,4258,1,E15,2100,,5300170701.0,0.0,1,42,070400000,ST,0.4109722222222223,1
9662,04000883,707779,,0,0,0,0,F,,279,279.0,Z001,Y4,140,1714,100,E13,3000,,5300124381.0,0.0,1,35,100202000,ST,0.3566666666666667,1
9663,60030485,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E15,2100,,5300382675.0,0.0,1,56,060100000,ST,0.924,0
9664,24359100UB,700119,4600008716.0,10,14,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300110553.0,0.0,1,42,10403000,ST,0.0,1
9665,23316900,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E13,2000,,5300026048.0,0.0,1,28,010401000,ST,0.88,0
9666,24763600UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300253602.0,0.0,1,999,10403000,ST,0.0,1
9667,00110848,700537,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E13,2100,,5300004669.0,0.0,1,70,070600000,ST,0.985,0
9668,24555508,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,130,247,100,E13,2000,,5300173502.0,0.0,1,28,010102000,ST,0.248,1
9669,00100144,708551,5500005264.0,10,14,14,60,F,,708,708.0,Z010,Y6,1130,15192,1,E11,2100,,5300149336.0,0.0,1,60,70300000,ST,0.4795,1
9670,60068438,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300433575.0,0.0,1,70,10402000,ST,0.985,0
9671,95142768UB,1000,,0,0,0,0,F,,991,991.0,Z008,Z5,0,0,1,,2000,,5300115503.0,0.0,1,42,10401000,ST,0.4431415382862749,1
9672,23781408UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300237706.0,0.0,1,42,10102000,ST,0.4431415382862749,1
9673,60018041,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2100,,5300381454.0,0.0,1,42,10401000,ST,0.4431415382862749,1
9674,01230302,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300222542.0,0.0,1,42,10502000,ST,0.8318333333333335,0
9675,30020013,701098,,0,0,0,0,F,,279,279.0,Z001,Y4,280,4797,100,E15,3000,,5300100516.0,0.0,1,35,010102000,ST,0.19,1
9676,23499307,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300234446.0,0.0,1,28,60100000,ST,0.88,0
9677,04004659,708105,,0,0,0,0,F,,279,279.0,Z001,Z1,100,885,1000,,3000,,5300136226.0,0.0,1,35,110100000,ST,0.2666666666666666,1
9678,24564203,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300248697.0,0.0,1,42,010102000,ST,0.4431415382862749,1
9679,60025775,708148,,0,0,0,0,F,,206,206.0,Z012,Z1,0,0,1,,3000,,5300377255.0,0.0,1,180,520300000,ST,0.86,0
9680,04006729,708105,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,100,,2100,,5300143814.0,0.0,1,42,060100000,ST,0.8318333333333335,0
9681,00170083,700418,,0,0,0,0,F,,203,203.0,Z001,Y2,90,714,100,E13,2000,,5300016392.0,0.0,1,35,050200000,ST,0.4846666666666667,1
9682,00140023,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,30,1485,1,,3000,3000.0,5300203359.0,0.0,1,14,131200000,ST,0.654,0
9683,90230468,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,0,0,100,,3000,3000.0,5300300305.0,0.0,1,999,520200000,ST,0.51,0
9684,24919500UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z5,0,0,1,,2000,,5300195808.0,0.0,1,50,10401000,ST,0.5359007936507938,0
9685,60047993,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300411076.0,0.0,1,70,10402000,ST,0.985,0
9686,95143564UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300306588.0,0.0,1,999,10102000,ST,0.0,1
9687,80710206,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y5,0,0,100,E11,3000,3000.0,5300296460.0,0.0,1,14,520100000,ST,0.6729007936507937,0
9688,23037004UB,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E11,2000,,5300506776.0,0.0,1,28,10102000,ST,0.3663333333333333,1
9689,00311308,703002,,0,0,0,0,F,,208,208.0,Z001,Y2,0,0,100,E11,2000,,5300118350.0,0.0,1,56,110600000,ST,0.924,0
9690,25010100,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300078652.0,0.0,1,5,550100000,ST,0.218938967702234,1
9691,00345051,711970,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,1,E13,2100,,5300193789.0,3.0,1,77,080100000,ST,0.88,0
9692,23051303,2000,,0,0,0,0,F,40.0,215,215.0,Z008,Z2,4630,20287,100,,3000,3000.0,5300229796.0,0.0,1,56,100202000,ST,0.25,1
9693,60049933,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300464328.0,0.0,1,3,10402000,ST,0.2132805427938091,1
9694,34667100UB,704926,,0,0,0,0,F,30.0,223,223.0,Z001,Z5,0,0,1,,2000,,5300148848.0,3.0,1,56,10402000,ST,0.1754642857142856,1
9695,28122103UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2100,,5300063913.0,0.0,1,28,10102000,ST,0.3663333333333333,1
9696,00346461,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,10,9409,1,,3000,3000.0,5300211021.0,0.0,1,999,130100000,ST,0.04,1
9697,00400344,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300017714.0,0.0,1,21,010303000,MM,0.1693333333333333,1
9698,95062902,700723,,0,0,0,0,F,,203,203.0,Z002,Y4,3790,201357,1,E13,2000,,5300055265.0,0.0,1,119,020000000,ST,0.455,1
9699,60091166,708008,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300477174.0,0.0,1,30,520200000,ST,0.3663333333333333,1
9700,00260258,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,180,21,100,E11,3000,,5300450132.0,0.0,1,14,090300000,ST,0.3354642857142856,1
9701,60093531,701979,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300496473.0,0.0,1,90,520300000,ST,0.28,1
9702,00110202,701548,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300002214.0,0.0,1,84,070800000,ST,0.0,1
9703,36039103,2000,,0,0,0,0,F,40.0,219,219.0,Z012,Z1,0,0,100,,3000,3000.0,5300290370.0,0.0,1,999,140700000,ST,0.51,0
9704,23200301,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300057679.0,0.0,1,3,060200000,ST,0.2132805427938091,1
9705,00111138,700667,,0,0,0,0,F,,203,203.0,Z001,Y3,0,0,100,E13,2000,,5300117688.0,0.0,1,140,070600000,ST,0.83,0
9706,00380371,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,340,1989,1,E11,2100,,5300135537.0,0.0,1,14,120000000,ST,0.6,0
9707,00370803,706261,,0,0,0,0,F,,272,272.0,Z012,Y4,2680,4269,100,E13,3000,,5300121009.0,0.0,1,7,140700000,ST,0.21,1
9708,00170280,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y4,0,0,100,E13,3000,3000.0,5300203821.0,0.0,1,98,50100000,ST,0.79,0
9709,28149702UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300263169.0,0.0,1,42,10401000,ST,0.4431415382862749,1
9710,00280297,701584,,0,0,0,0,F,,703,703.0,Z001,Z1,0,0,1,,2000,,5300014100.0,0.0,1,49,070100000,ST,0.5598634421134422,0
9711,23777202UB,711636,,0,0,0,0,F,,711,711.0,Z002,Z2,0,0,1,,2000,,5300362641.0,0.0,1,14,10102000,ST,0.0157391304347826,1
9712,34889823UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,1,E20,2000,,5300148641.0,0.0,1,28,10102000,ST,0.88,0
9713,00347477,711970,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,1,E13,2000,,5300194038.0,0.0,1,84,080100000,ST,0.0,1
9714,28284400,715408,,0,0,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300435588.0,3.0,1,56,010403000,ST,0.1754642857142856,1
9715,23572103UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,100,E19,2100,,5300177647.0,0.0,1,28,10102000,ST,0.3663333333333333,1
9716,31507206,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300040891.0,0.0,1,28,010102000,ST,0.88,0
9717,33352903,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E15,2100,,5300046617.0,0.0,1,21,060100000,ST,0.05,1
9718,04002430,715932,,0,0,0,0,F,,208,208.0,Z001,Z1,0,0,100,,2100,,5300460419.0,0.0,1,28,140600000,ST,0.3663333333333333,1
9719,04001362,700417,,0,0,0,0,F,,272,272.0,Z012,Z1,50,2519,1,,3000,,5300164034.0,0.0,1,21,LEEB,ST,0.55,0
9720,00300081,703335,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2100,,5300016097.0,0.0,15,84,131500000,ST,0.58,0
9721,95069200,2000,,0,0,0,0,F,40.0,996,998.0,Z012,Z4,0,0,1,,3000,3000.0,5300348815.0,0.0,1,10,550100000,ST,0.0269156010230179,1
9722,95194030UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300313936.0,0.0,1,999,10401000,ST,0.0,1
9723,60007899,706671,5500008105.0,10,14,14,56,F,,733,733.0,Z001,Y9,390,94483,100,E13,3000,,5300378174.0,0.0,1,56,60100000,ST,0.31,1
9724,37211004,2100,,0,0,0,0,F,41.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300406609.0,0.0,1,84,060100000,ST,0.0,1
9725,23023008UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,100,E20,2000,,5300085197.0,0.0,1,28,10102000,ST,0.3663333333333333,1
9726,60030256,706985,,0,0,0,0,F,,708,708.0,Z010,Y2,30,1888,100,E13,2100,,5300427543.0,0.0,1,42,070400000,ST,0.5175,0
9727,00310237UB,700020,,0,0,0,0,F,,998,998.0,Z002,X4,0,0,1,E20,2000,,5300019382.0,0.0,1,999,140200000,ST,0.0,1
9728,24654100UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300091397.0,0.0,1,42,10401000,ST,0.4431415382862749,1
9729,27041304,705928,,0,0,0,0,F,,203,203.0,Z012,Z1,320,65032,1,,3000,,5300122665.0,0.0,1,70,110000000,ST,0.8,0
9730,00381116,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,1470,6087,100,E11,2100,,5300141524.0,0.0,1,14,120000000,ST,0.13,1
9731,21281001,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300227375.0,0.0,1,42,010102000,ST,0.4431415382862749,1
9732,60021273,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,470,11903,100,E11,2000,,5300370977.0,0.0,1,14,140700000,ST,0.02,1
9733,60105069,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,310,119474,1,,3000,3000.0,5300529810.0,0.0,1,10,00,ST,0.62,0
9734,23908000,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300239843.0,0.0,1,999,550100000,ST,0.0,1
9735,60025232,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,20,2472,100,,3000,3000.0,5300429978.0,0.0,1,28,010102000,ST,0.3279999999999999,1
9736,35190730,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300288441.0,0.0,1,42,10401000,ST,0.4431415382862749,1
9737,04004132,706872,,0,0,0,0,F,,203,203.0,Z001,Y3,0,0,1,E11,2000,,5300125282.0,0.0,1,28,090100000,ST,0.88,0
9738,00347361,708038,5500008179.0,10,14,14,84,F,,715,715.0,Z001,Y4,250,34099,1,E11,2000,,5300162654.0,0.0,1,84,80100000,ST,0.6639999999999999,0
9739,37061804UB,704926,,0,0,0,0,F,,723,723.0,Z001,Z2,0,0,100,,2100,,5300179441.0,0.0,1,42,10102000,ST,0.8318333333333335,0
9740,23250199,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300197434.0,0.0,1,42,010401000,ST,0.4431415382862749,1
9741,60057111,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Z1,0,0,1,,3000,3000.0,5300423165.0,0.0,1,84,80100000,ST,0.0,1
9742,00400034,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300015894.0,0.0,1,14,010201000,MM,0.2388690476190476,1
9743,23789000,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300237863.0,0.0,1,999,550100000,ST,0.0,1
9744,00370571,700020,5500007520.0,10,4,4,60,F,,208,208.0,Z011,X4,1990,1026,100,E20,2000,,5300004450.0,0.0,1,12,140100000,ST,0.0,1
9745,34588402,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300281811.0,0.0,1,42,010102000,ST,0.4431415382862749,1
9746,23109610,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,100,3268,100,,3000,3000.0,5300230999.0,0.0,1,42,070500000,ST,0.2,1
9747,00370213,700020,5500001711.0,10,4,4,60,F,,708,708.0,Z011,X4,3330,458,100,E20,2000,,5300002166.0,0.0,1,4,140100000,ST,0.13,1
9748,00371175,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,5300147214.0,0.0,1,21,140000000,ST,0.3557619047619048,1
9749,34100200UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z1,0,0,1,,3000,3000.0,5300277140.0,0.0,1,28,10402000,ST,0.88,0
9750,04003000,706807,,0,0,0,0,F,,272,272.0,Z012,Z7,300,111881,1,,3000,,5300106910.0,0.0,1,14,050500000,ST,0.72,0
9751,04005513,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,1,,2100,,5300124562.0,0.0,1,21,100202000,ST,0.05,1
9752,00392527,708148,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,3000,,5300175004.0,0.0,1,180,520300000,ST,0.86,0
9753,34460502,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300280176.0,0.0,1,42,10102000,ST,0.4431415382862749,1
9754,60014992,708868,,0,0,0,0,F,,215,215.0,Z001,Y4,2440,17804,100,E13,3000,,5300386312.0,0.0,1,56,100202000,ST,0.22,1
9755,00230136,700020,,0,0,0,0,F,,208,208.0,Z011,X4,1740,642,100,E20,3000,,5300005758.0,0.0,1,13,140300000,ST,0.2357142857142856,1
9756,21280100UB,704926,,0,0,0,0,F,30.0,223,223.0,Z001,Z1,0,0,1,,2100,,5300121367.0,3.0,1,42,10403000,ST,0.4431415382862749,1
9757,24047004UB,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300241806.0,0.0,1,999,060100000,ST,0.51,0
9758,21339500UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300228271.0,0.0,1,999,10401000,ST,0.0,1
9759,60092302,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300500032.0,0.0,1,10,010403000,ST,0.0269156010230179,1
