,Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,Anomaly_Score,Predicted_Label
6199,95192013,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300312890.0,0.0,1,42,010102000,ST,0.8318333333333335,0
6200,00370741,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,5300120964.0,0.0,1,21,140100000,ST,0.3557619047619048,1
6201,00200056,700623,,0,0,0,0,F,,203,203.0,Z001,Y3,0,0,100,E11,2100,,5300002524.0,0.0,1,14,100202000,ST,0.6729007936507937,0
6202,00311208,703002,,0,0,0,0,F,30.0,208,208.0,Z001,Y9,47700,992160,1,E11,2000,,5300093835.0,3.0,1,119,110600000,ST,0.6551666666666667,0
6203,00390726,701265,,0,0,0,0,F,,264,264.0,Z011,Y4,0,0,1,E11,3000,,5300012507.0,0.0,1,13,100300000,M,0.0169156010230179,1
6204,00290057,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,1,E11,3000,3000.0,5300206944.0,0.0,1,7,131100000,ST,0.0946652634505979,1
6205,28213600UB,704926,,0,0,0,0,F,30.0,223,223.0,Z001,Z6,0,0,1,,2100,,5300318051.0,0.0,1,42,10402000,ST,0.4431415382862749,1
6206,23510202,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415136.0,3.0,1,7,060100000,ST,0.0946652634505979,1
6207,60029364,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300386392.0,0.0,1,42,010102000,ST,0.4431415382862749,1
6208,24072600UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,TB,0,0,1,,3000,3000.0,5300242010.0,0.0,1,42,10401000,ST,0.4431415382862749,1
6209,00210451,703003,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300003887.0,0.0,1,84,080200000,ST,0.0,1
6210,04100102,706814,,0,0,0,0,F,,276,276.0,Z012,Z7,1160,2378,100,,3000,,5300104096.0,0.0,1,14,080600000,ST,0.2457142857142857,1
6211,00350135,701806,5500002615.0,10,4,4,60,F,,708,708.0,Z011,V5,24930,25098,100,E98,2100,,5300380192.0,0.0,2,4,140200000,ST,0.41,1
6212,04001736,700222,,0,0,0,0,F,,208,208.0,Z011,Y3,0,0,1,E11,2000,,5300173736.0,0.0,1,14,071000000,ST,0.0157391304347826,1
6213,60080662,701979,,0,0,0,0,F,,206,206.0,Z012,Z1,360,81001,1,,3000,,5300460377.0,0.0,1,30,520300000,ST,0.64,0
6214,00370434,700020,,0,0,0,0,F,,208,208.0,Z011,X4,5730,448,1,E20,2100,,5300082011.0,0.0,1,12,140700000,ST,0.375,1
6215,95192054,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,270,7155,1,,3000,3000.0,5300190417.0,0.0,1,999,010502000,ST,0.24,1
6216,34288901,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,2100,,5300090675.0,0.0,1,3,010102000,ST,0.3837629870129871,1
6217,00422991,711636,,0,0,0,0,F,,211,211.0,Z001,Z1,0,0,100,,2100,,5300187031.0,0.0,1,21,010502000,ST,0.3557619047619048,1
6218,95193832UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300313826.0,0.0,1,999,10102000,ST,0.51,0
6219,60067920,708008,,0,0,0,0,F,,996,203.0,Z008,Y2,0,0,100,E11,2000,,5300449408.0,0.0,1,999,520200000,ST,0.51,0
6220,60021388,701218,,0,0,0,0,F,,714,714.0,Z012,Y5,80,17304,1,E15,3000,,5300372884.0,0.0,1,182,070100000,ST,0.56,0
6221,28079602UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,100,E19,2100,,5300174416.0,0.0,1,35,10102000,ST,0.961,0
6222,00341324,715521,,0,0,0,0,F,,215,215.0,Z001,Y3,0,0,1,E13,3000,,5300448630.0,0.0,1,84,080300000,ST,0.0,1
6223,34273101,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300052189.0,0.0,1,28,010304000,ST,0.88,0
6224,00422960,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300031031.0,0.0,1,28,010103000,ST,0.88,0
6225,23792608,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z9,0,0,1,,3000,3000.0,5300198052.0,0.0,1,28,010102000,ST,0.88,0
6226,00311471,700020,,0,0,0,0,F,,708,708.0,Z011,X4,0,0,100,E20,2100,,5300173561.0,0.0,1,28,140100000,ST,0.3663333333333333,1
6227,34680900UB,704926,,0,0,0,0,F,30.0,228,228.0,Z001,Y4,0,0,1,E14,2100,,5300549689.0,0.0,1,42,10403000,ST,0.4431415382862749,1
6228,21271802UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300227009.0,0.0,1,999,60200000,ST,0.51,0
6229,60069933,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,100,E19,2100,,5300467024.0,0.0,1,42,10102000,ST,0.8318333333333335,0
6230,00340026,702515,,0,0,0,0,F,,215,215.0,Z001,Z1,0,0,1,,2000,,5300008258.0,0.0,1,21,080500000,ST,0.05,1
6231,00360697,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,5300120898.0,0.0,1,21,140100000,ST,0.3557619047619048,1
6232,95192383,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Y9,0,0,100,E13,3000,3000.0,5300313133.0,0.0,1,42,010301000,ST,0.8318333333333335,0
6233,33421900,706552,,0,0,0,0,F,,213,213.0,Z001,Z1,0,0,1,,2100,,5300094552.0,0.0,1,30,010401000,ST,0.8859999999999999,0
6234,95163235,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300308843.0,0.0,1,42,010102000,ST,0.8318333333333335,0
6235,34662800-02,715408,,0,0,0,0,F,,223,223.0,Z004,TB,0,0,1,,2100,,5300436668.0,0.0,1,56,010403000,ST,0.1754642857142856,1
6236,00347182,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300211452.0,0.0,1,999,080100000,ST,0.0,1
6237,04004892,711970,,0,0,0,0,F,,215,215.0,Z001,Y4,0,0,1,E13,2000,,5300193976.0,0.0,1,84,080300000,ST,0.0,1
6238,60041895,709558,,0,0,0,0,F,,228,228.0,Z001,Y6,0,0,100,E15,2100,,5300499351.0,0.0,1,35,010401000,ST,0.961,0
6239,23516100,2100,,0,0,0,0,F,41.0,224,224.0,Z012,TB,0,0,1,,3000,3000.0,5300197898.0,0.0,1,42,10402000,ST,0.4431415382862749,1
6240,95154385UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,100,E19,2100,,5300127904.0,0.0,1,28,010201000,ST,0.3663333333333333,1
6241,00370239,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,660,5491,100,,3000,3000.0,5300212850.0,0.0,1,14,140700000,ST,0.05,1
6242,60056364,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300422949.0,0.0,1,70,010102000,ST,0.71,0
6243,24417007,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300173886.0,0.0,1,999,010102000,ST,0.0,1
6244,00310313,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300208043.0,0.0,1,84,131500000,ST,0.0,1
6245,00385889,703001,,0,0,0,0,F,,203,203.0,Z001,Y2,0,0,100,E11,2100,,5300134759.0,0.0,1,140,140100000,ST,0.83,0
6246,04004420,701348,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1,,2000,,5300107785.0,0.0,1,84,130000000,ST,0.0,1
6247,36020323,1900,,0,0,0,0,F,,279,279.0,Z001,Y4,50,855,100,E11,3000,,5300152799.0,0.0,1,35,010502000,ST,0.5346666666666667,0
6248,34446400,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,30,119997,1,,3000,3000.0,5300199480.0,0.0,1,42,010402000,ST,0.4330555555555556,1
6249,04007824,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,190,90099,1,E11,3000,,5300171789.0,0.0,1,70,100202000,ST,0.57,0
6250,01553901,1000,,0,0,0,0,F,,991,991.0,Z008,Z6,430,34658,1,,2100,,5300031626.0,0.0,1,30,010502000,ST,0.6433333333333333,0
6251,00360670,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,100,,3000,3000.0,5300212532.0,0.0,1,45,140100000,ST,0.8318333333333335,0
6252,25479604,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300258946.0,0.0,1,999,10502000,ST,0.51,0
6253,23486500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300234254.0,0.0,1,25,10401000,ST,0.88,0
6254,04104651,711970,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,1000,E13,2000,,5300193731.0,0.0,1,84,550100000,ST,0.42,1
6255,23483005,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,760,17689,1,,2800,3000.0,5300234192.0,0.0,1,77,140400000,ST,0.685,0
6256,04008204,702676,,0,0,0,0,F,,207,207.0,Z001,Z1,0,0,1,,2000,,5300179268.0,0.0,1,14,100201000,ST,0.0157391304347826,1
6257,04001358,707779,,0,0,0,0,F,,279,279.0,Z001,Y4,100,1485,100,E13,3000,,5300124209.0,0.0,1,42,100202000,ST,0.415,1
6258,95090557UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300045721.0,0.0,1,42,10401000,ST,0.4431415382862749,1
6259,00346321,701230,,0,0,0,0,F,,207,207.0,Z001,Z7,0,0,100,,2000,,5300174388.0,0.0,1,30,080600000,ST,0.3663333333333333,1
6260,23277306UB,2000,,0,0,0,0,F,40.0,202,202.0,Z012,Z7,0,0,1,,3000,3000.0,5300232267.0,0.0,1,28,10102000,ST,0.88,0
6261,04005228,706943,,0,0,0,0,F,,272,272.0,Z012,Z7,50,22,1000,,3000,,,,1,35,130000000,ST,0.2466666666666666,1
6262,36020684,1900,,0,0,0,0,F,,277,277.0,Z012,Y4,0,0,100,E11,3000,,5300152721.0,0.0,1,40,060100000,ST,0.8318333333333335,0
6263,60089153,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300543536.0,0.0,1,42,10402000,ST,0.4431415382862749,1
6264,30121400,1900,,0,0,0,0,F,,272,272.0,Z012,Z1,20,8184,1,,3000,,5300173142.0,0.0,1,56,010401000,ST,0.0933333333333333,1
6265,00190534,702586,,0,0,0,0,F,,203,203.0,Z010,Y2,150,5055,100,E11,2000,,5300153042.0,0.0,1,180,070300000,ST,0.56,0
6266,27030900,706325,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2100,,5300087668.0,0.0,1,42,010401000,ST,0.4431415382862749,1
6267,00340717,700444,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300011080.0,0.0,1,21,080600000,ST,0.05,1
6268,30020915,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300142340.0,0.0,1,5,100202000,ST,0.4039296536796537,1
6269,04008321,705025,,0,0,0,0,F,,276,276.0,Z012,Y5,290,687503,1,E11,3000,,5300185834.0,0.0,1,182,070800000,ST,0.68,0
6270,95183280UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300177813.0,0.0,1,42,10402000,ST,0.4431415382862749,1
6271,60049646,706611,,0,0,0,0,F,,708,708.0,Z011,Y6,0,0,100,E14,2000,,5300423813.0,0.0,1,42,070300000,ST,0.8318333333333335,0
6272,60015475,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z5,0,0,1,,3000,3000.0,5300412893.0,0.0,1,999,0,ST,0.0,1
6273,24646402,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300250867.0,0.0,1,42,010102000,ST,0.8318333333333335,0
6274,23472800UB,1000,,0,0,0,0,F,,991,991.0,Z008,Z5,0,0,1,,2000,,5300030871.0,0.0,1,42,10401000,ST,0.4431415382862749,1
6275,34783300UB,2000,,0,0,0,0,F,40.0,996,998.0,Z012,Z4,0,0,1,,3000,3000.0,5300284586.0,0.0,1,999,550100000,ST,0.0,1
6276,81013301,700000,,0,0,0,0,F,,223,223.0,Z001,X3,0,0,1,E20,2000,,5300060144.0,0.0,1,28,010102000,ST,0.88,0
6277,23036201,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,580,76967,100,,2100,,5300060069.0,0.0,1,28,580600000,ST,0.21,1
6278,00270674,701348,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300012514.0,0.0,1,14,131400000,ST,0.6729007936507937,0
6279,60033860,715646,,0,0,0,0,F,,228,228.0,Z010,Y2,0,0,1,E11,3000,,5300498225.0,0.0,1,28,10102000,ST,0.88,0
6280,24141500,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,110,17037,100,,3000,3000.0,5300189600.0,0.0,1,50,010401000,ST,0.15,1
6281,24015906,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E13,2000,,5300064242.0,0.0,1,28,060100000,ST,0.3663333333333333,1
6282,00111322,700000,,0,0,0,0,F,,723,723.0,Z001,X3,2710,5474,100,E20,2000,,5300171774.0,0.0,1,21,010502000,ST,0.09,1
6283,34950100,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300286240.0,0.0,1,42,10403000,ST,0.4431415382862749,1
6284,01260205,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300197092.0,0.0,1,42,010102000,ST,0.4431415382862749,1
6285,23103304,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z7,120,61669,1,,3000,3000.0,5300197395.0,0.0,1,70,040200000,ST,0.57,0
6286,04001076,706814,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2000,,5300105847.0,0.0,1,14,140200000,ST,0.6729007936507937,0
6287,23872300UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300239017.0,0.0,1,56,10402000,ST,0.1754642857142856,1
6288,95195077,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300314414.0,0.0,1,999,010502000,ST,0.51,0
6289,60054164,1900,,0,0,0,0,F,,277,277.0,Z012,Z7,20,233,100,,3000,,5300449364.0,0.0,1,61,060100000,ST,0.29,1
6290,35154403UB,711636,,0,0,0,0,F,,211,211.0,Z002,Y3,0,0,1,E14,2000,,5300187164.0,0.0,1,28,10102000,ST,0.88,0
6291,00350042,700020,,0,0,0,0,F,,708,708.0,Z011,X4,0,0,100,E20,3000,,5300014742.0,0.0,1,12,140200000,ST,0.7029007936507936,0
6292,33625400UB,700119,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300049811.0,0.0,1,42,10401000,ST,0.4431415382862749,1
6293,23926900,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,260,182312,1,,3000,3000.0,5300198152.0,0.0,1,42,010401000,ST,0.6025,0
6294,60022342,700000,,0,0,0,0,F,,223,223.0,Z001,X3,0,0,1,E20,2000,,5300374909.0,3.0,1,42,10401000,ST,0.4431415382862749,1
6295,28121400UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z1,0,0,1,,2100,,5300062480.0,0.0,1,56,10401000,ST,0.1754642857142856,1
6296,00347776,708038,,0,0,0,0,F,40.0,215,215.0,Z001,Y6,0,0,1,E11,2100,,5300176893.0,0.0,1,3,080100000,ST,0.2132805427938091,1
6297,00350117,700020,5500001548.0,10,4,4,60,F,,708,708.0,Z011,X4,14390,7901,100,E20,2000,,5300015325.0,0.0,1,4,140200000,ST,0.12,1
6298,00422905,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300030866.0,0.0,1,21,010103000,ST,0.05,1
6299,60080211,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300462538.0,0.0,1,10,00,ST,0.0269156010230179,1
6300,25499720,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300259880.0,0.0,1,999,010102000,ST,0.51,0
6301,60089592,700000,,0,0,0,0,F,,723,723.0,Z001,V3,70,82876,1,E19,2100,,5300468711.0,0.0,1,42,010401000,ST,0.6325,0
6302,34940113,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300048597.0,0.0,1,3,010102000,ST,0.2132805427938091,1
6303,34751503,2000,,0,0,0,0,F,40.0,221,221.0,Z001,Z5,0,0,1,,2100,2100.0,5300284023.0,0.0,1,3,10102000,ST,0.2132805427938091,1
6304,34689704,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300283151.0,0.0,1,42,010201000,ST,0.4431415382862749,1
6305,60096568,700230,,0,0,0,0,F,30.0,219,219.0,Z012,Z1,130,76947,1,,3000,,5300502953.0,3.0,1,70,100202000,ST,0.52,0
6306,04004491,1900,,0,0,0,0,F,,277,277.0,Z012,Y4,10,3875,1000,E11,3000,,5300117299.0,0.0,1,19,090100000,ST,0.1240357142857142,1
6307,00402033,701831,,0,0,0,0,F,,206,206.0,Z002,Z7,1340,3849,100,,2000,,5300020974.0,0.0,1,28,020000000,ST,0.16,1
6308,00130315,2100,,0,0,0,0,F,41.0,203,203.0,Z012,Y5,20,31903,1,E14,3000,3000.0,5300543617.0,0.0,1,210,070200000,ST,0.52,0
6309,00341580,702686,,0,0,0,0,F,,276,276.0,Z012,Y4,40,96238,1,E11,3000,,5300118708.0,0.0,1,98,080100000,ST,0.38,1
6310,36055000,2000,,0,0,0,0,F,,996,998.0,Z012,EX,0,0,1,,3000,3000.0,5300291005.0,0.0,1,999,10401000,ST,0.0,1
6311,23642601UB,2100,,0,0,0,0,F,41.0,211,211.0,Z002,Y3,80,7457,1,E14,2000,3000.0,5300405104.0,0.0,1,3,010102000,ST,0.3058683179846972,1
6312,60072171,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300454780.0,0.0,1,20,010102000,ST,0.3557619047619048,1
6313,60015302,702686,,0,0,0,0,F,40.0,215,215.0,Z003,Y6,0,0,1,E13,2100,,5300367916.0,0.0,1,84,080100000,ST,0.0,1
6314,31120704,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300039076.0,0.0,1,3,010103000,ST,0.2132805427938091,1
6315,00422188,702501,,0,0,0,0,F,,997,980.0,Z001,EX,0,0,1,,2100,,5300126368.0,0.0,1,14,550700000,ST,0.0157391304347826,1
6316,24910900UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300161377.0,0.0,1,42,10403000,ST,0.4431415382862749,1
6317,34991700UB,704926,,0,0,0,0,F,,723,723.0,Z001,Z1,0,0,1,,2100,,5300186014.0,0.0,1,42,10401000,ST,0.4431415382862749,1
6318,24681601,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300251429.0,0.0,1,42,010102000,ST,0.8318333333333335,0
6319,00385818,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,30,1582,1,,3000,3000.0,5300214690.0,0.0,1,999,090300000,ST,0.1,1
6320,90230301,708008,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,3000,,5300191900.0,0.0,1,30,520200000,ST,0.8859999999999999,0
6321,00422835,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300063316.0,0.0,1,28,010103000,ST,0.88,0
6322,24890301,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300455936.0,0.0,1,3,010402000,ST,0.2132805427938091,1
6323,34634000,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300281953.0,0.0,1,42,10403000,ST,0.4431415382862749,1
6324,00470102,703939,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300169527.0,0.0,1,30,530000000,ST,0.8859999999999999,0
6325,00341219,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,230,1389774,1,,3000,3000.0,5300119466.0,0.0,1,70,080300000,ST,0.29,1
6326,00250119,700985,4600008415.0,10,14,0,0,F,,203,203.0,Z005,Y2,10,6074,1,E13,2000,,5300010935.0,0.0,1,14,140700000,ST,0.205,1
6327,95194074UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,100,E20,2000,,5300184891.0,0.0,1,35,10102000,ST,0.961,0
6328,04000020,701870,,0,0,0,0,F,,215,215.0,Z001,Y3,0,0,1,E11,2100,,5300105460.0,0.0,1,42,080400000,ST,0.4431415382862749,1
6329,25491504,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300259358.0,0.0,1,999,10102000,ST,0.0,1
6330,04008471,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300225473.0,0.0,1,999,10401000,ST,0.0,1
6331,21296960UB,2000,,0,0,0,0,F,40.0,218,218.0,Z012,Z1,0,0,1,,3000,3000.0,5300227770.0,0.0,1,999,10401000,ST,0.0,1
6332,00394122,701979,,0,0,0,0,F,,206,206.0,Z001,Z1,60,2970,1,,3000,,5300171195.0,0.0,1,30,520300000,ST,0.6,0
6333,00260183,700985,,0,0,0,0,F,40.0,203,203.0,Z005,Y2,0,0,100,E13,3000,,5300006798.0,0.0,1,140,090300000,ST,0.83,0
6334,00392594,710254,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300177225.0,0.0,1,180,520300000,ST,0.86,0
6335,01556104,702225,,0,0,0,0,F,20.0,221,221.0,Z001,Z6,280,80376,1,,2000,,5300032110.0,0.0,1,28,010502000,ST,0.7,0
6336,24012128,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,143350,43193,100,,2100,,5300025900.0,0.0,1,28,140300000,ST,0.2075,1
6337,00100505,708105,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300134639.0,0.0,1,28,070300000,ST,0.3663333333333333,1
6338,00100220,706611,5500008971.0,10,14,14,90,F,,708,708.0,Z011,Y6,680,11662,100,E14,2100,,5300092051.0,0.0,1,42,70300000,ST,0.2608333333333333,1
6339,80821308,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y3,0,0,100,E11,3000,3000.0,5300297185.0,0.0,1,999,520100000,ST,0.51,0
6340,34758901,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z3,0,0,1,,3000,2700.0,5300284159.0,0.0,1,42,010103000,ST,0.4431415382862749,1
6341,00120814,705086,,0,0,0,0,F,,708,708.0,Z001,Y9,100,753,1,E12,2800,,5300170666.0,0.0,1,42,070400000,ST,0.639519647019647,0
6342,34441204,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300405720.0,0.0,1,42,010102000,ST,0.8318333333333335,0
6343,60092758,702236,,0,0,0,0,F,,708,708.0,Z011,Y2,190,9728,100,E11,2100,,5300526673.0,0.0,1,42,070400000,ST,0.11,1
6344,00370507,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y3,0,0,100,E11,3000,3000.0,5300189612.0,0.0,1,60,140100000,ST,0.96,0
6345,23315043,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z1,0,0,1,,3000,3000.0,5300353825.0,0.0,1,21,10202000,ST,0.05,1
6346,28053103,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E13,2000,,5300071167.0,0.0,1,28,060100000,ST,0.3663333333333333,1
6347,31133400UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z1,0,0,1,,2100,,5300079662.0,0.0,1,56,10401000,ST,0.1754642857142856,1
6348,00311023,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,100,750,1,E11,3000,3000.0,5300208624.0,0.0,1,180,110500000,ST,0.72,0
6349,00370982,700020,,0,0,0,0,F,,208,208.0,Z011,X4,960,1284,100,E20,2000,,5300125581.0,0.0,1,12,140100000,ST,0.2497142857142857,1
6350,34186506,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y3,0,0,1,E11,3000,3000.0,5300277391.0,0.0,1,21,60100000,ST,0.05,1
6351,00341235,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Y2,0,0,1,E13,3000,3000.0,5300119465.0,0.0,1,98,80100000,ST,0.3,1
6352,00394037,701979,,0,0,0,0,F,,206,206.0,Z001,Z1,90,5670,1,,3000,,5300169204.0,0.0,1,180,520300000,ST,0.55,0
6353,24429201,2000,,0,0,0,0,F,40.0,215,215.0,Z001,Z1,40,5376,100,,2100,3000.0,5300246891.0,0.0,2,3,100100000,ST,0.1524642857142857,1
6354,60054519,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2100,,5300419623.0,0.0,1,56,10401000,ST,0.1754642857142856,1
6355,00360237,701806,5500006835.0,10,4,4,60,F,,708,708.0,Z011,V4,6050,4709,100,E98,3000,,5300174114.0,0.0,2,13,140100000,ST,0.04,1
6356,31271900UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2100,,5300116287.0,0.0,1,56,10401000,ST,0.1754642857142856,1
6357,34990500UB,704926,,0,0,0,0,F,30.0,223,223.0,Z001,Z6,0,0,1,,2100,,5300136616.0,3.0,1,42,10403000,ST,0.4431415382862749,1
6358,00100075,700222,,0,0,0,0,F,,208,208.0,Z011,Y9,0,0,1,E11,2100,,5300060031.0,0.0,1,21,070300000,ST,0.05,1
6359,28286600UB,704926,5500001870.0,20,42,42,42,F,30.0,723,723.0,Z008,Z3,0,0,1,,2100,,5300083667.0,3.0,1,42,10403000,ST,0.130763143719026,1
6360,00250094,700585,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2000,,5300010792.0,0.0,1,14,140700000,ST,0.0157391304347826,1
6361,36067709,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300291676.0,0.0,1,999,10100000,ST,0.51,0
6362,00360948,700020,,0,0,0,0,F,,708,708.0,Z011,X4,0,0,100,E20,2100,,5300164832.0,0.0,1,14,140100000,ST,0.6729007936507937,0
6363,00423288,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300219656.0,0.0,1,999,10102000,ST,0.0,1
6364,23032600UB,2100,,0,0,0,0,F,41.0,228,228.0,Z012,Z6,0,0,1,,3000,2000.0,5300197210.0,0.0,1,42,10401000,ST,0.4431415382862749,1
6365,00370831,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,,,1,21,140300000,ST,0.3557619047619048,1
6366,00170084,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,370,11174,1,,3000,3000.0,5300203692.0,0.0,1,42,050100000,ST,0.4125,1
