Unnamed: 0,Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,Anomaly_Score,Predicted_Label
5813,00400456,702533,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300018495.0,0.0,1.0,14,10301000,MM,00400456,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300018495.0,0.0,1,14,010301000,MM,0.2388690476190476,1
5965,00400029,700464,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2100,,5300015844.0,0.0,1.0,14,10201000,MM,00400029,700464,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300015844.0,0.0,1,14,010201000,MM,0.2388690476190476,1
5998,00180048,701256,,0,,,,F,,215,215.0,Z002,Y3,,,1000,E13,2000,,5300017606.0,0.0,1.0,42,100300000,MM,00180048,701256,,0,0,0,0,F,,215,215.0,Z002,Y3,0,0,1000,E13,2000,,5300017606.0,0.0,1,42,100300000,MM,0.164095238095238,1
6036,00400477,2000,,0,,,,F,72.0,206,206.0,Z012,Z1,,,1000,,3000,3000.0,5300216733.0,0.0,1.0,28,10303000,MM,00400477,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1000,,3000,3000.0,5300216733.0,0.0,1,28,010303000,MM,0.17,1
6065,04005127,1900,,0,,,,F,,206,206.0,Z001,Y4,,,1000,E11,2000,,5300117453.0,0.0,1.0,5,140100000,ST,04005127,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1000,E11,2000,,5300117453.0,0.0,1,5,140100000,ST,0.2148383838383838,1
6100,00400532,702533,,0,,,,F,,206,206.0,Z001,Z7,25000.0,4623.0,1000,,2000,,5300019230.0,0.0,1.0,14,10302000,MM,00400532,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,25000,4623,1000,,2000,,5300019230.0,0.0,1,14,010302000,MM,0.08,1
6113,00400067,702533,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300016147.0,0.0,1.0,14,10201000,MM,00400067,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300016147.0,0.0,1,14,010201000,MM,0.2388690476190476,1
6196,00400510,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300216760.0,0.0,1.0,28,10202000,MM,00400510,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216760.0,0.0,1,28,010202000,MM,0.17,1
6254,04104651,711970,,0,,,,F,,215,215.0,Z001,Y2,,,1000,E13,2000,,5300193731.0,0.0,1.0,84,550100000,ST,04104651,711970,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,1000,E13,2000,,5300193731.0,0.0,1,84,550100000,ST,0.42,1
6398,04004581,701112,,0,,,,F,,206,206.0,Z001,Z2,,,1000,,2100,,5300116407.0,0.0,1.0,28,140200000,ST,04004581,701112,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,1000,,2100,,5300116407.0,0.0,1,28,140200000,ST,0.17,1
6471,00370398,703558,,0,,,,F,,203,203.0,Z001,Z1,,,100,,2000,,5300003433.0,0.0,40.0,28,140100000,ST,00370398,703558,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2000,,5300003433.0,0.0,40,28,140100000,ST,0.4913333333333333,1
6483,36020186,1900,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2000,,5300150838.0,0.0,1.0,5,10300000,ST,36020186,1900,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2000,,5300150838.0,0.0,1,5,010300000,ST,0.2148383838383838,1
6501,25010298,701831,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300099124.0,0.0,1.0,28,550100000,ST,25010298,701831,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300099124.0,0.0,1,28,550100000,ST,0.17,1
6535,00400487,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300063531.0,0.0,1.0,28,10301000,MM,00400487,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300063531.0,0.0,1,28,010301000,MM,0.17,1
6556,00400048,702533,,0,,,,F,,206,206.0,Z002,Z7,27000.0,2941.0,1000,,2000,,5300015997.0,0.0,1.0,14,10201000,MM,00400048,702533,,0,0,0,0,F,,206,206.0,Z002,Z7,27000,2941,1000,,2000,,5300015997.0,0.0,1,14,010201000,MM,0.08,1
6667,00400054,2000,,0,,,,F,72.0,206,206.0,Z012,Z1,,,1000,,3000,3000.0,5300216416.0,0.0,1.0,28,10201000,MM,00400054,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1000,,3000,3000.0,5300216416.0,0.0,1,28,010201000,MM,0.17,1
6713,00400945,2000,,0,,,,F,72.0,206,206.0,Z012,Z1,,,1000,,3000,3000.0,5300217116.0,0.0,1.0,28,10301000,MM,00400945,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1000,,3000,3000.0,5300217116.0,0.0,1,28,010301000,MM,0.17,1
6763,00400387,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300216667.0,0.0,1.0,35,10304000,MM,00400387,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216667.0,0.0,1,35,010304000,MM,0.2366666666666666,1
6849,04004519,701112,,0,,,,F,,206,206.0,Z001,Y4,,,1000,E11,2000,,5300116192.0,0.0,1.0,14,110100000,ST,04004519,701112,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1000,E11,2000,,5300116192.0,0.0,1,14,110100000,ST,0.2388690476190476,1
6888,00400338,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300216622.0,0.0,1.0,28,10304000,MM,00400338,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216622.0,0.0,1,28,010304000,MM,0.17,1
7045,00400953,702533,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300019838.0,0.0,1.0,21,10305000,MM,00400953,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300019838.0,0.0,1,21,010305000,MM,0.1693333333333333,1
7101,00400039,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300216406.0,0.0,1.0,28,10201000,MM,00400039,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216406.0,0.0,1,28,010201000,MM,0.17,1
7184,00400512,702533,,0,,,,F,,206,206.0,Z002,Z7,285800.0,4852.0,1000,,2000,,5300019042.0,0.0,1.0,14,10202000,MM,00400512,702533,,0,0,0,0,F,,206,206.0,Z002,Z7,285800,4852,1000,,2000,,5300019042.0,0.0,1,14,010202000,MM,0.09,1
7235,00400065,702533,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2100,,5300016127.0,0.0,1.0,14,10201000,MM,00400065,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300016127.0,0.0,1,14,010201000,MM,0.2388690476190476,1
7280,00400328,702533,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2100,,5300017582.0,0.0,1.0,14,10304000,MM,00400328,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300017582.0,0.0,1,14,010304000,MM,0.2388690476190476,1
7361,00401296,702533,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300098475.0,0.0,1.0,21,10302000,MM,00401296,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300098475.0,0.0,1,21,010302000,MM,0.1693333333333333,1
7625,00401695,703555,,0,,,,F,,203,203.0,Z001,Z1,,,100,,2100,,5300020270.0,0.0,40.0,21,140100000,ST,00401695,703555,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2100,,5300020270.0,0.0,40,21,140100000,ST,0.4747619047619048,1
7641,00401880,702533,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300020781.0,0.0,1.0,28,10302000,MM,00401880,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300020781.0,0.0,1,28,010302000,MM,0.17,1
7649,00400427,2000,,0,,,,F,72.0,206,206.0,Z012,Z2,,,1000,,3000,3000.0,5300216695.0,0.0,1.0,28,10301000,MM,00400427,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z2,0,0,1000,,3000,3000.0,5300216695.0,0.0,1,28,010301000,MM,0.17,1
7670,00400904,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300217083.0,0.0,1.0,28,10305000,MM,00400904,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300217083.0,0.0,1,28,010305000,MM,0.17,1
7703,04004441,1900,,0,,,,F,,206,206.0,Z001,Y4,,,1000,E11,2000,,5300117829.0,0.0,1.0,5,110100000,ST,04004441,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1000,E11,2000,,5300117829.0,0.0,1,5,110100000,ST,0.2148383838383838,1
7741,00401697,703555,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2100,,5300020281.0,0.0,40.0,21,140100000,ST,00401697,703555,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300020281.0,0.0,40,21,140100000,ST,0.42,1
7789,00200217,702790,,0,,,,F,,215,215.0,Z001,Y3,,,1000,E13,2000,,5300068043.0,0.0,1.0,49,100201000,MM,00200217,702790,,0,0,0,0,F,,215,215.0,Z001,Y3,0,0,1000,E13,2000,,5300068043.0,0.0,1,49,100201000,MM,0.16,1
7905,00400270,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300216578.0,0.0,1.0,30,10304000,MM,00400270,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216578.0,0.0,1,30,010304000,MM,0.17,1
8122,95166402,8002,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2000,,5300142974.0,0.0,1.0,30,100300000,MM,95166402,8002,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2000,,5300142974.0,0.0,1,30,100300000,MM,0.17,1
8156,04004560,701112,,0,,,,F,,206,206.0,Z001,Z2,,,1000,,2100,,5300116397.0,0.0,1.0,84,110100000,ST,04004560,701112,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,1000,,2100,,5300116397.0,0.0,1,84,110100000,ST,0.42,1
8177,00401694,703555,,0,,,,F,,203,203.0,Z001,Z1,,,100,,2100,,5300020263.0,0.0,40.0,21,140300000,ST,00401694,703555,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2100,,5300020263.0,0.0,40,21,140300000,ST,0.4747619047619048,1
8405,00400969,706856,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300108331.0,0.0,1.0,21,10301000,MM,00400969,706856,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300108331.0,0.0,1,21,010301000,MM,0.1693333333333333,1
8440,00400372,702533,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2000,,5300017906.0,0.0,1.0,21,10304000,MM,00400372,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2000,,5300017906.0,0.0,1,21,010304000,MM,0.1693333333333333,1
8490,00400010,702533,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2000,,5300015686.0,0.0,1.0,7,10201000,MM,00400010,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2000,,5300015686.0,0.0,1,7,010201000,MM,0.3001190476190476,1
8499,00400524,700464,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300019155.0,0.0,1.0,14,10301000,MM,00400524,700464,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300019155.0,0.0,1,14,010301000,MM,0.2388690476190476,1
8528,00400623,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300216851.0,0.0,1.0,28,10102000,MM,00400623,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216851.0,0.0,1,28,010102000,MM,0.17,1
8567,04004620,701112,,0,,,,F,,206,206.0,Z001,EX,,,1000,,2000,,5300116212.0,0.0,1.0,15,110100000,ST,04004620,701112,,0,0,0,0,F,,206,206.0,Z001,EX,0,0,1000,,2000,,5300116212.0,0.0,1,15,110100000,ST,0.2388690476190476,1
8822,00400364,702533,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300017851.0,0.0,1.0,56,10205000,MM,00400364,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300017851.0,0.0,1,56,010205000,MM,0.16,1
8848,00402178,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300217607.0,0.0,1.0,30,10202000,MM,00402178,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300217607.0,0.0,1,30,010202000,MM,0.17,1
8907,00400485,702533,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300018761.0,0.0,1.0,21,10301000,MM,00400485,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300018761.0,0.0,1,21,010301000,MM,0.1693333333333333,1
8911,00310790,700015,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2100,,5300077553.0,0.0,1.0,28,80600000,MM,00310790,700015,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300077553.0,0.0,1,28,080600000,MM,0.17,1
8952,00400088,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300216450.0,0.0,1.0,28,10201000,MM,00400088,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216450.0,0.0,1,28,010201000,MM,0.17,1
8992,00401931,702533,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2100,,5300020869.0,0.0,1.0,14,10303000,MM,00401931,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300020869.0,0.0,1,14,010303000,MM,0.2388690476190476,1
8993,00400106,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300216468.0,0.0,1.0,28,10201000,MM,00400106,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216468.0,0.0,1,28,010201000,MM,0.17,1
9185,00340015,714785,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300425712.0,0.0,15.0,21,80900000,ST,00340015,714785,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300425712.0,0.0,15,21,080900000,ST,0.19,1
9260,00402092,702533,,0,,,,F,,206,206.0,Z001,Z4,55000.0,31954.0,1000,,2000,,5300065063.0,0.0,1.0,70,10301000,MM,00402092,702533,,0,0,0,0,F,,206,206.0,Z001,Z4,55000,31954,1000,,2000,,5300065063.0,0.0,1,70,010301000,MM,0.2725,1
9326,00400496,702533,,0,,,,F,,206,206.0,Z001,Z1,75000.0,1725.0,1000,,2000,,5300018872.0,0.0,1.0,14,10301000,MM,00400496,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,75000,1725,1000,,2000,,5300018872.0,0.0,1,14,010301000,MM,0.13,1
9328,00400403,702533,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2000,,5300018083.0,0.0,1.0,14,10301000,MM,00400403,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2000,,5300018083.0,0.0,1,14,010301000,MM,0.2388690476190476,1
9355,00402164,2000,,0,,,,F,72.0,206,206.0,Z012,Z1,,,1000,,3000,3000.0,5300217604.0,0.0,1.0,21,10304000,MM,00402164,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1000,,3000,3000.0,5300217604.0,0.0,1,21,010304000,MM,0.1693333333333333,1
9394,00250037,700623,,0,,,,F,,203,203.0,Z002,Y4,1972500.0,32992.0,1000,E11,2100,,5300010503.0,0.0,1.0,14,130404000,MM,00250037,700623,,0,0,0,0,F,,203,203.0,Z002,Y4,1972500,32992,1000,E11,2100,,5300010503.0,0.0,1,14,130404000,MM,0.12,1
9407,00400350,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300216634.0,0.0,1.0,28,10304000,MM,00400350,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216634.0,0.0,1,28,010304000,MM,0.17,1
9421,00400600,702533,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2100,,5300019745.0,0.0,1.0,14,10302000,MM,00400600,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300019745.0,0.0,1,14,010302000,MM,0.2388690476190476,1
9442,00400346,702533,,0,,,,F,,206,206.0,Z001,Z7,100000.0,27931.0,1000,,2000,,5300017732.0,0.0,1.0,14,10304000,MM,00400346,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,100000,27931,1000,,2000,,5300017732.0,0.0,1,14,010304000,MM,0.11,1
9503,00400343,2000,,0,,,,F,72.0,206,206.0,Z012,Z7,,,1000,,3000,3000.0,5300216627.0,0.0,1.0,28,10304000,MM,00400343,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216627.0,0.0,1,28,010304000,MM,0.17,1
9520,00400537,700464,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300019274.0,0.0,1.0,21,10202000,MM,00400537,700464,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300019274.0,0.0,1,21,010202000,MM,0.1693333333333333,1
9697,00400344,702533,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300017714.0,0.0,1.0,21,10303000,MM,00400344,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300017714.0,0.0,1,21,010303000,MM,0.1693333333333333,1
9742,00400034,702533,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2100,,5300015894.0,0.0,1.0,14,10201000,MM,00400034,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300015894.0,0.0,1,14,010201000,MM,0.2388690476190476,1
9762,00400548,702533,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300019372.0,0.0,1.0,14,10202000,MM,00400548,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300019372.0,0.0,1,14,010202000,MM,0.2388690476190476,1
9820,00400304,702533,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2000,,5300017372.0,0.0,1.0,21,10302000,MM,00400304,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2000,,5300017372.0,0.0,1,21,010302000,MM,0.1693333333333333,1
