Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE-Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit
24952500UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2000,,5300326500.0,0.0,1,42,10401000,ST
35156400UB,704955,,0,0,0,0,F,30.0,228,228.0,Z001,Z1,0,0,1,,2100,,5300069717.0,0.0,1,42,10402000,ST
34063505UB,716090,,0,0,0,0,F,,202,202.0,Z011,Y9,0,0,1,E15,2100,,5300464563.0,0.0,1,105,40100000,ST
96060801,701314,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,1,E15,2100,,5300046810.0,0.0,1,21,060100000,ST
00310102,703547,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300018438.0,0.0,1,98,110600000,ST
00420296,702004,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2000,,5300022722.0,0.0,1,7,010103000,ST
60109720,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300530094.0,0.0,1,10,00,ST
60036810,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E11,2000,,5300496615.0,0.0,1,28,010502000,ST
36036800,1900,,0,0,0,0,F,,272,272.0,Z012,Y4,20,1090,1,E11,3000,,5300151649.0,0.0,1,47,010501000,ST
24482500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300247866.0,0.0,1,42,10401000,ST
95174273UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300152487.0,0.0,1,999,10102000,ST
27041102,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300364939.0,0.0,1,42,60100000,ST
00393596,702303,,0,0,0,0,F,,206,206.0,Z001,Z1,500,88142,1,,3000,,5300071176.0,0.0,1,90,520300000,ST
34942602,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2000,,5300090217.0,0.0,1,28,010102000,ST
00310804,703079,,0,0,0,0,F,,207,207.0,Z001,Z2,0,0,1,,2000,,5300004061.0,0.0,15,42,140300000,ST
60018554,700985,4600011340.0,10,14,0,0,F,,208,208.0,Z011,Y2,810,18792,100,E13,3000,,5300367961.0,0.0,1,28,90100000,ST
00401930,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300217467.0,0.0,1,35,010205000,MM
34460502,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300280176.0,0.0,1,42,10102000,ST
00360697,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,5300120898.0,0.0,1,21,140100000,ST
00386193,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,640,6016,100,E11,2100,,5300183804.0,0.0,1,14,120000000,ST
04002132,1900,,0,0,0,0,F,,272,272.0,Z012,Z7,60,965673,1,,3000,,5300078285.0,0.0,1,360,110100000,ST
24208502,703355,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300065367.0,0.0,1,84,131500000,ST
60039341,709558,,0,0,0,0,F,,228,228.0,Z001,Y3,0,0,1,E13,2100,,5300453837.0,0.0,1,35,10303000,ST
00230214,700020,,0,0,0,0,F,,208,208.0,Z011,X4,5340,21066,100,E20,3000,,5300184893.0,0.0,1,35,140300000,ST
23871705UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300238977.0,0.0,1,999,10102000,ST
24690201,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300251608.0,0.0,1,999,10103000,ST
24943216,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300256348.0,0.0,1,42,010102000,ST
00371182,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2100,,5300158998.0,0.0,1,14,140300000,ST
00346730,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Y2,0,0,1,E11,3000,2100.0,5300211176.0,0.0,1,84,080100000,ST
00346952,708038,,0,0,0,0,F,,215,215.0,Z001,Y6,0,0,100,E11,2100,,5300164152.0,0.0,1,84,080100000,ST
60094563,704926,,0,0,0,0,F,,232,232.0,Z001,Z1,0,0,1,,2000,,5300501888.0,0.0,1,999,10402000,ST
00240059,700985,,0,0,0,0,F,,208,208.0,Z001,Y2,0,0,1,E13,2100,,5300009215.0,0.0,1,70,090100000,ST
23474506,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300234086.0,0.0,1,42,10102000,ST
00392339,708148,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300136747.0,0.0,1,180,520300000,ST
27032814UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300260800.0,0.0,1,42,10102000,ST
28070908,703002,,0,0,0,0,F,,208,208.0,Z001,Y2,0,0,100,E11,2000,,5300035301.0,0.0,1,49,010102000,ST
28241850,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300519669.0,0.0,1,42,10401000,ST
36020429,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300147813.0,0.0,1,5,010301000,ST
23109301,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z2,0,0,1,,3000,3000.0,5300230991.0,0.0,1,999,10303000,ST
23282500UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2000,,5300024260.0,0.0,1,56,10401000,ST
60027666,1900,,0,0,0,0,F,,272,272.0,Z012,Z7,30,16071,1,,3000,,5300466063.0,0.0,1,15,010401000,ST
21331500UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2100,,5300150278.0,0.0,1,42,10401000,ST
00341393,702686,,0,0,0,0,F,,215,215.0,Z003,Y6,0,0,1,E13,2100,,5300091837.0,0.0,1,84,080100000,ST
00270309,703550,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300008313.0,0.0,40,42,100300000,ST
60035194,708008,,0,0,0,0,F,,206,206.0,Z012,Y4,0,0,100,E11,3000,,5300388564.0,0.0,1,30,520200000,ST
30020750,1900,,0,0,0,0,F,40.0,206,206.0,Z001,Z1,0,0,1,,2100,,5300145343.0,0.0,1,3,010502000,ST
04003035,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,1,,2000,,5300124310.0,0.0,1,28,010500000,ST
60080644,701314,,0,0,0,0,F,,233,233.0,Z001,Z1,60,42139,1,,2100,,5300466122.0,0.0,1,42,010401000,ST
60058470,702686,5500007859.0,10,28,28,112,F,,715,715.0,Z003,Y6,40,29826,1,E13,2100,,5300425332.0,0.0,1,84,80100000,ST
00341257,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Y2,0,0,1,E13,3000,3000.0,5300119428.0,0.0,1,98,80100000,ST
04008328,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,3410,62291,100,E11,3000,,5300185790.0,0.0,1,56,131400000,ST
23788900UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z3,0,0,1,,2000,,5300064019.0,0.0,1,56,10405000,ST
34357100,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300278861.0,0.0,1,10,550100000,ST
60112470,701056,,0,0,0,0,F,,706,706.0,Z011,Y4,0,0,100,E12,2000,,5300527430.0,0.0,1,28,130403000,ST
60024467,2100,,0,0,0,0,F,41.0,223,223.0,Z001,X4,0,0,1,E20,2000,3000.0,5300385704.0,0.0,1,3,010401000,ST
00360337,701806,5500000332.0,10,4,4,60,F,,708,708.0,Z011,V5,21330,5218,100,E98,2000,,5300174012.0,0.0,2,4,140100000,ST
01566700UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,1,E20,2000,,5300164712.0,0.0,1,56,10501000,ST
34930100,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300199766.0,0.0,1,3,010403000,ST
24564800,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,70,9660,1,,3000,3000.0,5300183577.0,0.0,1,35,010501000,ST
00150097,702587,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300015399.0,0.0,1,28,140700000,ST
60036181,701806,,0,0,0,0,F,,208,208.0,Z011,V4,0,0,100,E98,3000,,5300387085.0,0.0,2,14,140100000,ST
00390741,701948,,0,0,0,0,F,,206,206.0,Z001,Y4,80,30354,1,E15,2100,,5300012589.0,0.0,1,14,510200000,ST
21296307,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300227744.0,0.0,1,999,010102000,ST
31134701,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300271717.0,0.0,1,42,10103000,ST
28086200UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300262329.0,0.0,1,56,10401000,ST
00341197,708235,,0,0,0,0,F,,215,215.0,Z008,Y4,0,0,1,E13,2000,,5300137171.0,0.0,1,42,080200000,ST
80661109,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,100,E11,3000,3000.0,5300296236.0,0.0,1,14,520100000,ST
31100602,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2100,,5300067265.0,0.0,1,28,010102000,ST
60030490,704926,,0,0,0,0,F,,223,223.0,Z001,Z6,0,0,1,,2000,,5300385299.0,0.0,1,56,10401000,ST
00385730,703001,,0,0,0,0,F,,203,203.0,Z001,Y2,0,0,100,E11,2000,,5300096416.0,0.0,1,140,130100000,ST
28141209,2100,,0,0,0,0,F,41.0,228,228.0,Z012,Z5,0,0,100,,3000,2000.0,5300198833.0,0.0,1,28,010102000,ST
04000712,705828,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2100,,5300105682.0,0.0,1,14,140600000,ST
60063892,701318,,0,0,0,0,F,,202,202.0,Z001,Z2,300,990,100,,2000,,5300497137.0,0.0,1,28,010305000,ST
34633803,2000,,0,0,0,0,F,40.0,221,221.0,Z001,Z7,40,1681,100,,2100,2100.0,5300281949.0,0.0,1,3,010102000,ST
01163416,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300025826.0,0.0,1,28,010102000,ST
33328601,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E15,2100,,5300045037.0,0.0,1,28,060200000,ST
00393198,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,4680,431453,1,,3000,3000.0,5300133922.0,0.0,1,35,520300000,ST
00347800,708038,,0,0,0,0,F,,215,215.0,Z001,Y6,0,0,1,E11,2000,,5300178955.0,0.0,1,84,080100000,ST
60106074,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300529910.0,0.0,1,10,00,ST
36020502,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300144934.0,0.0,1,5,090300000,ST
33625400UB,700119,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300049811.0,0.0,1,42,10401000,ST
00311567,703080,,0,0,0,0,F,,233,233.0,Z001,Y4,0,0,1,E13,2100,,5300186544.0,0.0,1,98,110200000,ST
00393368,704085,,0,0,0,0,F,,206,206.0,Z001,Z3,30,1647,1,,2100,,5300059438.0,0.0,1,10,530800000,ST
23888201,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300024839.0,0.0,1,3,010301000,ST
60030524,1000,,0,0,0,0,F,,991,991.0,Z012,Z1,0,0,1,,3000,,5300384148.0,0.0,1,3,10403000,ST
23885515,701806,5500002053.0,10,4,4,60,F,,708,708.0,Z008,V5,2500,54062,100,E98,2000,,5300186469.0,0.0,2,4,60100000,ST
00423296,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300219662.0,0.0,1,999,10103000,ST
00130710,700049,,0,0,0,0,F,,203,203.0,Z011,Y5,70,5978,1,E11,3000,,5300058153.0,0.0,1,21,070200000,ST
01188000UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300221894.0,0.0,1,56,10401000,ST
00270628,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z2,290,1887,100,,3000,3000.0,5300206305.0,0.0,1,14,090300000,ST
82019742,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,1,,3000,3000.0,5300299070.0,0.0,1,42,70500000,ST
90140201,708008,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2000,,5300175797.0,0.0,1,35,520200000,ST
00360484,700020,,0,0,0,0,F,,708,708.0,Z011,X4,500,16285,1,E20,2100,,5300119729.0,0.0,1,12,140100000,ST
24246420,701056,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300195412.0,3.0,1,999,550100000,ST
34748800,700909,,0,0,0,0,F,,233,233.0,Z001,Y3,10,3439,1,E15,2000,,5300045963.0,0.0,1,49,010401000,ST
96080009,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Y4,0,0,1,E12,3000,3000.0,5300314911.0,0.0,1,35,10103000,ST
00210525,703003,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300006224.0,0.0,1,28,100201000,ST
60065114,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Z1,130,24746,1,,3000,3000.0,5300472752.0,0.0,1,140,060100000,ST
00240083,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,1,E13,3000,3000.0,5300205264.0,0.0,1,49,130400000,ST
00100234,702236,,0,0,0,0,F,,708,708.0,Z011,Y2,0,0,1,E11,2100,,5300000532.0,0.0,1,56,070300000,ST
00100741,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,70,1272,100,E11,3000,,5300136796.0,0.0,1,14,070300000,ST
33350701,711636,,0,0,0,0,F,,211,211.0,Z001,Z1,0,0,1,,2100,,5300186671.0,0.0,1,28,010102000,ST
24470700UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300247560.0,0.0,1,999,10402000,ST
36020032,708174,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,1,,2000,,5300135646.0,0.0,1,14,100201000,ST
04006370,705748,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300140947.0,0.0,1,30,100300000,ST
60049683,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300543373.0,0.0,1,3,10402000,ST
04003478,702779,,0,0,0,0,F,,276,276.0,Z012,Y4,120,176,1000,E11,3000,,5300107237.0,0.0,1,14,080600000,ST
00380379,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,0,0,100,E11,2100,,5300126752.0,0.0,1,14,120000000,ST
34289000UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2100,,5300061180.0,0.0,1,56,10401000,ST
00340960,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,360,1841,100,E11,2100,,5300171211.0,0.0,1,14,080600000,ST
95194023,712009,5500003451.0,20,14,14,112,F,,715,715.0,Z001,Y9,36940,391579,100,E13,2000,,5300194607.0,0.0,1,14,90400000,ST
25021484,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300257829.0,0.0,1,999,10102000,ST
00150018,700585,,0,0,0,0,F,,203,203.0,Z001,Y9,70,1701,1,E14,3000,,5300014998.0,0.0,1,21,130401000,ST
60017753,2000,,0,0,0,0,F,40.0,202,202.0,Z012,Z5,0,0,1,,3000,3000.0,5300368089.0,0.0,1,35,10403000,ST
34186519,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300048593.0,0.0,1,28,010102000,ST
34999801UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,2100,,5300363447.0,0.0,1,30,10102000,ST
00400944,703555,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300061818.0,0.0,40,56,030203000,ST
23970303,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300240501.0,0.0,1,999,10305000,ST
60007625,709741,,0,0,0,0,F,30.0,213,213.0,Z008,X5,0,0,1,E20,2000,,5300382280.0,3.0,1,42,10403000,ST
31268100UB,704926,,0,0,0,0,F,,723,723.0,Z001,Z2,100,2945,1,,2000,,5300096407.0,0.0,1,42,010401000,ST
23343500UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Y9,0,0,1,E13,3000,3000.0,5300233419.0,0.0,1,42,10401000,ST
00110916,708551,,0,0,0,0,F,,208,208.0,Z010,Y6,0,0,1,E11,2100,,5300149414.0,0.0,1,42,071000000,ST
33628101UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z4,0,0,1,,3000,3000.0,5300275206.0,0.0,1,42,10103000,ST
04004926,700362,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,1,,2000,,5300107975.0,0.0,1,42,LEEB,ST
34750400UB,715408,,0,0,0,0,F,,223,223.0,Z004,TB,0,0,1,,2000,,5300434993.0,0.0,1,56,10403000,ST
80431526,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,50,480,100,E11,2000,,5300163505.0,0.0,1,14,520100000,ST
24632705,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300250502.0,0.0,1,42,010102000,ST
04004486,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1000,,2100,,5300117294.0,0.0,1,5,140100000,ST
60037358,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300394184.0,0.0,1,70,00,ST
270441,703564,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300034607.0,0.0,40,112,130000000,ST
95143381UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2000,,5300118117.0,0.0,1,56,10400000,ST
90230167,702785,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,100,,2000,,5300147276.0,0.0,1,30,520200000,ST
60030788,715646,,0,0,0,0,F,,228,228.0,Z010,Y2,0,0,100,E11,3000,,5300503192.0,0.0,1,28,10102000,ST
30020962,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,0,0,1,E11,3000,,5300388395.0,0.0,1,14,070000000,ST
60091149,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,0,0,100,,3000,,5300477245.0,0.0,1,30,520200000,ST
60051100,715646,,0,0,0,0,F,,228,228.0,Z010,Y2,0,0,100,E11,2000,,5300501967.0,0.0,1,28,10102000,ST
60055966,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300421847.0,0.0,1,70,010401000,ST
00400065,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300016127.0,0.0,1,14,010201000,MM
95101013,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300063979.0,0.0,1,3,010103000,ST
60076696,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,20,568,100,E11,2100,,5300467424.0,0.0,1,14,520100000,ST
60038889,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300392490.0,0.0,1,29,10102000,ST
60053851,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,50,1005,100,E11,3000,,5300448063.0,0.0,1,14,070200000,ST
60038269,704926,4600012270.0,10,42,0,0,F,,219,219.0,Z001,Y2,0,0,1,E15,2100,,5300417041.0,0.0,1,42,10402000,ST
00190364,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Y3,3430,340213,100,E13,3000,3000.0,5300204207.0,0.0,1,28,100202000,ST
04001989,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,100,,2000,,5300124389.0,0.0,1,28,131400000,ST
00400288,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300017291.0,0.0,1,21,010103000,ST
60063108,708038,,0,0,0,0,F,40.0,215,215.0,Z001,Y6,0,0,1,E11,2100,,5300429681.0,0.0,1,3,080100000,ST
60018012,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,270,23439,100,,2100,,5300383036.0,0.0,1,56,010401000,ST
00392231,701979,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300084163.0,0.0,1,180,520300000,ST
00422372,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300219178.0,0.0,1,35,10103000,ST
34664404,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,400,13315,100,,3000,3000.0,5300282583.0,0.0,1,42,010301000,ST
60007283,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300377014.0,0.0,1,70,00,ST
23266800UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300232073.0,0.0,1,42,10401000,ST
14080104,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y2,110,5816,1,E12,3000,3000.0,5300225754.0,0.0,1,42,060100000,ST
60120334,1900,,0,0,0,0,F,,272,272.0,Z012,Z1,0,0,1,,3000,,5300541494.0,0.0,1,35,00,ST
33351302,2000,,0,0,0,0,F,72.0,233,233.0,Z012,Y3,0,0,1,E12,3000,3000.0,5300274184.0,0.0,1,28,60200000,ST
34361203,2100,,0,0,0,0,F,41.0,233,233.0,Z011,Y4,0,0,1,E13,2000,2000.0,5300199395.0,0.0,1,3,060200000,ST
23932603UB,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z1,0,0,100,,3000,2700.0,5300240255.0,0.0,1,42,10102000,ST
95142086UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,2000,,5300095403.0,0.0,1,28,010303000,ST
24774260UB,2000,,0,0,0,0,F,40.0,216,216.0,Z012,Z1,0,0,1,,3000,3000.0,5300254014.0,0.0,1,999,10401000,ST
35184200UB,704926,4600012419.0,20,42,0,0,F,30.0,223,223.0,Z001,Z1,0,0,1,,2100,,5300108981.0,3.0,1,42,10402000,ST
34471302UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300066321.0,0.0,1,3,10304000,ST
00360528,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,,,1,14,140100000,ST
04007941,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,1060,15053,100,E11,3000,,5300173940.0,0.0,1,98,010100000,ST
04006681,707145,,0,0,0,0,F,,233,233.0,Z008,Y2,0,0,100,E13,2000,,5300150350.0,0.0,1,999,090300000,ST
04000812,706822,,0,0,0,0,F,,272,272.0,Z012,Z7,50,22851,1,,3000,,5300105709.0,0.0,1,21,080200000,ST
25010298,701831,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300099124.0,0.0,1,28,550100000,ST
00311317,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y4,0,0,100,E13,3000,3000.0,5300208828.0,0.0,1,42,110100000,ST
00210101,701660,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300003465.0,0.0,1,28,080500000,ST
01246101,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300222682.0,0.0,1,999,010102000,ST
30980167,1900,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300152268.0,0.0,1,5,070400000,ST
04005228,706943,,0,0,0,0,F,,272,272.0,Z012,Z7,50,22,1000,,3000,,,,1,35,130000000,ST
24931101,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300255851.0,0.0,1,999,10304000,ST
23302300UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300232663.0,0.0,1,42,10401000,ST
36021188,1900,,0,0,0,0,F,,204,204.0,Z001,Z1,0,0,100,,2100,,5300178844.0,0.0,1,5,010102000,ST
30021316,1900,,0,0,0,0,F,,277,277.0,Z012,Y4,20,3858,1,E11,3000,,5300177575.0,0.0,1,12,020102000,ST
00110627,708551,,0,0,0,0,F,,208,208.0,Z010,Y6,100,11,100,E14,3000,,5300149415.0,0.0,1,42,070300000,ST
00385877,703001,,0,0,0,0,F,,203,203.0,Z001,Y2,0,0,100,E11,2100,,5300134747.0,0.0,1,140,130100000,ST
00440223,703255,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300033428.0,0.0,1,42,130000000,ST
00360442,700020,,0,0,0,0,F,,708,708.0,Z011,X4,0,0,1,E20,2100,,5300019571.0,0.0,1,12,140100000,ST
23585005UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300235220.0,0.0,1,999,10102000,ST
60022652,706716,,0,0,0,0,F,,203,203.0,Z001,Y5,1470,1038435,1,E14,2000,,5300375614.0,0.0,1,70,070900000,ST
00110795,700368,,0,0,0,0,F,,203,203.0,Z010,Y9,0,0,1,E11,2000,,5300004407.0,0.0,1,84,071000000,ST
23011002,700230,5500001873.0,20,14,14,84,F,,715,715.0,Z001,Y5,20400,19380,1,E14,3000,,5300038457.0,0.0,1,14,100202000,ST
00110633,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,100,,3000,3000.0,5300201423.0,0.0,1,35,70300000,ST
01432700,2000,,0,0,0,0,F,40.0,996,998.0,Z012,Z4,0,0,1,,3000,3000.0,5300327881.0,0.0,1,10,550100000,ST
82010314,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,100,,3000,3000.0,5300297966.0,0.0,1,42,10102000,ST
34655602,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E15,2100,,5300060084.0,0.0,1,28,060100000,ST
28121701,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300036115.0,0.0,1,28,010301000,ST
24469103,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300247479.0,0.0,1,42,060200000,ST
33327901,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300273921.0,0.0,1,42,010102000,ST
00346438,711970,,0,0,0,0,F,,215,215.0,Z001,Y4,30,47376,1,E13,2100,,5300193740.0,0.0,1,84,080100000,ST
00270491,700289,,0,0,0,0,F,,215,215.0,Z002,Z2,20,12000,1,,2000,,5300011769.0,0.0,1,14,080800000,ST
23278531,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300232306.0,0.0,1,999,10502000,ST
00346319,702686,,0,0,0,0,F,,215,215.0,Z009,Y2,0,0,1,E13,2100,,5300093000.0,0.0,1,84,080100000,ST
00347357,702686,5500007844.0,10,28,28,112,F,,715,715.0,Z003,Y6,60,5697,100,E13,2000,,5300527567.0,0.0,1,84,80100000,ST
60045572,702399,4600012789.0,10,56,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2000,,5300506071.0,0.0,1,56,10402000,ST
