Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE-Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit
00120777,706985,,0,0,0,0,F,,708,708.0,Z010,Y4,0,0,1,E13,2000,,5300359464.0,0.0,1,42,070400000,ST
30129001,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300269522.0,0.0,1,999,0,ST
00120111,706985,,0,0,0,0,F,,708,708.0,Z010,Y2,280,1411,1,E13,2100,,5300359321.0,0.0,1,42,070400000,ST
00385331,703001,,0,0,0,0,F,,203,203.0,Z001,Y2,0,0,1,E11,2000,,5300124259.0,0.0,1,140,140200000,ST
00121098,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,1,,3000,3000.0,5300202622.0,0.0,1,42,70400000,ST
00340475UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300209840.0,0.0,1,28,10103000,ST
23779203,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E13,2000,,5300071369.0,0.0,1,42,060200000,ST
36020396,1900,,0,0,0,0,F,,219,219.0,Z001,Z7,0,0,1,,2100,,5300135949.0,0.0,1,5,010502000,ST
27033015UB,2100,,0,0,0,0,F,41.0,223,223.0,Z001,Z7,0,0,1,,2901,2901.0,5300548734.0,0.0,1,42,10102000,ST
00371021,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,350,859,100,,3000,3000.0,5300213297.0,0.0,1,56,140300000,ST
00120583,700222,,0,0,0,0,F,,208,208.0,Z011,Y3,0,0,1,E11,2000,,5300009431.0,0.0,1,14,070400000,ST
23333700UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Y9,0,0,1,E13,3000,3000.0,5300233261.0,0.0,1,42,10402000,ST
33337501,700092,,0,0,0,0,F,30.0,215,215.0,Z006,Y4,0,0,1,E11,2000,,5300045816.0,3.0,10,84,080300000,ST
34716400UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2000,,5300070272.0,0.0,1,42,10401000,ST
23461508UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,2000,,5300190288.0,0.0,1,30,10102000,ST
00401285,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2000,,5300171647.0,0.0,1,20,010302000,MM
24488505,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300247972.0,0.0,1,999,10102000,ST
00100099,700222,,0,0,0,0,F,,208,208.0,Z011,Y9,0,0,1,E11,2100,,5300060033.0,0.0,1,35,070300000,ST
00310719,700015,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,3000,,5300003662.0,0.0,1,21,140100000,ST
00384088,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,1000,E11,3000,3000.0,5300214238.0,0.0,1,14,120000000,MM
00200271,702549,,0,0,0,0,F,,215,215.0,Z001,Y4,17850,96316,100,E13,2000,,5300145442.0,0.0,1,49,100202000,ST
00130633,700049,,0,0,0,0,F,,203,203.0,Z011,Y5,90,55062,1,E11,3000,,5300063524.0,0.0,1,21,070200000,ST
95130082,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300200001.0,0.0,1,42,10202000,ST
28153001,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300405515.0,0.0,1,42,010102000,ST
60094754,708008,,0,0,0,0,F,,996,203.0,Z008,Y2,0,0,100,E11,2100,,5300501476.0,0.0,1,999,520200000,ST
04007867,708362,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300172807.0,0.0,1,70,070200000,ST
35010128,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2100,,5300082133.0,0.0,1,5,070200000,ST
60079584,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300463985.0,0.0,1,3,10403000,ST
36020371,708005,,0,0,0,0,F,,277,277.0,Z012,Y4,80,17352,1,E11,3000,,5300126665.0,0.0,1,28,060100000,ST
00400244,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300017276.0,0.0,1,21,010101000,DM2
60085096,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300548460.0,0.0,0,999,00,ST
34636500UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300096624.0,0.0,1,3,10403000,ST
25010204,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2100,,5300084203.0,0.0,1,5,550100000,ST
60099050,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300529490.0,0.0,1,10,00,ST
31121500UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300271421.0,0.0,1,56,10402000,ST
25491504,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300259358.0,0.0,1,999,10102000,ST
00220027,700023,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300004638.0,0.0,1,21,131500000,ST
60022412,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300376084.0,0.0,1,42,10402000,ST
04003929,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,1,,2000,,5300124420.0,0.0,1,21,100202000,ST
00190353,2000,,0,0,0,0,F,40.0,215,215.0,Z002,U0,0,0,100,,2700,3000.0,5300204199.0,0.0,1,28,140700000,ST
23253003,2100,,0,0,0,0,F,41.0,221,221.0,Z012,Z6,80,1463,100,,3000,2000.0,5300197458.0,0.0,1,28,010102000,ST
21291209,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300227505.0,0.0,1,999,10103000,ST
34304102UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,1,E19,2100,,5300061217.0,0.0,1,21,10102000,ST
01503902,701528,5500008697.0,10,14,14,56,F,,733,733.0,Z011,Y4,1390,114576,1,E14,2000,,5300168612.0,0.0,1,56,60000000,ST
00311570UB,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300209007.0,0.0,1,14,30202000,ST
37034400,2000,,0,0,0,0,F,40.0,202,202.0,Z012,EX,0,0,1,,3000,3000.0,5300375641.0,0.0,1,999,010403000,ST
34445112,700000,,0,0,0,0,F,,223,223.0,Z012,Y2,40,8315,100,E14,3000,,5300082016.0,0.0,1,28,010102000,ST
00230293,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,100,E13,3000,3000.0,5300205150.0,0.0,1,49,090400000,ST
34855225,700623,,0,0,0,0,F,,203,203.0,Z001,Y3,100,52785,1,E11,2000,,5300162337.0,0.0,1,56,010000000,ST
00346461,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,10,9409,1,,3000,3000.0,5300211021.0,0.0,1,999,130100000,ST
95163087UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300308712.0,0.0,1,42,10402000,ST
34080906,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300046377.0,0.0,1,28,010102000,ST
00330342,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2000,,5300074327.0,0.0,1,21,110400000,ST
60039630,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,1030,6025,100,E11,2100,,5300392132.0,0.0,1,14,120000000,ST
24704500UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300251947.0,0.0,1,42,10401000,ST
28078001,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y2,0,0,100,E11,3000,3000.0,5300262250.0,0.0,1,140,60100000,ST
60104247,702236,,0,0,0,0,F,,708,708.0,Z001,Z1,1110,110778,1,,2100,,5300537922.0,0.0,1,42,070400000,ST
60080662,701979,,0,0,0,0,F,,206,206.0,Z012,Z1,360,81001,1,,3000,,5300460377.0,0.0,1,30,520300000,ST
95193656,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300313677.0,0.0,1,42,010102000,ST
00340972,701230,,0,0,0,0,F,,707,707.0,Z001,Z2,90,6761,1,,3000,,5300012708.0,0.0,1,21,080600000,ST
24044301UB,2000,,0,0,0,0,F,40.0,212,212.0,Z012,Z1,0,0,100,,3000,3000.0,5300241729.0,0.0,1,999,10102000,ST
60099002,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,20,187534,1,,3000,3000.0,5300545982.0,0.0,1,10,00,ST
60054164,1900,,0,0,0,0,F,,277,277.0,Z012,Z7,20,233,100,,3000,,5300449364.0,0.0,1,61,060100000,ST
24208101,2000,,0,0,0,0,F,40.0,211,211.0,Z012,Y2,0,0,100,E14,3000,3000.0,5300243313.0,0.0,1,42,10502000,ST
60039013,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Z1,0,0,1,,3000,3000.0,5300504103.0,0.0,1,84,80100000,ST
00380127,701218,,0,0,0,0,F,,212,212.0,Z001,Y5,10,43771,1,E11,3000,,5300091798.0,3.0,1,63,070100000,ST
95183254,700585,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,3000,,5300176520.0,0.0,1,84,010102000,ST
24794700UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300254214.0,0.0,1,999,10403000,ST
25021089,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300257414.0,0.0,1,999,70500000,ST
60034689,700151,,0,0,0,0,F,,233,233.0,Z001,Z1,3410,34697,100,,2100,,5300387118.0,0.0,1,999,060100000,ST
00400532,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,25000,4623,1000,,2000,,5300019230.0,0.0,1,14,010302000,MM
60041330,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300393183.0,0.0,1,42,10401000,ST
60026251,2100,,0,0,0,0,F,41.0,996,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300520058.0,0.0,1,999,010403000,ST
60106030,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,410,23343,100,E11,2000,,5300524125.0,0.0,1,14,520100000,ST
00385417,700056,,0,0,0,0,F,,203,203.0,Z001,Z1,70,14952,1,,3000,,5300154378.0,0.0,1,14,130000000,ST
00380992,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,240,1343,100,E11,3000,3000.0,5300213977.0,0.0,1,14,120000000,ST
24720223,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Y3,0,0,100,E13,3000,3000.0,5300252074.0,0.0,1,999,10102000,ST
30020533,701098,,0,0,0,0,F,,223,223.0,Z001,Y4,0,0,1,E13,2000,,5300114453.0,0.0,1,70,020000000,ST
23509100UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300063520.0,0.0,1,3,10402000,ST
60013122,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300370894.0,0.0,1,42,00,ST
00310656,3000,,0,0,0,0,F,42.0,203,203.0,Z012,Y9,870,166042,1,E13,2000,2000.0,5300528992.0,0.0,1,1,030202000,ST
60112447,709558,,0,0,0,0,F,,232,232.0,Z001,Z1,0,0,1,,2100,,5300528722.0,0.0,1,999,10401000,ST
00393871,705680,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300119256.0,0.0,1,30,520000000,ST
60020780,708008,,0,0,0,0,F,,203,203.0,Z001,Y2,20,808,100,E11,2000,,5300550827.0,0.0,1,14,120000000,ST
21713301,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300228727.0,0.0,1,25,10203000,ST
23463002,2000,,0,0,0,0,F,40.0,723,723.0,Z001,Z6,10,503,1,,3000,3000.0,5300233823.0,0.0,1,42,010102000,ST
60026626,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,20,722,100,E11,2000,,5300413698.0,0.0,1,14,520100000,ST
60017753,701318,,0,0,0,0,F,,205,205.0,Z001,Z1,0,0,1,,2000,,5300367576.0,3.0,1,35,010403000,ST
60051775,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,50,5241,1,,3000,3000.0,5300520036.0,0.0,1,10,010401000,ST
27033706UB,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,1,E13,2100,,5300507738.0,0.0,1,28,10102000,ST
00400462,700464,,0,0,0,0,F,,206,206.0,Z001,Z7,135000,64533,1000,,2000,,5300018551.0,0.0,1,14,010304000,MM
60093662,704926,,0,0,0,0,F,30.0,232,232.0,Z001,Z1,0,0,1,,2100,,5300501809.0,3.0,1,120,10403000,ST
34257800UB,700670,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2100,,5300051693.0,0.0,1,42,10401000,ST
00400428,700464,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300018272.0,0.0,1,14,010301000,MM
60056536,700151,,0,0,0,0,F,,219,219.0,Z001,Z1,30,586,100,,2000,,5300422520.0,0.0,1,70,060100000,ST
34284600UB,700119,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300053156.0,0.0,1,42,10401000,ST
494116,700185,,0,0,0,0,F,,203,203.0,Z001,Y9,90,8689,1,E15,3000,,5300049373.0,0.0,1,21,131500000,ST
00230298,700020,,0,0,0,0,F,,208,208.0,Z011,X4,1080,135,100,E20,2100,,5300161190.0,0.0,1,70,140300000,ST
23023008UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300229153.0,0.0,1,42,10102000,ST
23840200UB,709741,,0,0,0,0,F,,213,213.0,Z008,V9,0,0,1,E18,2000,,5300370660.0,3.0,1,42,10403000,ST
00370467,700020,5500001734.0,10,4,4,60,F,,708,708.0,Z011,X4,940,3088,100,E20,2000,,5300003829.0,0.0,1,4,140100000,ST
60092362,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300529434.0,0.0,1,10,00,ST
00310736,700535,,0,0,0,0,F,,233,233.0,Z011,Z7,0,0,1,,2100,,5300003758.0,0.0,1,35,110500000,ST
28083400UB,704955,,0,0,0,0,F,,228,228.0,Z002,Z2,0,0,1,,2100,,5300069698.0,0.0,1,42,10401000,ST
01262900UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300222832.0,0.0,1,42,10401000,ST
24358600UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300245392.0,0.0,1,42,10402000,ST
21277101UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300137832.0,0.0,1,28,010102000,ST
00310620UB,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,100,,3000,3000.0,5300359053.0,0.0,1,150,10102000,ST
31076002,701318,,0,0,0,0,F,,202,202.0,Z001,Y3,0,0,1,E13,2100,,5300379981.0,0.0,1,28,010102000,ST
24790916,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300254135.0,0.0,1,999,010102000,ST
33423300,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,40,94632,1,,3000,3000.0,5300274472.0,0.0,1,25,010401000,ST
95388,703564,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300045853.0,0.0,40,112,070200000,ST
00170122,701056,,0,0,0,0,F,,706,706.0,Z011,Y5,6770,20310,1,E12,3000,,5300016771.0,3.0,1,28,130403000,ST
80290907,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y9,0,0,100,E11,3000,3000.0,5300294819.0,0.0,1,14,520100000,ST
01503228,701504,,0,0,0,0,F,,202,202.0,Z010,Y9,10640,712152,100,E13,2000,,5300097918.0,0.0,1,168,040300000,ST
24724104,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Y3,0,0,100,E13,3000,3000.0,5300252266.0,0.0,1,999,010102000,ST
60125357,702686,,0,0,0,0,F,,217,217.0,Z001,Z1,40,69879,1,,2000,,5300544698.0,0.0,1,84,080100000,ST
23035711UB,711636,,0,0,0,0,F,,711,711.0,Z002,Y2,0,0,100,E14,2100,,5300362494.0,0.0,1,14,10102000,ST
33429202,706454,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,100,,2000,,5300090823.0,0.0,1,60,060100000,ST
60092458,700151,,0,0,0,0,F,,219,219.0,Z012,Z1,0,0,100,,3000,,5300536250.0,0.0,1,70,60100000,ST
60056700,1000,,0,0,0,0,F,,991,991.0,Z008,TB,20,16426,1,,2100,,5300432207.0,0.0,1,42,010402000,ST
30113900UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300268947.0,0.0,1,999,10401000,ST
00370765,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2100,,5300120985.0,0.0,1,21,140100000,ST
23071601,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300063990.0,0.0,1,28,010304000,ST
96151022,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300315989.0,0.0,1,42,10102000,ST
23637900UB,702225,,0,0,0,0,F,,213,213.0,Z008,TB,0,0,1,,2100,,5300038301.0,0.0,1,56,10402000,ST
33840803UB,701318,,0,0,0,0,F,,202,202.0,Z001,Z2,0,0,100,,2000,,5300148384.0,0.0,1,28,10102000,ST
23852200UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,1,E19,2100,,5300158675.0,0.0,1,35,10401000,ST
00131091,2100,,0,0,0,0,F,41.0,203,203.0,Z001,Y9,0,0,1,E11,2000,3000.0,5300360638.0,0.0,1,3,070200000,ST
28225000,701318,,0,0,0,0,F,30.0,202,202.0,Z001,Z1,0,0,1,,2000,,5300356903.0,0.0,1,42,010403000,ST
60039831,701806,5500008456.0,10,4,4,60,F,,708,708.0,Z011,V5,190,829,100,E98,2100,,5300394417.0,0.0,2,14,140200000,ST
24932405,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300255951.0,0.0,1,999,10102000,ST
80710205,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,50,293,100,E11,2000,,5300089991.0,0.0,1,14,520100000,ST
60105028,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300529800.0,0.0,1,10,00,ST
00360683,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2100,,5300185274.0,0.0,1,21,140100000,ST
00341104,715022,,0,0,0,0,F,,215,215.0,Z001,Y4,0,0,1,E13,2000,,5300429431.0,0.0,1,28,080400000,ST
60041927,703870,,0,0,0,0,F,,207,207.0,Z001,Z3,310,299523,1,,2000,,5300409216.0,0.0,1,98,130300000,ST
23485101,701256,,0,0,0,0,F,,215,215.0,Z002,Y3,60,6297,1,E13,3000,,5300032766.0,0.0,1,42,100100000,ST
00230144,700020,,0,0,0,0,F,,208,208.0,Z011,X4,9040,944,100,E20,2100,,5300005786.0,0.0,1,12,140300000,ST
34960204,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300286394.0,0.0,1,999,010102000,ST
04007894,700699,,0,0,0,0,F,,272,272.0,Z012,Y4,210,1036982,1,E13,3000,,5300173481.0,0.0,1,140,070200000,ST
60012933,708235,5500006629.0,10,14,14,42,F,,715,715.0,Z008,Y7,220,44064,1,E13,2100,,5300359294.0,0.0,1,42,80200000,ST
24223213,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300031017.0,0.0,1,3,010304000,ST
00392307,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300133864.0,0.0,1,999,520300000,ST
60025559,702225,,0,0,0,0,F,,205,205.0,Z001,Z1,0,0,1,,2000,,5300386219.0,0.0,1,56,010401000,ST
60119730,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,3190,25127,100,,3000,,5300543638.0,0.0,1,30,520200000,ST
00390786,700600,,0,0,0,0,F,,206,206.0,Z002,Y3,0,0,1,E13,2000,,5300012740.0,0.0,1,21,510100000,ST
30030848,701098,,0,0,0,0,F,,279,279.0,Z001,Y4,40,360,1,E15,3000,,5300100954.0,0.0,1,35,010102000,ST
00423351,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300219696.0,0.0,1,999,010102000,ST
00380257,702795,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,1000,E13,2100,,5300005894.0,0.0,1,28,120000000,MM
34635307,2000,,0,0,0,0,F,72.0,202,202.0,Z012,Z1,0,0,100,,3000,3000.0,5300281983.0,0.0,1,42,10102000,ST
00341449,701230,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,100,,2000,,5300096326.0,0.0,1,28,080600000,ST
60078055,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300462396.0,0.0,1,10,010401000,ST
23884900UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,1,E20,2000,,5300024448.0,0.0,1,56,10401000,ST
00346749,708038,,0,0,0,0,F,,215,215.0,Z001,Y6,0,0,1,E11,2000,,5300143253.0,0.0,1,84,080100000,ST
33613301,700151,,0,0,0,0,F,40.0,233,233.0,Z011,Y4,0,0,1,E15,2100,,5300049396.0,0.0,1,3,010205000,ST
96080264,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300315025.0,0.0,1,42,10102000,ST
23781701UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300237710.0,0.0,1,28,10102000,ST
30021227,701098,,0,0,0,0,F,,223,223.0,Z001,Y4,0,0,1,E13,2000,,5300158838.0,0.0,1,42,020102000,ST
00380942,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,0,0,100,E11,2000,,5300126834.0,0.0,1,14,120000000,ST
00160106,702681,,0,0,0,0,F,,203,203.0,Z001,Y5,300,74194,1,E11,2000,,5300117538.0,0.0,1,168,110500000,ST
23054004,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300197307.0,0.0,1,31,010102000,ST
90062600,700719,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300053886.0,0.0,1,28,520200000,ST
25453300,704955,,0,0,0,0,F,,272,272.0,Z012,Z7,60,20123,1,,3000,,5300099605.0,0.0,1,42,010401000,ST
60111206,700000,,0,0,0,0,F,,223,223.0,Z001,V4,0,0,100,E19,2100,,5300547334.0,0.0,1,35,10102000,ST
36020223,708005,,0,0,0,0,F,,277,277.0,Z012,Y4,110,18614,1,E11,3000,,5300138176.0,0.0,1,21,060100000,ST
24469707UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300247489.0,0.0,1,999,010102000,ST
04005819,707165,,0,0,0,0,F,,272,272.0,Z012,Z1,170,99331,1,,3000,,5300138121.0,0.0,1,21,131500000,ST
34665100UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z1,0,0,1,,3000,3000.0,5300282609.0,0.0,1,999,10402000,ST
00360705,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,,,1,21,140100000,ST
95100584UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2000,,5300062546.0,0.0,1,28,10102000,ST
00370741,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,5300120964.0,0.0,1,21,140100000,ST
32305401UB,702399,,0,0,0,0,F,,228,228.0,Z001,Y4,0,0,1,E14,2100,,5300041942.0,0.0,1,28,10102000,ST
60105199,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,20,406,1,,3000,3000.0,5300529825.0,0.0,1,10,00,ST
60125663,701318,,0,0,0,0,F,,279,279.0,Z012,Z7,200,190,100,,3000,,5300547123.0,0.0,1,28,010502000,ST
23245801,702225,,0,0,0,0,F,40.0,221,221.0,Z001,Z5,0,0,1,,2100,,5300057828.0,0.0,1,3,010102000,ST
21315128UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,3000,,5300163743.0,0.0,1,3,010102000,ST
00422391,702533,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2000,,5300029375.0,0.0,1,28,010103000,ST
23599100,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300405100.0,0.0,1,42,10401000,ST
95193015UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300313277.0,0.0,1,999,10102000,ST
04001889,702779,,0,0,0,0,F,,276,276.0,Z012,Y4,1610,17944,100,E11,3000,,5300106222.0,0.0,1,14,080600000,ST
04005217,706943,,0,0,0,0,F,,272,272.0,Z012,Z7,110,6817,1000,,3000,,5300117965.0,0.0,1,35,130700000,ST
60026588,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2000,,5300378345.0,0.0,1,56,10102000,ST
80790402,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y9,0,0,100,E11,3000,3000.0,5300296951.0,0.0,1,999,520100000,ST
30076600,1900,,0,0,0,0,F,41.0,272,272.0,Z012,Z7,10,127339,1,,3000,,5300082161.0,0.0,1,10,010402000,ST
60017974,700722,,0,0,0,0,F,,228,228.0,Z012,Z1,0,0,100,,3000,,5300366865.0,0.0,1,56,010303000,ST
35031400,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300082129.0,0.0,1,5,010401000,ST
00370662,701806,5500008207.0,10,4,4,60,F,,708,708.0,Z011,V5,17850,4353,100,E98,2100,,5300382111.0,0.0,2,14,140300000,ST
33781901,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300276041.0,0.0,1,42,10102000,ST
82022430,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,10,22411,1,,3000,3000.0,5300155149.0,0.0,1,42,010401000,ST
00311493UB,700585,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2000,,5300173699.0,0.0,1,28,50300000,ST
00422053,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300219094.0,0.0,1,42,10103000,ST
60071709,714595,,0,0,0,0,F,,215,215.0,Z001,Z1,0,0,100,,2100,,5300449634.0,0.0,1,84,080600000,ST
34531001,700585,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2100,,5300057629.0,0.0,1,42,050400000,ST
60056676,702686,,0,0,0,0,F,,215,215.0,Z003,Y6,0,0,1,E13,2000,,5300424840.0,0.0,1,84,080100000,ST
00393217,704507,,0,0,0,0,F,,206,206.0,Z001,Z7,180000,37481,100,,2100,,5300095222.0,0.0,1,30,530104000,ST
