Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,Anomaly_Score
23570227,701263,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2100,,5300036511.0,0.0,1,14,010103000,ST,0.015739130434782606
00345155,711970,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,1,E13,2100,,,,1,84,080100000,ST,0.0
60054443,2100,,0,0,0,0,F,41.0,215,215.0,Z001,Z3,23050,8059074,1,,2000,2000.0,5300497768.0,0.0,1,2,080400000,ST,0.4625
95174157UB,700000,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300151620.0,0.0,1,999,10102000,ST,0.0
24932604,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,690,8573,100,,2100,,5300191574.0,0.0,1,56,010102000,ST,0.15
25492000,704955,,0,0,0,0,F,,228,228.0,Z001,Z1,0,0,1,,2000,,5300145478.0,0.0,1,42,010401000,ST,0.4431415382862749
95130430,701528,,0,0,0,0,F,,233,233.0,Z011,Y4,40,1720,100,E14,3000,,5300357200.0,0.0,1,42,010502000,ST,0.51
00390972,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,1,,3000,3000.0,5300215465.0,0.0,1,14,540000000,ST,0.015739130434782606
23012702UB,700000,,0,0,0,0,F,,223,223.0,Z001,X3,0,0,100,E20,2000,,5300061495.0,0.0,1,28,10102000,ST,0.36633333333333334
60126996,708008,,0,0,0,0,F,,203,203.0,Z001,Y9,1610,69246,100,E11,2000,,5300545047.0,0.0,1,14,120000000,ST,0.21
00380378,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z2,0,0,1,,3000,3000.0,5300213674.0,0.0,1,21,120000000,ST,0.05
04008226,705025,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2000,,5300179023.0,0.0,1,56,070200000,ST,0.924
04006281,707284,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,100,,2100,,5300137727.0,0.0,1,21,070300000,ST,0.3557619047619048
00270561,700023,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300012068.0,0.0,1,14,130600000,ST,0.6729007936507937
30124314,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300269380.0,0.0,1,999,10304000,ST,0.0
80580307,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y9,0,0,100,E11,3000,3000.0,5300295634.0,0.0,1,999,520100000,ST,0.51
00346769,711970,,0,0,0,0,F,40.0,215,215.0,Z001,Y2,0,0,1,E13,2100,,5300194013.0,0.0,1,3,080100000,ST,0.21328054279380915
34302100,715408,,0,0,0,0,F,,223,223.0,Z004,TB,0,0,1,,2000,,5300457396.0,3.0,1,56,010403000,ST,0.17546428571428568
00392221,701979,,0,0,0,0,F,40.0,206,206.0,Z001,Z1,0,0,1,,2100,,5300084167.0,0.0,1,3,520300000,ST,0.21328054279380915
00111201,700667,,0,0,0,0,F,,276,276.0,Z012,Y9,220,243100,1,E13,3000,,5300135328.0,0.0,1,42,070800000,ST,0.5675
30020684,700000,,0,0,0,0,F,,279,279.0,Z001,Y4,110,6015,1,E11,3000,,5300522472.0,0.0,1,28,010502000,ST,0.4
00345383,702686,,0,0,0,0,F,,276,276.0,Z012,Y4,510,432,100,E11,3000,,5300127287.0,0.0,1,98,080600000,ST,0.53
00370027,700020,,0,0,0,0,F,,208,208.0,Z011,X4,9930,616,100,E20,2000,,5300020219.0,0.0,1,12,140100000,ST,0.1857142857142857
23076700,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E13,2000,,5300040798.0,0.0,1,28,010401000,ST,0.88
60019193,702225,,0,0,0,0,F,,219,219.0,Z001,Z6,0,0,1,,2000,,5300476085.0,0.0,1,42,10401000,ST,0.4431415382862749
24608100UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,TB,0,0,1,,3000,3000.0,5300249912.0,0.0,1,56,10404000,ST,0.17546428571428568
01240781,701710,5500008471.0,10,14,14,50,F,,231,231.0,Z008,Y5,3560,44243,100,E14,3000,,5300126703.0,0.0,1,42,100202000,ST,0.3675
00111097,702584,,0,0,0,0,F,,203,203.0,Z010,Y9,200,5097,1,E13,2000,,5300096658.0,0.0,1,280,070600000,ST,0.63
60055966,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300421847.0,0.0,1,70,010401000,ST,0.985
35195100,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,10,105966,1,,3000,3000.0,5300288820.0,0.0,1,42,010402000,ST,0.35263888888888884
34182504,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,190,2033,1,E13,3000,,5300047730.0,0.0,1,28,060100000,ST,0.53
01503902,701528,5500008697.0,10,14,14,56,F,,733,733.0,Z011,Y4,1390,114576,1,E14,2000,,5300168612.0,0.0,1,56,60000000,ST,0.5215
50251205,706822,,0,0,0,0,F,,206,206.0,Z001,Z7,900,90,100,,2000,,5300103630.0,0.0,1,14,080600000,ST,0.25971428571428573
24480400UB,700119,,0,0,0,0,F,,205,205.0,Z001,Z1,0,0,1,,2100,,5300173222.0,0.0,1,42,10401000,ST,0.4431415382862749
95183538,701314,,0,0,0,0,F,,233,233.0,Z011,Y2,690,42647,100,E13,3000,,5300167308.0,0.0,1,42,060100000,ST,0.21
95162290,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Z2,210,144885,1,,3000,2100.0,5300308521.0,0.0,1,56,060100000,ST,0.52
60116136,701979,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300532312.0,0.0,1,140,520300000,ST,0.35
499477,700185,,0,0,0,0,F,,203,203.0,Z012,Z1,20,1659,1,,3000,,5300050266.0,0.0,1,14,090200000,ST,0.544
00131119,2000,,0,0,0,0,F,40.0,203,203.0,Z001,Y9,10,30536,1,E11,3000,3000.0,5300203275.0,0.0,1,94,070200000,ST,0.31
60097586,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300502489.0,0.0,1,10,010401000,ST,0.0269156010230179
23298100UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,100,,2000,,5300058355.0,0.0,1,56,010401000,ST,0.924
01559001,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,100,E19,2100,,5300061966.0,0.0,1,21,010502000,ST,0.3557619047619048
00290219,700538,,0,0,0,0,F,,203,203.0,Z002,Y3,0,0,1,E11,2000,,5300015222.0,0.0,1,42,131100000,ST,0.4431415382862749
23680512,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300236431.0,0.0,1,42,10103000,ST,0.4431415382862749
21461600,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300228566.0,0.0,1,42,10401000,ST,0.4431415382862749
24636600UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300250611.0,0.0,1,999,10401000,ST,0.0
24921352UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300326548.0,0.0,1,28,10102000,ST,0.88
00393090,701948,,0,0,0,0,F,,206,206.0,Z001,Y4,230,2696,1,E15,2100,,5300014775.0,0.0,1,14,530104000,ST,0.62
95195458,700000,4600012824.0,10,42,0,0,F,,223,223.0,Z001,V2,230,371118,1,E19,2100,,5300185980.0,3.0,1,42,10501000,ST,0.195
04005995,700535,,0,0,0,0,F,,272,272.0,Z012,Z1,0,0,1,,3000,,5300125309.0,0.0,1,42,110400000,ST,0.4431415382862749
60009056,2100,,0,0,0,0,F,41.0,998,998.0,Z012,Z1,0,0,1,,3000,3000.0,5300357648.0,0.0,1,999,030202000,ST,0.0
00350095,700020,,0,0,0,0,F,,208,208.0,Z011,X4,1460,1207,100,E20,3000,,5300015189.0,0.0,1,12,140200000,ST,0.2857142857142857
24559200UB,2000,,0,0,0,0,F,40.0,211,211.0,Z012,Z3,0,0,1,,3000,3000.0,5300248583.0,0.0,1,42,10401000,ST,0.4431415382862749
95144154,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,1,E19,2100,,5300111422.0,0.0,1,42,010401000,ST,0.4431415382862749
60056536,700151,,0,0,0,0,F,,219,219.0,Z001,Z1,30,586,100,,2000,,5300422520.0,0.0,1,70,060100000,ST,0.45
60117272,716170,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300540852.0,0.0,1,30,120000000,ST,0.36633333333333334
24356800UB,709558,,0,0,0,0,F,,228,228.0,Z001,Y3,0,0,100,E15,2000,,5300456931.0,0.0,1,42,010401000,ST,0.8318333333333335
00384088,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,0,0,1000,E11,2000,,5300126891.0,0.0,1,14,120000000,MM,0.23886904761904762
00401703,703555,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300020315.0,0.0,40,98,131000000,ST,0.82
23960202,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,1,E20,2000,,5300076545.0,0.0,1,21,010102000,ST,0.05
60124152,702465,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300541654.0,0.0,1,112,130700000,ST,0.36
60109943,708038,,0,0,0,0,F,,996,998.0,Z001,Z1,0,0,1,,2100,,5300532650.0,0.0,1,999,080100000,ST,0.0
00422391,702533,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2000,,5300029375.0,0.0,1,28,010103000,ST,0.88
60130135,706895,,0,0,0,0,F,,278,278.0,Z012,Z1,0,0,100,,3000,,5300552138.0,0.0,1,28,00,ST,0.36633333333333334
35182902UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300288249.0,0.0,1,42,10102000,ST,0.8318333333333335
00370284,700020,,0,0,0,0,F,,208,208.0,Z011,X4,350,51,100,E20,3000,,5300002759.0,0.0,1,12,140100000,ST,0.3004642857142857
34053101,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300044929.0,0.0,1,28,010102000,ST,0.88
60013017,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z1,0,0,1,,3000,3000.0,5300367049.0,0.0,1,42,10401000,ST,0.4431415382862749
00345335,711970,5500002122.0,20,14,14,84,F,,715,715.0,Z001,Y5,180,322559,1,E13,2000,,5300193701.0,0.0,1,84,80100000,ST,0.5858333333333333
04008091,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,160,9997,100,E11,3000,,5300176708.0,0.0,1,49,100202000,ST,0.12
04004822,708105,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300135143.0,0.0,1,28,LEEB,ST,0.36633333333333334
95154307,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2000,,5300134652.0,0.0,1,28,010102000,ST,0.36633333333333334
25020366,708174,,0,0,0,0,F,,272,272.0,Z012,Z7,90,6906,1,,3000,,5300135634.0,0.0,1,21,100202000,ST,0.41
60023771,707779,,0,0,0,0,F,,279,279.0,Z001,Y4,200,13137,100,E13,3000,,5300377958.0,0.0,1,42,100202000,ST,0.12
33429336,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300274635.0,0.0,1,999,130404000,ST,0.0
34445112,700000,,0,0,0,0,F,,223,223.0,Z012,Y2,40,8315,100,E14,3000,,5300082016.0,0.0,1,28,010102000,ST,0.10800000000000001
60019194,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300420153.0,0.0,1,42,010401000,ST,0.4431415382862749
24273802,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300032087.0,0.0,1,28,010102000,ST,0.88
95144107UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300098254.0,0.0,1,3,10401000,ST,0.21328054279380915
34763807,2000,,0,0,0,0,F,40.0,233,233.0,Z011,Y4,0,0,1,E15,2100,2100.0,5300284334.0,0.0,1,3,060100000,ST,0.21328054279380915
00120777,706985,,0,0,0,0,F,,708,708.0,Z010,Y4,0,0,1,E13,2000,,5300359464.0,0.0,1,42,070400000,ST,0.4431415382862749
24563500UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300091691.0,0.0,1,3,10403000,ST,0.21328054279380915
00370143,701806,,0,0,0,0,F,,208,208.0,Z011,V4,4180,174,100,E98,3000,,5300390550.0,0.0,2,14,140100000,ST,0.2857142857142857
00200207,708174,,0,0,0,0,F,,207,207.0,Z001,Z2,0,0,1,,2000,,5300135561.0,0.0,1,42,100400000,ST,0.4431415382862749
04002367,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,100,,2100,,5300124505.0,0.0,1,28,131400000,ST,0.36633333333333334
34575105,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300281704.0,0.0,1,999,10304000,ST,0.0
34764703,701102,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2000,,5300047481.0,0.0,1,21,010102000,ST,0.05
60021581,708038,,0,0,0,0,F,,217,217.0,Z001,Z1,100,17316,1,,2000,,5300377579.0,0.0,1,56,080100000,ST,0.36166666666666664
00360076,700020,5500002204.0,10,4,4,60,F,,708,708.0,Z011,X4,1030,9636,100,E20,2100,,5300016292.0,0.0,1,4,140100000,ST,0.14
34440102,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300279741.0,0.0,1,42,10103000,ST,0.4431415382862749
00380659,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,890,20926,100,E11,2000,,5300138869.0,0.0,1,14,120000000,ST,0.11
23481308UB,1000,,0,0,0,0,F,,991,991.0,Z001,Z5,0,0,1,,2000,,5300110355.0,0.0,1,30,10102000,ST,0.8859999999999999
33770700UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z4,0,0,1,,3000,3000.0,5300275847.0,0.0,1,56,10402000,ST,0.17546428571428568
60028674,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2000,,5300408878.0,0.0,1,14,520100000,ST,0.6729007936507937
60103143,708008,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300506915.0,0.0,1,30,520200000,ST,0.36633333333333334
23586600,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z3,10,15492,1,,3000,3000.0,5300235284.0,0.0,1,42,010401000,ST,0.2530555555555556
24587020UB,704926,,0,0,0,0,F,,723,723.0,Z001,Z1,600,234329,1,,2000,,5300357196.0,0.0,1,42,010401000,ST,0.4025
00385878,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,100,272,100,E11,3000,3000.0,5300214730.0,0.0,1,140,140100000,ST,0.73
00381155,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,1120,21695,100,E11,2000,,5300195331.0,0.0,1,14,120000000,ST,0.17
60064488,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,0,0,1,E11,3000,,5300457238.0,0.0,1,14,070400000,ST,0.015739130434782606
00346499,702686,,0,0,0,0,F,,215,215.0,Z003,Y4,0,0,1,E13,2000,,5300119661.0,0.0,1,84,080100000,ST,0.0
34071801UB,700074,4600012301.0,10,28,0,0,F,41.0,202,202.0,Z010,Z1,0,0,1,,3000,,5300150444.0,0.0,1,28,40400000,ST,0.2680417109771948
23565700UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300116671.0,0.0,1,3,10403000,ST,0.21328054279380915
04004277,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300090812.0,0.0,1,5,080600000,ST,0.4039296536796537
30960013,1900,,0,0,0,0,F,40.0,206,206.0,Z001,Z7,0,0,1,,2100,,5300136727.0,0.0,1,3,550100000,ST,0.21328054279380915
60072612,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300454783.0,0.0,1,20,010102000,ST,0.3557619047619048
00360106,701806,,0,0,0,0,F,,208,208.0,Z011,V4,3320,463,100,E98,3000,,5300385754.0,0.0,2,14,140100000,ST,0.2757142857142857
60044017,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300420488.0,0.0,1,42,010401000,ST,0.4431415382862749
31047503,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,450,4715,1,E15,2100,,5300167504.0,0.0,1,28,060100000,ST,0.51
60054425,708038,5500007242.0,10,14,14,84,F,,715,715.0,Z001,Y6,70,69695,1,E11,2100,,5300422063.0,0.0,1,84,80100000,ST,0.56
00340260,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Z1,80,5472,1,,3000,3000.0,5300209664.0,0.0,1,28,080600000,ST,0.5
95060200,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300301206.0,0.0,1,25,550100000,ST,0.88
23051102,2100,,0,0,0,0,F,41.0,215,215.0,Z001,Y4,30,9,100,E14,2000,2000.0,5300197285.0,0.0,1,3,100202000,ST,0.39304473304473314
00347419,701230,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,100,,2100,,5300165844.0,0.0,1,14,140100000,ST,0.6729007936507937
24932900,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300405335.0,0.0,1,70,010401000,ST,0.985
60036215,700535,,0,0,0,0,F,,233,233.0,Z011,Z1,320,4116176,1,,2000,,5300387136.0,0.0,1,21,110400000,ST,0.35
95194013UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300313922.0,0.0,1,999,10401000,ST,0.0
24482801,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300247874.0,0.0,1,999,010102000,ST,0.51
36020579,1900,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300157329.0,0.0,1,5,100202000,ST,0.21893896770223406
00120864,702236,,0,0,0,0,F,,208,208.0,Z012,Y2,0,0,1,E11,3000,,5300080591.0,0.0,1,42,070400000,ST,0.4431415382862749
60076696,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,20,568,100,E11,2100,,5300467424.0,0.0,1,14,520100000,ST,0.5490198412698413
24043601UB,2000,,0,0,0,0,F,40.0,212,212.0,Z012,Z1,0,0,1,,3000,3000.0,5300241691.0,0.0,1,168,40100000,ST,0.78
80360107,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2100,,5300168995.0,0.0,1,14,520100000,ST,0.6729007936507937
34561500UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,100,,3000,3000.0,5300281556.0,0.0,1,999,010401000,ST,0.51
04004323,701348,,0,0,0,0,F,40.0,206,206.0,Z001,Z1,0,0,1,,2100,,5300107744.0,0.0,1,3,530200000,ST,0.21328054279380915
00370398,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,100,,3000,3000.0,5300212974.0,0.0,1,28,140100000,ST,0.36633333333333334
82019750,701805,,0,0,0,0,F,,211,211.0,Z010,Y2,0,0,1,E11,2100,,5300093203.0,0.0,1,42,070500000,ST,0.4431415382862749
60058618,708038,5500007310.0,10,14,14,84,F,,715,715.0,Z001,Y6,30,642,1,E11,2100,,5300424687.0,0.0,1,84,80100000,ST,0.6666666666666665
34270702,2000,,0,0,0,0,F,72.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300278038.0,0.0,1,119,10102000,ST,0.35
00100269,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,1,,3000,3000.0,5300200562.0,0.0,1,56,70300000,ST,0.17546428571428568
00394150,701979,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,3000,,5300170863.0,0.0,1,30,520300000,ST,0.8859999999999999
00310925,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y3,0,0,1,E13,3000,3000.0,5300208567.0,0.0,1,154,110600000,ST,0.75
00400123,700464,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1000,,2100,,5300016724.0,0.0,1,14,010201000,MM,0.23886904761904762
9001131,703564,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300053346.0,0.0,40,112,130700000,ST,0.82
00170240,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y3,1400,26059,100,E13,3000,2100.0,5300203800.0,0.0,1,140,140700000,ST,0.544
60068054,708008,,0,0,0,0,F,,996,203.0,Z008,Y2,0,0,100,E11,2100,,5300449571.0,0.0,1,999,520200000,ST,0.51
34466600,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300280290.0,0.0,1,42,10403000,ST,0.4431415382862749
00402009,703535,,0,0,0,0,F,,203,203.0,Z002,Z2,0,0,1,,2000,,5300020907.0,0.0,40,49,131000000,ST,0.7679166666666667
00347054,702779,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300155344.0,0.0,1,14,080100000,ST,0.015739130434782606
24735492,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300252889.0,0.0,1,999,010102000,ST,0.51
00121098,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,1,,3000,3000.0,5300202622.0,0.0,1,42,70400000,ST,0.4431415382862749
04103758,1900,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300149889.0,0.0,1,5,LEEB,ST,0.21893896770223406
60017753,2000,,0,0,0,0,F,40.0,202,202.0,Z012,Z5,0,0,1,,3000,3000.0,5300368089.0,0.0,1,35,10403000,ST,0.38186596736596734
00190240,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y9,80,332,1,E15,3000,3000.0,5300361200.0,0.0,1,28,110500000,ST,0.82
95193704UB,708673,,0,0,0,0,F,,211,211.0,Z010,Z1,0,0,1,,2100,,5300177107.0,0.0,1,42,10103000,ST,0.4431415382862749
60033502,2000,,0,0,0,0,F,40.0,202,202.0,Z012,Z1,0,0,1,,3000,3000.0,5300432682.0,0.0,1,999,40100000,ST,0.0
95100457,700417,,0,0,0,0,F,,207,207.0,Z003,Y4,90,2425,100,E13,3000,,5300060976.0,0.0,1,14,140700000,ST,0.4294642857142857
60128879,707196,,0,0,0,0,F,,206,206.0,Z001,Z7,400,3932,1,,2100,,5300545876.0,0.0,1,30,530101000,ST,0.49
23109620,705086,,0,0,0,0,F,,708,708.0,Z010,Y2,110,4735,100,E12,2000,,5300149019.0,0.0,1,42,070500000,ST,0.17
00370148,701806,,0,0,0,0,F,,208,208.0,Z011,V4,4580,8314,100,E98,2100,,5300409231.0,0.0,2,14,140100000,ST,0.17
36960066,706817,,0,0,0,0,F,,272,272.0,Z012,Z1,20,70854,1,,3000,,5300148073.0,0.0,1,2,550100000,ST,0.26666666666666666
00250127UB,700348,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,1,E12,2000,,5300193546.0,0.0,1,30,131500000,ST,0.8859999999999999
00400325,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300017566.0,0.0,1,14,010303000,MM,0.23886904761904762
24639800UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300250685.0,0.0,1,35,10401000,ST,0.38186596736596734
01552601UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300223443.0,0.0,1,42,10401000,ST,0.4431415382862749
33428505,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300274603.0,0.0,1,999,10103000,ST,0.0
04004682,700223,,0,0,0,0,F,,208,208.0,Z011,Y2,0,0,1,E13,2100,,5300116601.0,0.0,1,70,090100000,ST,0.985
60024306,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z1,0,0,1,,3000,3000.0,5300375713.0,0.0,1,999,10402000,ST,0.0
00170182,702795,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,100,E13,2100,,5300017171.0,0.0,1,42,140700000,ST,0.8318333333333335
00346602,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Y2,0,0,100,E11,3000,3000.0,5300211097.0,0.0,1,84,80100000,ST,0.7
60096740,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300500261.0,0.0,1,10,10102000,ST,0.7529007936507937
24751502UB-01,2000,,0,0,0,0,F,40.0,228,228.0,Z001,Y6,0,0,1,E11,3000,3000.0,5300530226.0,0.0,1,35,10102000,ST,0.38186596736596734
00370504,700020,,0,0,0,0,F,,708,708.0,Z011,X4,140,527,100,E20,2000,,5300004076.0,0.0,1,28,140100000,ST,0.25
30021220,706671,,0,0,0,0,F,,233,233.0,Z001,Y3,0,0,1,E13,2000,,5300162370.0,0.0,1,28,060000000,ST,0.88
494890,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,130,1461,1,,3000,3000.0,5300294057.0,0.0,1,14,100202000,ST,0.65
00370142,700020,,0,0,0,0,F,,208,208.0,Z011,X4,37010,39356,100,E20,2000,,5300001459.0,0.0,1,12,140100000,ST,0.11333333333333333
36067490,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300291616.0,0.0,1,999,0,ST,0.0
82011007UB,701317,,0,0,0,0,F,,211,211.0,Z010,Y4,0,0,1,E12,2100,,5300070476.0,0.0,1,56,10100000,ST,0.17546428571428568
60006735,708174,,0,0,0,0,F,,272,272.0,Z012,Z7,0,0,1,,3000,,5300353104.0,0.0,1,112,090000000,ST,0.36
24352600UB,1000,,0,0,0,0,F,,991,991.0,Z001,Z3,0,0,1,,2000,,5300163325.0,0.0,1,42,10402000,ST,0.4431415382862749
00340155,703572,,0,0,0,0,F,,215,215.0,Z001,Z1,0,0,1,,2000,,5300008973.0,0.0,1,14,080600000,ST,0.015739130434782606
04008328,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,3410,62291,100,E11,3000,,5300185790.0,0.0,1,56,131400000,ST,0.28
31100602,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2100,,5300067265.0,0.0,1,28,010102000,ST,0.36633333333333334
00346583,701230,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,100,,2100,,5300134183.0,0.0,1,14,530000000,ST,0.6729007936507937
31099903,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300271177.0,0.0,1,42,10304000,ST,0.4431415382862749
31085001UB,700000,,0,0,0,0,F,,223,223.0,Z002,Z1,0,0,1,,2000,,5300123297.0,0.0,1,28,10102000,ST,0.88
00100127,700222,,0,0,0,0,F,,208,208.0,Z011,Y3,10,628,1,E11,2000,,5300000279.0,0.0,1,21,070300000,ST,0.49
80740305,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,20,205,100,E11,2100,,5300114443.0,0.0,1,14,520100000,ST,0.5190198412698414
31081903UB,2000,,0,0,0,0,F,40.0,211,211.0,Z012,Y3,0,0,1,E14,3000,3000.0,5300270884.0,0.0,1,28,10401000,ST,0.88
