Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,Anomaly_Score
00311056,703080,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,100,E13,2000,,5300005277.0,0.0,1,56,110400000,ST,0.924
00100313,708551,,0,0,0,0,F,,208,208.0,Z010,Y6,2720,18012,100,E14,3000,,5300149289.0,0.0,1,14,070300000,ST,0.1
60016615,701098,,0,0,0,0,F,,279,279.0,Z001,Y4,100,343,100,E15,3000,,5300368455.0,0.0,1,35,010102000,ST,0.4646666666666667
23924600,704735,,0,0,0,0,F,,203,203.0,Z011,Y9,0,0,1,E11,2000,,5300074974.0,0.0,1,56,130500000,ST,0.17546428571428568
23082700UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300153051.0,0.0,1,3,10401000,ST,0.21328054279380915
04001772,706261,,0,0,0,0,F,,272,272.0,Z012,Z7,360,657,1,,3000,,5300158908.0,0.0,1,7,LEEB,ST,0.5356060606060606
34820300,715408,,0,0,0,0,F,,223,223.0,Z004,TB,0,0,1,,2000,,5300435116.0,0.0,1,56,010403000,ST,0.17546428571428568
00346480,708235,,0,0,0,0,F,,215,215.0,Z008,Y7,0,0,100,E13,2000,,5300137133.0,0.0,1,42,080200000,ST,0.8318333333333335
34368000,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300420856.0,0.0,1,69,010402000,ST,0.985
00190523,702586,,0,0,0,0,F,,203,203.0,Z010,Y2,2740,19446,100,E11,2000,,5300144879.0,0.0,1,63,110500000,ST,0.27
00380027,703001,,0,0,0,0,F,,203,203.0,Z005,Y2,150,29594602,1,E11,2100,,5300004574.0,0.0,1,340,130100000,ST,0.5589999999999999
00347914,708038,,0,0,0,0,F,,276,276.0,Z001,Y5,10,3762,1,E15,3000,,5300192059.0,0.0,1,117,080100000,ST,0.32
60030515,715646,,0,0,0,0,F,,228,228.0,Z010,Y2,500,20755,1,E13,2100,,5300497128.0,0.0,1,28,010102000,ST,0.56
23220600,2000,,0,0,0,0,F,40.0,996,998.0,Z012,Z5,0,0,1,,3000,3000.0,5300376952.0,0.0,1,60,550100000,ST,0.610361586126292
95162125UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2100,,5300133385.0,0.0,1,42,10401000,ST,0.4431415382862749
23246102UB,700585,4600010905.0,10,56,0,0,F,,203,203.0,Z010,Y5,10,1307,1,E14,2000,,5300022060.0,0.0,1,56,30203000,ST,0.37415910143908543
30052400,704955,,0,0,0,0,F,,272,272.0,Z012,Z1,40,16741,1,,3000,,5300101570.0,0.0,1,42,010401000,ST,0.44347222222222227
28283503,701528,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E14,2000,,5300094622.0,0.0,1,42,060100000,ST,0.8318333333333335
19180002,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Z2,0,0,1,,3000,3000.0,5300226342.0,0.0,1,28,60100000,ST,0.88
23282500UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2000,,5300024260.0,0.0,1,56,10401000,ST,0.17546428571428568
00392099,700368,,0,0,0,0,F,,203,203.0,Z010,Y9,0,0,1,E11,2100,,5300014185.0,0.0,1,35,071000000,ST,0.38186596736596734
00210101,701660,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300003465.0,0.0,1,28,080500000,ST,0.88
00393258,2000,,0,0,0,0,F,40.0,206,206.0,Z012,W2,0,0,1,,3000,3000.0,5300215938.0,0.0,1,42,530104000,ST,0.4431415382862749
25021062,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300190136.0,0.0,1,5,010301010,ST,0.21893896770223406
24905500,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300508079.0,0.0,1,42,10401000,ST,0.4431415382862749
28300400UB,700119,,0,0,0,0,F,30.0,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300177476.0,3.0,1,42,10403000,ST,0.4431415382862749
60041175,701806,5500006147.0,10,140,140,168,F,,708,708.0,Z011,V5,2560,27343,100,E98,2100,,5300431438.0,0.0,2,140,60100000,ST,0.431
60048822,711636,,0,0,0,0,F,,211,211.0,Z001,Z1,0,0,1,,2000,,5300414374.0,0.0,1,42,10102000,ST,0.4431415382862749
60052828,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300418768.0,0.0,1,70,010304000,ST,0.71
24223800UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Y9,0,0,1,E13,3000,3000.0,5300243564.0,0.0,1,56,10402000,ST,0.17546428571428568
34990904,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300405895.0,0.0,1,42,010102000,ST,0.8318333333333335
33781000UB,700119,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2000,,5300042223.0,0.0,1,42,10402000,ST,0.4431415382862749
23901300,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,20,42413,1,,3000,3000.0,5300198114.0,0.0,1,42,010401000,ST,0.35555555555555557
82017542,2000,,0,0,0,0,F,40.0,723,723.0,Z012,Y4,0,0,100,E12,3000,3000.0,5300504158.0,0.0,1,28,10502000,ST,0.36633333333333334
00346095,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z7,410,10149,100,,3000,3000.0,5300210857.0,0.0,1,84,140700000,ST,0.35
36021236,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300189355.0,0.0,1,5,010102000,ST,0.4039296536796537
00384061,700324,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300063418.0,0.0,1,21,130200000,ST,0.05
60050837,701668,,0,0,0,0,F,,270,270.0,Z012,Z7,0,0,1,,3000,,5300418930.0,0.0,1,70,090100000,ST,0.985
00200217,702790,,0,0,0,0,F,,215,215.0,Z001,Y3,0,0,1000,E13,2000,,5300068043.0,0.0,1,49,100201000,MM,0.16
60118086,700535,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2000,,5300541437.0,0.0,1,28,110400000,ST,0.88
90140201,708008,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2000,,5300175797.0,0.0,1,35,520200000,ST,0.961
91100798,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300300413.0,0.0,1,999,10102000,ST,0.51
00346217,711970,5500007337.0,10,14,14,84,F,,715,715.0,Z001,Y4,100,68892,100,E13,2100,,5300193687.0,0.0,1,84,80100000,ST,0.5066666666666667
60068038,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,1740,20251,100,,3000,,5300449594.0,0.0,1,30,520200000,ST,0.17
00370906,700020,,0,0,0,0,F,,708,708.0,Z011,X4,0,0,100,E20,2100,,5300093907.0,0.0,1,42,140100000,ST,0.8318333333333335
60028860,2100,,0,0,0,0,F,41.0,228,228.0,Z012,Z1,0,0,1,,3000,3000.0,5300408709.0,0.0,1,999,10305000,ST,0.0
00386053,708008,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,100,,2000,,5300183724.0,0.0,1,14,120000000,ST,0.6729007936507937
00345484,702686,,0,0,0,0,F,,215,215.0,Z003,Y4,0,0,100,E13,2000,,5300118541.0,0.0,1,84,080600000,ST,0.7
60025035,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,100,E20,2000,,5300375928.0,0.0,1,42,010401000,ST,0.8318333333333335
04007489,701835,,0,0,0,0,F,,278,278.0,Z012,Z7,100,545,100,,3000,,5300164726.0,0.0,1,356,070300000,ST,0.69
04004634,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1000,,2100,,5300117430.0,0.0,1,5,999999999,ST,0.21483838383838383
95162160,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,210,792,100,E13,2000,,5300150579.0,0.0,1,42,060100000,ST,0.365
37030300UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300292784.0,0.0,1,999,10403000,ST,0.0
23012001UB,701805,,0,0,0,0,F,,211,211.0,Z010,Y3,0,0,1,E11,2100,,5300061456.0,0.0,1,42,10301000,ST,0.4431415382862749
04000734,706807,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1,,2000,,5300105693.0,0.0,1,14,130600000,ST,0.015739130434782606
01220452,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300222396.0,0.0,1,999,10502000,ST,0.0
33327901,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300273921.0,0.0,1,42,010102000,ST,0.4431415382862749
23635303,2000,,0,0,0,0,F,40.0,723,723.0,Z001,Z6,80,9252,1,,3000,3000.0,5300235590.0,0.0,1,42,010102000,ST,0.4425
95154143UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,1,E20,2000,,5300117048.0,0.0,1,28,10401000,ST,0.88
00370505,701806,5500000554.0,10,4,4,60,F,,708,708.0,Z011,V4,1400,3405,100,E98,2100,,5300174069.0,0.0,2,4,140100000,ST,0.27
60031673,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300404446.0,0.0,1,42,10401000,ST,0.4431415382862749
60095168,704926,,0,0,0,0,F,,232,232.0,Z001,Z1,0,0,1,,2100,,5300536621.0,0.0,1,999,10402000,ST,0.0
00330891,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300209407.0,0.0,1,999,110400000,ST,0.0
23961600,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300198154.0,0.0,1,42,10401000,ST,0.4431415382862749
80662018,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,20,337,100,E11,2000,,5300189722.0,0.0,1,14,520100000,ST,0.5190198412698414
23283100UB,700000,4600005238.0,10,14,0,0,F,30.0,723,723.0,Z001,V3,0,0,1,E19,2100,,5300024352.0,3.0,1,14,10401000,ST,0.0
04003035,707779,,0,0,0,0,F,,279,279.0,Z001,Y4,50,11195,1,E13,3000,,5300124310.0,0.0,1,28,010500000,ST,0.44
31120704,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300039076.0,0.0,1,28,010103000,ST,0.88
00170225,701056,,0,0,0,0,F,,706,706.0,Z011,Y5,880,69512,100,E12,2000,,5300071901.0,3.0,1,28,130403000,ST,0.22
60102043,700000,,0,0,0,0,F,,232,232.0,Z001,Z1,0,0,100,,2100,,5300547147.0,0.0,1,999,010401000,ST,0.51
04004499,701112,,0,0,0,0,F,,272,272.0,Z012,Z2,160,197,1000,,3000,,5300111225.0,0.0,1,28,110100000,ST,0.19
60043321,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300409088.0,0.0,1,70,010403000,ST,0.985
96130108UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,1,E20,2000,,5300086983.0,0.0,1,42,10102000,ST,0.4431415382862749
60061510,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300520766.0,0.0,1,70,010401000,ST,0.985
60080644,701314,,0,0,0,0,F,,233,233.0,Z001,Z1,60,42139,1,,2100,,5300466122.0,0.0,1,42,010401000,ST,0.6225
95183064,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300311288.0,0.0,1,42,010102000,ST,0.8318333333333335
60034654,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,3000,,5300467331.0,0.0,1,56,10401000,ST,0.17546428571428568
00190196,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,1,E11,3000,3000.0,5300204062.0,0.0,1,180,70300000,ST,0.86
24357802,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300245364.0,0.0,1,999,10103000,ST,0.0
23273101,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300404927.0,0.0,1,28,010102000,ST,0.88
80691501,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2000,,5300380402.0,0.0,1,14,520100000,ST,0.6729007936507937
82010419,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2000,,5300077303.0,0.0,1,28,010502000,ST,0.36633333333333334
30020488,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300119651.0,0.0,1,5,140500000,ST,0.21893896770223406
28140821,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300262973.0,0.0,1,999,010102000,ST,0.51
00392594,710254,,0,0,0,0,F,,206,206.0,Z012,Z1,30,3555,1,,3000,,5300177225.0,0.0,1,180,520300000,ST,0.53
60051946,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300416812.0,0.0,1,29,010102000,ST,0.8859999999999999
21272110UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z7,0,0,1,,3000,3000.0,5300227035.0,0.0,1,35,60200000,ST,0.38186596736596734
95100870,711636,,0,0,0,0,F,,211,211.0,Z001,Y2,0,0,100,E14,2000,,5300187237.0,0.0,1,28,140300000,ST,0.36633333333333334
23025101,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Y4,0,0,100,E12,3000,3000.0,5300229243.0,0.0,1,28,10102000,ST,0.36633333333333334
34955500UB,702399,,0,0,0,0,F,,228,228.0,Z001,Y4,0,0,1,E14,2000,,5300064232.0,0.0,1,35,10401000,ST,0.38186596736596734
30980167,1900,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300152268.0,0.0,1,5,070400000,ST,0.21893896770223406
23840700,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300238759.0,0.0,1,42,10402000,ST,0.4431415382862749
21421300,1000,,0,0,0,0,F,,991,991.0,Z001,TB,20,80159,1,,2000,,5300466706.0,0.0,1,5,010403000,ST,0.2691527777777778
00422251,702501,,0,0,0,0,F,,997,980.0,Z001,EX,0,0,1,,2100,,5300140553.0,0.0,1,14,550700000,ST,0.015739130434782606
00130474,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300203019.0,0.0,1,28,70200000,ST,0.88
00300079,703335,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2100,,5300016089.0,0.0,15,42,131500000,ST,0.4413207202154571
34270223,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300278020.0,0.0,1,999,010103000,ST,0.0
23598600,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300405095.0,0.0,1,42,10401000,ST,0.4431415382862749
01187500UB,2100,,0,0,0,0,F,41.0,228,228.0,Z012,Z5,0,0,1,,3000,2000.0,5300197087.0,0.0,1,56,10401000,ST,0.17546428571428568
34930100,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300199766.0,0.0,1,3,010403000,ST,0.21328054279380915
34391003,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300279205.0,0.0,1,42,10301000,ST,0.4431415382862749
36020310UB,1000,,0,0,0,0,F,,991,991.0,Z012,Z1,0,0,1,,3000,,5300124059.0,0.0,1,3,10102000,ST,0.21328054279380915
04007324,718689,,0,0,0,0,F,,233,233.0,Z008,Y2,0,0,1,E13,2000,,,,1,28,110200000,ST,0.88
34677500,715408,,0,0,0,0,F,,223,223.0,Z004,TB,0,0,1,,3000,,5300435497.0,0.0,1,56,010403000,ST,0.17546428571428568
00111421,2100,,0,0,0,0,F,41.0,203,203.0,Z012,Y5,0,0,1,E13,3000,,5300501447.0,0.0,1,280,071000000,ST,0.89
95183577UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300311705.0,0.0,1,999,10402000,ST,0.0
60008041,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z5,0,0,1,,3000,3000.0,5300412794.0,0.0,1,999,0,ST,0.0
00260011,700020,,0,0,0,0,F,,708,708.0,Z011,X4,0,0,1,E20,2100,,5300011003.0,0.0,1,35,140700000,ST,0.38186596736596734
00347082,701230,,0,0,0,0,F,,207,207.0,Z012,Z1,90,3395,100,,3000,,5300156094.0,0.0,1,21,080600000,ST,0.19
24790804,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300254115.0,0.0,1,999,010102000,ST,0.51
25010124,702614,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300033341.0,0.0,1,14,010103000,ST,0.015739130434782606
60099262,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300519576.0,0.0,1,10,00,ST,0.0269156010230179
34675300,715408,4600012159.0,10,56,0,0,F,,223,223.0,Z004,TB,90,3645055,1,,2000,,5300435053.0,0.0,1,56,10403000,ST,0.02
95070115,703929,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300415398.0,3.0,1,7,060100000,ST,0.09466526345059796
30074400,1900,,0,0,0,0,F,,213,213.0,Z001,Z1,0,0,1,,2000,,5300127400.0,0.0,1,5,010501000,ST,0.21893896770223406
00310129,703547,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2100,,5300018683.0,0.0,1,98,140200000,ST,0.79
04007848,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,170,1907,100,E11,3000,,5300172069.0,0.0,1,49,100202000,ST,0.31
23085602UB,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300230531.0,0.0,1,999,10102000,ST,0.51
32307501UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,100,,3000,3000.0,5300273363.0,0.0,1,42,10102000,ST,0.8318333333333335
00004310,700222,,0,0,0,0,F,,208,208.0,Z011,Y9,0,0,1,E11,2100,,5300120415.0,0.0,1,14,070400000,ST,0.015739130434782606
04006965,706852,,0,0,0,0,F,,276,276.0,Z012,Y4,60,6927,1,E11,3000,,5300154244.0,0.0,1,21,070900000,ST,0.38
36020223,708005,,0,0,0,0,F,,277,277.0,Z012,Y4,110,18614,1,E11,3000,,5300138176.0,0.0,1,21,060100000,ST,0.4
34481802,2100,,0,0,0,0,F,41.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300199556.0,0.0,1,28,010102000,ST,0.88
30069667,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,100,,2100,,5300113732.0,0.0,1,5,010102000,ST,0.4039296536796537
60070283,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300448182.0,0.0,1,3,10403000,ST,0.21328054279380915
23702500,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,10,56794,1,,3000,3000.0,5300405178.0,0.0,1,56,010402000,ST,0.15791666666666665
60034077,718689,5500007914.0,10,14,14,77,F,20.0,233,233.0,Z008,Y9,880,3168001,1,E13,2000,,5300535530.0,0.0,1,77,110200000,ST,0.5195
24932111UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,3000,,5300196368.0,0.0,1,3,10305000,ST,0.38376298701298717
34941503,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300286136.0,0.0,1,42,10103000,ST,0.4431415382862749
60047555,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,0,0,100,,3000,,5300413831.0,0.0,1,30,520200000,ST,0.36633333333333334
23476101,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Y3,0,0,1,E14,3000,3000.0,5300234114.0,0.0,1,50,10102000,ST,0.5359007936507938
00370467,700020,5500001734.0,10,4,4,60,F,,708,708.0,Z011,X4,940,3088,100,E20,2000,,5300003829.0,0.0,1,4,140100000,ST,0.16
60039587,700000,,0,0,0,0,F,,223,223.0,Z001,X3,0,0,1,E20,2000,,5300408991.0,0.0,1,64,10401000,ST,0.5940385341782402
60022698,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,100,E20,2000,,5300378336.0,0.0,1,28,10102000,ST,0.36633333333333334
00100398,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,1,,2800,2800.0,5300200667.0,0.0,1,49,070300000,ST,0.5598634421134422
60063585,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300431450.0,0.0,1,42,010403000,ST,0.4431415382862749
34748800,700909,,0,0,0,0,F,,233,233.0,Z001,Y3,10,3439,1,E15,2000,,5300045963.0,0.0,1,49,010401000,ST,0.3536666666666666
60095679,715200,,0,0,0,0,F,,232,232.0,Z001,Z1,80,19984,1,,2100,,5300541233.0,0.0,1,999,010401000,ST,0.2
23483003,2100,,0,0,0,0,F,41.0,203,203.0,Z012,Y2,390,109111,1,E11,3000,3000.0,5300197808.0,0.0,1,97,030201000,ST,0.62
60059698,700461,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E14,2000,,5300426676.0,0.0,1,28,100400000,ST,0.36633333333333334
34954400UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300286304.0,0.0,1,999,10402000,ST,0.0
00130677,703334,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2000,,5300012287.0,0.0,1,42,070200000,ST,0.4431415382862749
23872001UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300239011.0,0.0,1,999,10102000,ST,0.51
23840300UB,709741,,0,0,0,0,F,,213,213.0,Z008,V9,0,0,1,E18,2000,,5300370661.0,3.0,1,42,10403000,ST,0.4431415382862749
24468000,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300247438.0,0.0,1,42,10402000,ST,0.4431415382862749
24794205UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Y3,0,0,100,E12,3000,3000.0,5300353973.0,0.0,1,999,10102000,ST,0.51
00393994,700962,,0,0,0,0,F,,206,206.0,Z001,Z7,45000,3690,100,,3000,,5300162278.0,0.0,1,30,520000000,ST,0.1175
00120825,705086,,0,0,0,0,F,,708,708.0,Z010,Y2,60,3228,100,E15,2100,,5300170584.0,0.0,1,42,070400000,ST,0.2775
23012701UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,100,E19,2100,,5300061494.0,0.0,1,28,10102000,ST,0.36633333333333334
00110627,708551,,0,0,0,0,F,,708,708.0,Z010,Y6,9570,10391,100,E11,2100,,5300149415.0,0.0,1,42,070300000,ST,0.1175
21267500UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z6,0,0,1,,2000,,5300073492.0,0.0,1,42,10402000,ST,0.4431415382862749
23027800UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2100,,5300138128.0,0.0,1,42,10401000,ST,0.4431415382862749
34884305,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300285561.0,0.0,1,999,010102000,ST,0.0
04002580,701885,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1,,2000,,5300095851.0,0.0,1,25,100300000,M,0.88
00400270,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216578.0,0.0,1,30,010304000,MM,0.17
60053558,711970,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,1,E13,2100,,5300421316.0,0.0,1,84,080100000,ST,0.0
34361203,2100,,0,0,0,0,F,41.0,233,233.0,Z011,Y4,0,0,1,E13,2000,2000.0,5300199395.0,0.0,1,3,060200000,ST,0.21328054279380915
60110168,702225,,0,0,0,0,F,30.0,213,213.0,Z008,Z3,0,0,1,,2000,,5300527093.0,3.0,1,56,10405000,ST,0.17546428571428568
00390514,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z7,4180,37798,100,,3000,3000.0,5300118826.0,0.0,1,98,520300000,ST,0.514
04007340,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,180,1453,100,E11,3000,,5300166001.0,0.0,1,14,090300000,ST,0.3234642857142857
00371021,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,350,859,100,,3000,3000.0,5300213297.0,0.0,1,56,140300000,ST,0.36
34931790,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300412722.0,0.0,1,999,550100000,ST,0.0
60117775,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300538371.0,0.0,1,3,10402000,ST,0.21328054279380915
95120266UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2100,,5300075316.0,0.0,1,42,10401000,ST,0.4431415382862749
60019236,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300420242.0,0.0,1,36,010102000,ST,0.6356428571428568
00347501,1900,,0,0,0,0,F,,276,276.0,Z012,Y4,1070,531011,1,E11,3000,,5300171896.0,0.0,1,47,080200000,ST,0.24
00370145,700020,,0,0,0,0,F,,208,208.0,Z011,Y6,0,0,100,E11,2100,,5300468149.0,0.0,1,14,140100000,ST,0.6729007936507937
24755620UB,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,1,E11,2000,,5300522847.0,0.0,1,42,10401000,ST,0.4431415382862749
24595500,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300249655.0,0.0,1,999,550100000,ST,0.0
00390739,701230,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,1,,2000,,5300093445.0,0.0,1,30,530101000,ST,0.8859999999999999
60025030,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z1,0,0,1,,3000,3000.0,5300420128.0,0.0,1,43,010401000,ST,0.4431415382862749
04004367,1900,,0,0,0,0,F,,277,277.0,Z012,Z7,0,0,1,,3000,,5300108749.0,0.0,1,26,120000000,ST,0.88
00230047,700020,,0,0,0,0,F,,208,208.0,Z011,X4,2470,3172,100,E20,2100,,5300005336.0,0.0,1,13,140300000,ST,0.17
34886600-01,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,10,18582,1,,3000,3000.0,5300405836.0,0.0,1,42,010401000,ST,0.2630555555555556
35190208,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300288402.0,0.0,1,999,10102000,ST,0.51
00341291,705960,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300084216.0,0.0,1,42,080100000,ST,0.4431415382862749
24938704UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,100,,2000,,5300180124.0,0.0,1,30,10102000,ST,0.36633333333333334
00347825,1900,,0,0,0,0,F,,275,275.0,Z012,Y4,220,71104,1,E11,3000,,5300194769.0,0.0,1,105,080400000,ST,0.64
04000718,704798,,0,0,0,0,F,,215,215.0,Z001,Z1,0,0,100,,2100,,5300140792.0,0.0,1,56,080500000,ST,0.924
