Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,Fulfillment time_z_score,Fulfillment time_outlier,Fixed contract 1_z_score,Fixed contract 1_outlier,Fixed contract 2_z_score,Fixed contract 2_outlier,Total quantity_z_score,Total quantity_outlier,Total value_z_score,Total value_outlier,Price unit_z_score,Price unit_outlier,Plant processing time_z_score,Plant processing time_outlier,Material master time_z_score,Material master time_outlier,anomaly_label,xgb_anomaly
60076451,2000,,0,,,,F,40.0,217,217.0,Z012,Z1,,,1,,3000,2100.0,5300500430.0,0.0,1,126,80800000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.809526728377738,0,0,0
60018647,2000,,0,,,,F,40.0,219,219.0,Z001,Z1,,,100,,3000,2100.0,5300433983.0,0.0,1,168,140100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,1.2553013585416906,0,0,0
60076451,2000,,0,,,,F,40.0,217,217.0,Z001,Z1,,,1,,2100,2100.0,5300500430.0,0.0,1,2,80800000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.5065697987729794,0,0,0
60069601,2000,,0,,,,F,40.0,233,233.0,Z012,Z1,,,1,,3000,,5300442647.0,0.0,1,56,110400000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.06656901143781692,0,0,0
00311141,2000,,0,,,,F,40.0,203,203.0,Z001,Y2,,,1,E14,2100,,5300090642.0,0.0,1,3,30100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60069601,2000,,0,,,,F,40.0,233,233.0,Z001,Z1,,,1,,2100,,5300442647.0,0.0,1,2,110400000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.5065697987729794,0,0,0
60010311,2000,,0,,,,F,40.0,233,233.0,Z012,Z1,,,1,,3000,,5300408439.0,0.0,1,119,110400000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.7352309566837458,0,0,0
95193005,2000,,0,,,,F,72.0,202,202.0,Z012,Z1,,,1,,3000,3000.0,5300313258.0,0.0,1,35,10302000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.1563183036441594,0,0,0
31002400ZS,2000,,0,,,,F,,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300270015.0,0.0,1,50,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.0028869214143951057,0,0,0
34003900ZS,2000,,0,,,,F,,996,998.0,Z012,EX,,,1,,3000,3000.0,5300343982.0,0.0,1,25,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.26245512034986246,0,0,0
34227303,2000,,0,,,,F,72.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300277709.0,0.0,1,50,10300000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.0028869214143951057,0,0,0
34548811,2000,,0,,,,F,72.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300281430.0,0.0,1,42,10102000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
34635306,2000,,0,,,,F,72.0,202,202.0,Z012,Z1,,,100,,3000,3000.0,5300281982.0,0.0,1,42,10102000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
34635307,2000,,0,,,,F,72.0,202,202.0,Z012,Z1,,,100,,3000,3000.0,5300281983.0,0.0,1,42,10102000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
24935510ZS,2000,,0,,,,F,,996,998.0,Z012,EX,,,100,,3000,3000.0,5300256053.0,0.0,1,50,550100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.0028869214143951057,0,0,0
24646000,2000,,0,,,,F,,996,998.0,Z012,EX,,,1,,3000,3000.0,5300250848.0,0.0,1,50,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.0028869214143951057,0,0,0
24775718,2000,,0,,,,F,72.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300254062.0,0.0,1,99,10102000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.5229573232723399,0,0,0
21003500,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300226422.0,0.0,1,50,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.0028869214143951057,0,0,0
21268203,2000,,0,,,,F,72.0,213,213.0,Z012,Z1,,,1,,3000,3000.0,5300226900.0,0.0,1,42,10502000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
21290100,2000,,0,,,,F,,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300227464.0,0.0,1,50,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.0028869214143951057,0,0,0
23000302,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228882.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
23001000ZS,2000,,0,,,,F,,996,998.0,Z012,EX,,,1,,3000,3000.0,5300331444.0,0.0,1,25,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.26245512034986246,0,0,0
23002500,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228886.0,0.0,1,50,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.0028869214143951057,0,0,0
23870100,2000,,0,,,,F,,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300238885.0,0.0,1,50,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.0028869214143951057,0,0,0
24002201,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300240892.0,0.0,1,50,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.0028869214143951057,0,0,0
24002204,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300335561.0,0.0,1,25,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.26245512034986246,0,0,0
24003200,2000,,0,,,,F,,996,998.0,Z012,EX,,,0,,3000,3000.0,5300240893.0,0.0,1,50,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.0028869214143951057,0,0,0
24006200ZS,2000,,0,,,,F,,996,998.0,Z012,EX,,,1,,3000,3000.0,5300335563.0,0.0,1,25,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.26245512034986246,0,0,0
24007500ZS,2000,,0,,,,F,,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300335564.0,0.0,1,25,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.26245512034986246,0,0,0
24009400ZS,2000,,0,,,,F,,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300240922.0,0.0,1,50,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.0028869214143951057,0,0,0
00270127,2000,,0,,,,F,,996,219.0,Z012,Z1,,,1,,3000,3000.0,5300205908.0,0.0,1,20,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.31552352870271394,0,0,0
60103016,2000,,0,,,,F,,215,215.0,,Y6,,,1,E11,3000,3000.0,5300506477.0,0.0,1,84,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.36375209821378535,0,0,0
60103083,2000,,0,,,,F,,215,215.0,,Y6,,,1,E11,3000,3000.0,5300506476.0,0.0,1,84,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.36375209821378535,0,0,0
60103348,2000,,0,,,,F,,215,215.0,,Y6,,,1,E11,3000,3000.0,5300509564.0,0.0,1,84,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.36375209821378535,0,0,0
00345350,2000,,0,,,,F,,215,215.0,Z006,Y2,,,1,E13,2100,3000.0,5300210746.0,0.0,1,175,80300000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,1.3295971302356828,0,0,0
00345280,2000,,0,,,,F,,215,215.0,Z006,Z1,,,1,,2100,3000.0,5300210707.0,0.0,1,84,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.36375209821378535,0,0,0
60033934,2000,,0,,,,F,,996,998.0,Z012,Z1,,,1,,3000,3000.0,5300391700.0,0.0,1,30,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
34763403,2000,,0,,,,F,,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300284322.0,0.0,1,42,10102000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
00346991,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211341.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60059904,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300427425.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60021777,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,2100,3000.0,5300374401.0,0.0,1,3,140100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
24221706,2000,,0,,,,F,40.0,203,203.0,Z001,Y2,,,100,E13,2100,3000.0,5300063926.0,0.0,1,3,20000000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
23224003,2000,,0,,,,F,40.0,202,202.0,Z011,Y3,,,100,E13,2100,3000.0,5300231283.0,0.0,1,2,60200000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.5065697987729794,0,0,0
00347841,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211794.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
80650103,2000,,0,,,,F,40.0,215,215.0,Z001,Y2,,,100,E13,2100,3000.0,5300295818.0,0.0,1,3,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
80650206,2000,,0,,,,F,40.0,215,215.0,Z001,Y2,,,100,E13,2100,3000.0,5300295843.0,0.0,1,3,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
00346334,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300210949.0,0.0,1,3,80600000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
00346874,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300211253.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
00346954,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300211313.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
00346956,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300189611.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
00346978,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300211331.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
00347131,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300211422.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
00347701,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,100,E11,2100,3000.0,5300211702.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.4959561171024091,0,0,0
60055938,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300421331.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60055941,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300421332.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60026596,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300378575.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60028386,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504081.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60028388,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504082.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60029081,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300380966.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60029469,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300380978.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60030484,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300382484.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60030631,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300382486.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60031076,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300432597.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60031182,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300384398.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60033510,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300499047.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60033775,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300494503.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60033839,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504091.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60034542,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300385692.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60034722,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300444030.0,0.0,1,84,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.36375209821378535,0,0,0
60034767,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300387349.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60035025,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300386506.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60036579,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504095.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60036965,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504096.0,0.0,1,3,80300000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60037255,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300500739.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60037307,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300500740.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60039930,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300392531.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60043221,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300419852.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60044744,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300504109.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60046989,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300414683.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60046992,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300416020.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60047936,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300412343.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60048880,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300413283.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60049857,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300414687.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60049873,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300414689.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60007803,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300354265.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60013039,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300360067.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60017609,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300367062.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60017612,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300367064.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60018318,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300368106.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60018325,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300368109.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60018335,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300377986.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60018732,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300368835.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60018764,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300368129.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60018767,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300368131.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60021316,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300373255.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
60021971,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300373274.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00345313,2000,,0,,,,F,40.0,215,215.0,Z001,Y2,,,1,E13,2100,3000.0,5300210726.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00346601,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211096.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00346724,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300183480.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00346726,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300180700.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00346729,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211175.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00346735,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211177.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00346736,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211178.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00346766,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211196.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00346830,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211235.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00346877,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300183485.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
00347000,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211347.0,0.0,1,3,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4959561171024091,0,0,0
