Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,Fulfillment time_z_score,Fulfillment time_outlier,Fixed contract 1_z_score,Fixed contract 1_outlier,Fixed contract 2_z_score,Fixed contract 2_outlier,Total quantity_z_score,Total quantity_outlier,Total value_z_score,Total value_outlier,Price unit_z_score,Price unit_outlier,Plant processing time_z_score,Plant processing time_outlier,Material master time_z_score,Material master time_outlier,anomaly_label,xgb_anomaly
34153000,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300365228.0,0.0,1,14,550100000,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
34302000,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300278354.0,0.0,1,42,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
34307300,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300278468.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
34361000,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300278914.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
34361100,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300278915.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
34364100,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300278957.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
34921100,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300286009.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
34931100,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300286046.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
34941100,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300286129.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
34951100,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300286259.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
27000300,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300260557.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
28000700,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300261320.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
28031700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300261501.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
28044000,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300261658.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
28051300,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300261804.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
28061500,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300261839.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
29001500,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300265312.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
29001600,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300265313.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
29001700,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300265314.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
29001800,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300265315.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
29002100,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300265316.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
29002200,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300265317.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
29002300,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300265318.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
29002400,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300265319.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
21002600,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300226414.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
21264300,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300226791.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23000600,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228883.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
23004600,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,0,,3000,3000.0,5300228887.0,0.0,1,10,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.42166034540841696,0,0,0
23004700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,0,,3000,3000.0,5300228888.0,0.0,1,10,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.42166034540841696,0,0,0
23004800,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,0,,3000,3000.0,5300228889.0,0.0,1,10,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.42166034540841696,0,0,0
23005900,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,0,,3000,3000.0,5300228890.0,0.0,1,10,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.42166034540841696,0,0,0
23006500,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228891.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
23007700,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228892.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
23007800,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228893.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
23007900,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228894.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
23009300,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228905.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
23009400,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228906.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
23009401,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228907.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
23009500,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228908.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
23009600,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228909.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
23009800,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300228911.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
23263400,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232016.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23266300,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232062.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23273100,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232167.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23276100,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232236.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23277000,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232238.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23278300,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232292.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23279700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232318.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23286700,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300232402.0,0.0,1,30,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
23287500,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232419.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23287600,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232420.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23289700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232474.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23289900,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300232485.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23296000,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232541.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23296100,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232542.0,0.0,1,365,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23296600,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300232549.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23461400,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300233798.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23461700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300233806.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23462700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300233821.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23463800,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300233837.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23468500,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300233944.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23469100,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300233955.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23470800,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300234005.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23471000,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300234011.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23475300,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300234106.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23481400,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300234149.0,0.0,1,10,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23481600,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300234161.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23489500,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300234303.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23490200,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300234312.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23506400,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300234598.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23506700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300234601.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23507700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300234612.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23591500,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300235352.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23591800,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300235355.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23595900,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300235415.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
23650600,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,1,,3000,3000.0,5300235843.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3792056187261358,0,0,0
23658100,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,1,,3000,3000.0,5300235999.0,0.0,1,14,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3792056187261358,0,0,0
23773200,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300237558.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
23781500,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300237707.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
01001600,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,1,,3000,3000.0,5300220898.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3792056187261358,0,0,0
60118396,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300552428.0,0.0,1,14,120000000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60101805,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300504337.0,0.0,1,14,120000000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60106602,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300526276.0,0.0,1,14,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60106603,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,1,E11,3000,3000.0,5300526277.0,0.0,1,14,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3792056187261358,0,0,0
60112342,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300530271.0,0.0,1,14,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60114640,2000,,0,,,,F,40.0,203,203.0,Z012,Y6,,,100,E11,3000,3000.0,5300542939.0,0.0,1,14,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60115764,2000,,0,,,,F,40.0,252,252.0,Z012,Z5,,,1,,3000,3000.0,5300531977.0,0.0,1,5,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4747287537612685,0,0,0
60121466,2000,,0,,,,F,40.0,203,203.0,Z012,Y6,,,100,E11,3000,3000.0,5300542940.0,0.0,1,14,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60075043,2000,,0,,,,F,40.0,215,215.0,Z012,Y5,,,1,E13,3000,3000.0,5300494602.0,0.0,1,56,140700000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.06656901143781692,0,0,0
60080320,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300460391.0,0.0,1,14,120000000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60080655,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300460392.0,0.0,1,14,120000000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60081035,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E14,3000,3000.0,5300460789.0,0.0,1,14,120000000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60088850,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300467683.0,0.0,1,14,120000000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
60088878,2000,,0,,,,F,40.0,252,252.0,Z012,Z5,,,1,,3000,3000.0,5300541172.0,0.0,1,15,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3685919370555655,0,0,0
60089638,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300506198.0,0.0,1,14,120000000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
95153136,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,1,E13,3000,3000.0,5300307194.0,0.0,1,84,50200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.36375209821378535,0,0,0
95182148,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300311088.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95182299,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300311227.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95188024,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300312854.0,0.0,1,42,999999999,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95188025,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300312855.0,0.0,1,42,999999999,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95192118,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300312961.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95192120,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300312964.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95192127,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300312973.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95192131,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300312977.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95192246,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,100,,3000,3000.0,5300313057.0,0.0,1,42,10100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95192256,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300313065.0,0.0,1,42,10100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95192257,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300313067.0,0.0,1,42,10100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95192392,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300313142.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95192434,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300313181.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95192449,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300313199.0,0.0,1,42,10400000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95192456,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300313204.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
95194364,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300314209.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95194417,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300314266.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95194450,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300314301.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95195120,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300314447.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95196046,2000,,0,,,,F,40.0,215,215.0,Z012,Y2,,,1,E11,3000,3000.0,5300314556.0,0.0,1,84,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.36375209821378535,0,0,0
96174121,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300316565.0,0.0,1,42,10301000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
96192509,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300317000.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
80060307,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300294434.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80060907,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300294448.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80061007,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300294449.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80061109,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300294453.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80061407,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300294464.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
80270111,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,100,E11,3000,3000.0,5300294675.0,0.0,1,14,520100000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
